emission_record_id,date_key,business_unit_id,facility_id,supplier_id,activity_id,scope,ghg_category,activity_volume,activity_unit,emission_factor,emissions_tco2e,spend_usd,revenue_usd,data_quality_score
E000609,202503,BU04,F07,S020,A06,Scope 3,Purchased goods and services,696.58,USD thousand spend,0.4732,314.85,117984.52,3336263.91,0.87
E000610,202503,BU04,F07,S016,A08,Scope 3,Business travel,1096.11,passenger-km thousand,0.1175,192.05,690408.68,3336263.91,0.86
E000611,202503,BU04,F07,S002,A09,Scope 3,Waste,817.17,tonnes waste,0.5731,698.26,394911.73,3336263.91,0.91
E000612,202503,BU05,F08,S015,A04,Scope 2,Electricity,369.14,MWh,0.4594,144.82,54193.67,1885934.99,0.88
E000613,202503,BU05,F08,S002,A05,Scope 2,Purchased energy,157.52,MWh,0.1847,31.18,29243.53,1885934.99,0.96
E000614,202503,BU05,F08,S009,A08,Scope 3,Business travel,93.74,passenger-km thousand,0.1175,13.08,62040.63,1885934.99,0.73
E000615,202503,BU05,F08,S012,A09,Scope 3,Waste,130.56,tonnes waste,0.4889,60.97,16434.61,1885934.99,0.72
E000616,202504,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1075.83,MWh thermal,0.2177,222.31,199161.03,7616213.27,0.73
E000617,202504,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,260.47,kg refrigerant,1.6206,400.68,42553.54,7616213.27,0.78
E000618,202504,BU01,F01,S017,A04,Scope 2,Electricity,941.72,MWh,0.4499,451.04,70921.8,7616213.27,0.76
E000619,202504,BU01,F01,S014,A06,Scope 3,Purchased goods and services,1990.32,USD thousand spend,0.4662,1374.22,906781.81,7616213.27,0.71
E000620,202504,BU01,F01,S019,A06,Scope 3,Purchased goods and services,2015.95,USD thousand spend,0.5553,1321.27,439225.66,7616213.27,0.85
E000621,202504,BU01,F01,S010,A09,Scope 3,Waste,819.07,tonnes waste,0.5123,621.43,166732.4,7616213.27,0.92
E000622,202504,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,970.71,kiloliters,2.3925,2204.47,113915.69,5654447.8,0.84
E000623,202504,BU02,F02,S011,A04,Scope 2,Electricity,599.29,MWh,0.5176,263.13,47794.74,5654447.8,0.77
E000624,202504,BU02,F02,S022,A07,Scope 3,Transportation and distribution,1318.04,ton-km thousand,0.1871,291.09,304024.24,5654447.8,0.8
E000625,202504,BU02,F02,S006,A07,Scope 3,Transportation and distribution,673.47,ton-km thousand,0.1425,113.27,335081.03,5654447.8,0.72
E000626,202504,BU02,F02,S017,A09,Scope 3,Waste,512.45,tonnes waste,0.577,437.93,201812.9,5654447.8,0.82
E000627,202504,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1301.85,kiloliters,2.469,3051.04,147527.57,6014572.04,0.84
E000628,202504,BU02,F03,S003,A04,Scope 2,Electricity,1640.18,MWh,0.5301,737.64,283874.14,6014572.04,0.77
E000629,202504,BU02,F03,S020,A07,Scope 3,Transportation and distribution,398.55,ton-km thousand,0.1883,71.21,168598.52,6014572.04,0.71
E000630,202504,BU02,F03,S008,A07,Scope 3,Transportation and distribution,429.81,ton-km thousand,0.1604,65.43,202432.67,6014572.04,0.82
E000631,202504,BU02,F03,S004,A09,Scope 3,Waste,1430.63,tonnes waste,0.5704,774.28,217297.94,6014572.04,0.73
E000632,202504,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1013.46,MWh thermal,0.1996,192.02,87275.14,7145687.07,0.93
E000633,202504,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,265.41,kg refrigerant,1.3816,348.05,39760.79,7145687.07,0.91
E000634,202504,BU01,F04,S018,A04,Scope 2,Electricity,548.46,MWh,0.4705,218.91,63713.67,7145687.07,0.9
E000635,202504,BU01,F04,S013,A06,Scope 3,Purchased goods and services,1938.18,USD thousand spend,0.529,1210.11,1246825.37,7145687.07,0.85
E000636,202504,BU01,F04,S013,A06,Scope 3,Purchased goods and services,3287.77,USD thousand spend,0.5141,1994.98,2124465.12,7145687.07,0.93
E000637,202504,BU01,F04,S011,A09,Scope 3,Waste,1907.42,tonnes waste,0.4398,990.03,492722.31,7145687.07,0.74
E000638,202504,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1718.7,kiloliters,2.3672,3861.79,143436.2,5064668.27,0.94
E000639,202504,BU02,F05,S007,A04,Scope 2,Electricity,1320.88,MWh,0.3869,543.97,99953.7,5064668.27,0.92
E000640,202504,BU02,F05,S002,A07,Scope 3,Transportation and distribution,1566.34,ton-km thousand,0.1563,362.54,998194.2,5064668.27,0.82
E000641,202504,BU02,F05,S021,A07,Scope 3,Transportation and distribution,1376.01,ton-km thousand,0.1701,276.2,810055.98,5064668.27,0.71
E000642,202504,BU02,F05,S010,A09,Scope 3,Waste,928.7,tonnes waste,0.4276,588.11,546820.75,5064668.27,0.88
E000643,202504,BU05,F06,S010,A04,Scope 2,Electricity,290.8,MWh,0.5461,169.05,47213.86,1956640.36,0.95
E000644,202504,BU05,F06,S023,A05,Scope 2,Purchased energy,409.44,MWh,0.2101,91.56,64217.6,1956640.36,0.73
E000645,202504,BU05,F06,S010,A08,Scope 3,Business travel,526.9,passenger-km thousand,0.1488,116.11,152884.08,1956640.36,0.72
E000646,202504,BU05,F06,S011,A09,Scope 3,Waste,487.42,tonnes waste,0.4225,243.04,138100.93,1956640.36,0.95
E000647,202504,BU04,F07,S020,A04,Scope 2,Electricity,1133.59,MWh,0.442,341.74,96714.74,2848113.97,0.94
E000648,202504,BU04,F07,S011,A05,Scope 2,Purchased energy,680.32,MWh,0.2478,143.01,47880.1,2848113.97,0.72
E000649,202504,BU04,F07,S020,A06,Scope 3,Purchased goods and services,1592.14,USD thousand spend,0.4363,659.18,1110153.42,2848113.97,0.97
E000650,202504,BU04,F07,S001,A06,Scope 3,Purchased goods and services,1333.09,USD thousand spend,0.4533,713.26,697349.46,2848113.97,0.96
E000651,202504,BU04,F07,S005,A08,Scope 3,Business travel,1119.04,passenger-km thousand,0.1455,192.12,515852.13,2848113.97,0.91
E000652,202504,BU04,F07,S005,A09,Scope 3,Waste,237.94,tonnes waste,0.5767,161.96,59933.78,2848113.97,0.85
E000653,202504,BU05,F08,S019,A04,Scope 2,Electricity,271.28,MWh,0.5183,119.27,44090.81,1820988.19,0.88
E000654,202504,BU05,F08,S004,A05,Scope 2,Purchased energy,468.01,MWh,0.2193,69.98,54031.49,1820988.19,0.85
E000655,202504,BU05,F08,S017,A08,Scope 3,Business travel,127.78,passenger-km thousand,0.15,28.39,38188.22,1820988.19,0.91
E000656,202504,BU05,F08,S019,A09,Scope 3,Waste,551.89,tonnes waste,0.4806,313.08,149527.69,1820988.19,0.97
E000657,202505,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1910.79,MWh thermal,0.1843,332.1,290730.3,7666313.49,0.71
E000658,202505,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,88.64,kg refrigerant,1.1753,98.22,12216.7,7666313.49,0.79
E000659,202505,BU01,F01,S005,A04,Scope 2,Electricity,867.35,MWh,0.3827,279.73,102811.9,7666313.49,0.92
E000660,202505,BU01,F01,S009,A06,Scope 3,Purchased goods and services,1593.9,USD thousand spend,0.547,1022.29,489509.5,7666313.49,0.91
E000661,202505,BU01,F01,S013,A06,Scope 3,Purchased goods and services,3672.31,USD thousand spend,0.4591,1976.45,2941212.67,7666313.49,0.79
E000662,202505,BU01,F01,S011,A09,Scope 3,Waste,1658.53,tonnes waste,0.5354,1041.16,1206799.46,7666313.49,0.9
E000663,202505,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,289.12,kiloliters,3.1511,859.03,28654.33,5972719.41,0.92
E000664,202505,BU02,F02,S015,A04,Scope 2,Electricity,411.57,MWh,0.491,170.3,35384.82,5972719.41,0.82
E000665,202505,BU02,F02,S018,A07,Scope 3,Transportation and distribution,354.48,ton-km thousand,0.1821,75.69,167563.54,5972719.41,0.84
E000666,202505,BU02,F02,S006,A07,Scope 3,Transportation and distribution,1636.45,ton-km thousand,0.1771,339.76,362792.7,5972719.41,0.97
E000667,202505,BU02,F02,S017,A09,Scope 3,Waste,928.7,tonnes waste,0.5256,718.2,350161.51,5972719.41,0.78
E000668,202505,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1467.81,kiloliters,3.2548,4504.58,231530.55,5632051.57,0.92
E000669,202505,BU02,F03,S015,A04,Scope 2,Electricity,1106.09,MWh,0.4144,386.22,148637.94,5632051.57,0.76
E000670,202505,BU02,F03,S011,A07,Scope 3,Transportation and distribution,1536.58,ton-km thousand,0.1912,344.37,447915.12,5632051.57,0.91
E000671,202505,BU02,F03,S010,A07,Scope 3,Transportation and distribution,992.36,ton-km thousand,0.1641,239.53,438261.7,5632051.57,0.94
E000672,202505,BU02,F03,S017,A09,Scope 3,Waste,460.44,tonnes waste,0.5855,396.63,91837.38,5632051.57,0.88
E000673,202505,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1934.47,MWh thermal,0.1763,321.58,238433.46,7256662.89,0.92
E000674,202505,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,159.66,kg refrigerant,1.1405,171.7,28891.67,7256662.89,0.73
E000675,202505,BU01,F04,S017,A04,Scope 2,Electricity,1230.4,MWh,0.4853,631.46,194224.5,7256662.89,0.78
E000676,202505,BU01,F04,S015,A06,Scope 3,Purchased goods and services,1639.21,USD thousand spend,0.5419,1041.42,439434.53,7256662.89,0.86
E000677,202505,BU01,F04,S020,A06,Scope 3,Purchased goods and services,3501.34,USD thousand spend,0.5918,1953.13,966548.28,7256662.89,0.8
E000678,202505,BU01,F04,S014,A09,Scope 3,Waste,886.16,tonnes waste,0.5657,737.57,295563.11,7256662.89,0.86
E000679,202505,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1291.42,kiloliters,2.6771,3259.83,112654.18,5782238.52,0.71
E000680,202505,BU02,F05,S005,A04,Scope 2,Electricity,336.95,MWh,0.4717,133.93,53318.78,5782238.52,0.97
E000681,202505,BU02,F05,S019,A07,Scope 3,Transportation and distribution,1320.68,ton-km thousand,0.1918,296.98,602801.94,5782238.52,0.75
E000682,202505,BU02,F05,S002,A07,Scope 3,Transportation and distribution,1016.92,ton-km thousand,0.1368,204.72,297908.9,5782238.52,0.94
E000683,202505,BU02,F05,S012,A09,Scope 3,Waste,1630.54,tonnes waste,0.4145,637.02,645610.65,5782238.52,0.75
E000684,202505,BU05,F06,S011,A04,Scope 2,Electricity,134.81,MWh,0.4003,45.48,15900.94,2207615.46,0.75
E000685,202505,BU05,F06,S005,A05,Scope 2,Purchased energy,546.41,MWh,0.2432,111.99,101533.81,2207615.46,0.75
E000686,202505,BU05,F06,S019,A08,Scope 3,Business travel,331.28,passenger-km thousand,0.1282,49.78,75372.25,2207615.46,0.84
E000687,202505,BU05,F06,S021,A09,Scope 3,Waste,400.95,tonnes waste,0.4467,210.01,132931.33,2207615.46,0.97
E000688,202505,BU04,F07,S001,A04,Scope 2,Electricity,1126.49,MWh,0.3924,372.54,93052.55,2838905.44,0.85
E000689,202505,BU04,F07,S023,A05,Scope 2,Purchased energy,518.71,MWh,0.1829,100.32,57137.55,2838905.44,0.82
E000690,202505,BU04,F07,S022,A06,Scope 3,Purchased goods and services,504.87,USD thousand spend,0.5165,305.71,146045.5,2838905.44,0.72
E000691,202505,BU04,F07,S002,A06,Scope 3,Purchased goods and services,1158.56,USD thousand spend,0.4706,802.12,612578.35,2838905.44,0.77
E000692,202505,BU04,F07,S017,A08,Scope 3,Business travel,480.61,passenger-km thousand,0.1274,90.12,212472.58,2838905.44,0.73
E000693,202505,BU04,F07,S006,A09,Scope 3,Waste,952.64,tonnes waste,0.4618,515.76,600702.23,2838905.44,0.94
E000694,202505,BU05,F08,S018,A04,Scope 2,Electricity,487.13,MWh,0.4899,201.1,58702.14,1900477.04,0.89
E000695,202505,BU05,F08,S013,A05,Scope 2,Purchased energy,380.75,MWh,0.2429,77.92,69757.97,1900477.04,0.97
E000696,202505,BU05,F08,S013,A08,Scope 3,Business travel,424.28,passenger-km thousand,0.141,70.12,160341.68,1900477.04,0.87
E000697,202505,BU05,F08,S019,A09,Scope 3,Waste,121.15,tonnes waste,0.5699,80.94,43479.68,1900477.04,0.75
E000698,202506,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,467.7,MWh thermal,0.1876,82.19,66718.81,6998068.08,0.77
E000699,202506,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,256.83,kg refrigerant,1.4715,353.95,22612.52,6998068.08,0.92
E000700,202506,BU01,F01,S005,A04,Scope 2,Electricity,1902.94,MWh,0.5478,872.55,141610.35,6998068.08,0.85
E000701,202506,BU01,F01,S009,A06,Scope 3,Purchased goods and services,2575.99,USD thousand spend,0.511,1532.91,1493812.06,6998068.08,0.82
E000702,202506,BU01,F01,S017,A06,Scope 3,Purchased goods and services,2094.31,USD thousand spend,0.5341,1634.89,389155.29,6998068.08,0.71
E000703,202506,BU01,F01,S017,A09,Scope 3,Waste,381.43,tonnes waste,0.4084,227.65,92583.16,6998068.08,0.72
E000704,202506,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1701.79,kiloliters,3.1787,5066.49,115721.65,5993991.26,0.95
E000705,202506,BU02,F02,S009,A04,Scope 2,Electricity,1787.03,MWh,0.4767,713.07,268583.11,5993991.26,0.98
E000706,202506,BU02,F02,S020,A07,Scope 3,Transportation and distribution,1586.39,ton-km thousand,0.1891,280.89,1252815.3,5993991.26,0.92
E000707,202506,BU02,F02,S018,A07,Scope 3,Transportation and distribution,1322.95,ton-km thousand,0.155,238.74,366965.25,5993991.26,0.8
E000708,202506,BU02,F02,S020,A09,Scope 3,Waste,1647.31,tonnes waste,0.5297,816.97,826594.81,5993991.26,0.74
E000709,202506,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1011.75,kiloliters,2.9392,2785.15,128216.17,5159824.23,0.75
E000710,202506,BU02,F03,S006,A04,Scope 2,Electricity,1795.27,MWh,0.444,667.18,167667.98,5159824.23,0.78
E000711,202506,BU02,F03,S008,A07,Scope 3,Transportation and distribution,1349.43,ton-km thousand,0.181,228.72,652323.25,5159824.23,0.95
E000712,202506,BU02,F03,S008,A07,Scope 3,Transportation and distribution,1600.36,ton-km thousand,0.162,242.73,603349.88,5159824.23,0.83
E000713,202506,BU02,F03,S015,A09,Scope 3,Waste,808.43,tonnes waste,0.4982,469.03,334626.27,5159824.23,0.71
E000714,202506,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1478.85,MWh thermal,0.1991,275.79,225622.03,6695405.18,0.82
E000715,202506,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,160.99,kg refrigerant,1.5507,233.82,12145.04,6695405.18,0.74
E000716,202506,BU01,F04,S020,A04,Scope 2,Electricity,544.08,MWh,0.5224,191.27,80575.73,6695405.18,0.93
E000717,202506,BU01,F04,S011,A06,Scope 3,Purchased goods and services,2338.95,USD thousand spend,0.5418,1475.93,1521981.8,6695405.18,0.85
E000718,202506,BU01,F04,S020,A06,Scope 3,Purchased goods and services,1995.0,USD thousand spend,0.4396,821.17,549049.98,6695405.18,0.9
E000719,202506,BU01,F04,S018,A09,Scope 3,Waste,2154.28,tonnes waste,0.4437,1113.3,544137.65,6695405.18,0.98
E000720,202506,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1480.76,kiloliters,2.8068,3892.66,213770.91,5042277.76,0.9
E000721,202506,BU02,F05,S023,A04,Scope 2,Electricity,1420.98,MWh,0.4869,726.76,140548.93,5042277.76,0.93
E000722,202506,BU02,F05,S010,A07,Scope 3,Transportation and distribution,629.39,ton-km thousand,0.1616,148.64,335902.65,5042277.76,0.77
E000723,202506,BU02,F05,S017,A07,Scope 3,Transportation and distribution,1255.6,ton-km thousand,0.1458,267.52,646228.47,5042277.76,0.73
E000724,202506,BU02,F05,S022,A09,Scope 3,Waste,1427.76,tonnes waste,0.4044,672.46,556043.57,5042277.76,0.76
E000725,202506,BU05,F06,S016,A04,Scope 2,Electricity,473.44,MWh,0.5481,272.57,31010.64,1947389.97,0.97
E000726,202506,BU05,F06,S014,A05,Scope 2,Purchased energy,220.74,MWh,0.2157,50.02,16752.74,1947389.97,0.86
E000727,202506,BU05,F06,S007,A08,Scope 3,Business travel,446.73,passenger-km thousand,0.1225,80.0,110401.81,1947389.97,0.73
E000728,202506,BU05,F06,S023,A09,Scope 3,Waste,470.58,tonnes waste,0.4938,339.63,214526.65,1947389.97,0.74
E000729,202506,BU04,F07,S017,A04,Scope 2,Electricity,1124.86,MWh,0.5188,613.02,182678.7,2729661.8,0.89
E000730,202506,BU04,F07,S013,A05,Scope 2,Purchased energy,1217.67,MWh,0.2492,253.97,121973.37,2729661.8,0.72
E000731,202506,BU04,F07,S017,A06,Scope 3,Purchased goods and services,627.99,USD thousand spend,0.6049,555.21,160858.11,2729661.8,0.78
E000732,202506,BU04,F07,S001,A06,Scope 3,Purchased goods and services,1362.99,USD thousand spend,0.5199,825.3,316274.91,2729661.8,0.96
E000733,202506,BU04,F07,S012,A08,Scope 3,Business travel,450.56,passenger-km thousand,0.1489,62.8,294601.79,2729661.8,0.95
E000734,202506,BU04,F07,S019,A09,Scope 3,Waste,437.9,tonnes waste,0.5399,275.33,184541.96,2729661.8,0.84
E000735,202506,BU05,F08,S001,A04,Scope 2,Electricity,116.61,MWh,0.4526,44.17,16334.64,1961735.02,0.83
E000736,202506,BU05,F08,S011,A05,Scope 2,Purchased energy,152.58,MWh,0.183,23.37,26783.22,1961735.02,0.72
E000737,202506,BU05,F08,S003,A08,Scope 3,Business travel,337.97,passenger-km thousand,0.1308,51.5,133329.41,1961735.02,0.83
E000738,202506,BU05,F08,S013,A09,Scope 3,Waste,142.07,tonnes waste,0.4967,82.18,33355.41,1961735.02,0.97
E000739,202507,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,327.28,MWh thermal,0.2163,65.86,57325.57,7605431.43,0.86
E000740,202507,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,209.1,kg refrigerant,1.2048,234.38,34989.42,7605431.43,0.76
E000741,202507,BU01,F01,S003,A04,Scope 2,Electricity,602.66,MWh,0.5195,260.33,64966.46,7605431.43,0.96
E000742,202507,BU01,F01,S001,A06,Scope 3,Purchased goods and services,2628.15,USD thousand spend,0.5774,1755.5,698567.59,7605431.43,0.76
E000743,202507,BU01,F01,S023,A06,Scope 3,Purchased goods and services,1319.57,USD thousand spend,0.5476,1048.84,396235.8,7605431.43,0.93
E000744,202507,BU01,F01,S019,A09,Scope 3,Waste,2086.9,tonnes waste,0.5306,1280.84,1089419.64,7605431.43,0.73
E000745,202507,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1485.06,kiloliters,2.9059,4014.68,147242.05,5505740.62,0.91
E000746,202507,BU02,F02,S003,A04,Scope 2,Electricity,418.56,MWh,0.519,180.61,35291.75,5505740.62,0.87
E000747,202507,BU02,F02,S020,A07,Scope 3,Transportation and distribution,841.51,ton-km thousand,0.1809,141.57,236295.5,5505740.62,0.81
E000748,202507,BU02,F02,S003,A07,Scope 3,Transportation and distribution,273.43,ton-km thousand,0.1369,43.29,75954.06,5505740.62,0.93
E000749,202507,BU02,F02,S021,A09,Scope 3,Waste,511.26,tonnes waste,0.4739,280.26,196892.02,5505740.62,0.9
E000750,202507,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1506.91,kiloliters,3.2483,4553.73,160684.2,4899067.1,0.77
E000751,202507,BU02,F03,S017,A04,Scope 2,Electricity,425.5,MWh,0.5463,242.51,60627.94,4899067.1,0.89
E000752,202507,BU02,F03,S006,A07,Scope 3,Transportation and distribution,1002.12,ton-km thousand,0.1517,175.81,271883.54,4899067.1,0.89
E000753,202507,BU02,F03,S024,A07,Scope 3,Transportation and distribution,1069.93,ton-km thousand,0.1523,151.5,375013.47,4899067.1,0.91
E000754,202507,BU02,F03,S018,A09,Scope 3,Waste,302.91,tonnes waste,0.4646,162.79,163855.96,4899067.1,0.93
E000755,202507,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1996.23,MWh thermal,0.1582,293.8,221181.37,6992762.57,0.7
E000756,202507,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,121.94,kg refrigerant,1.5869,180.02,19811.0,6992762.57,0.77
E000757,202507,BU01,F04,S017,A04,Scope 2,Electricity,336.32,MWh,0.5008,175.72,25234.29,6992762.57,0.72
E000758,202507,BU01,F04,S016,A06,Scope 3,Purchased goods and services,1058.77,USD thousand spend,0.5882,904.0,246344.76,6992762.57,0.97
E000759,202507,BU01,F04,S018,A06,Scope 3,Purchased goods and services,2665.31,USD thousand spend,0.4834,1490.38,1102930.31,6992762.57,0.89
E000760,202507,BU01,F04,S016,A09,Scope 3,Waste,688.71,tonnes waste,0.5084,508.26,160301.76,6992762.57,0.82
E000761,202507,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1252.77,kiloliters,2.5314,2950.2,169299.67,4875023.61,0.86
E000762,202507,BU02,F05,S003,A04,Scope 2,Electricity,1433.32,MWh,0.5304,632.07,229664.4,4875023.61,0.93
E000763,202507,BU02,F05,S016,A07,Scope 3,Transportation and distribution,1430.92,ton-km thousand,0.1826,379.34,354817.96,4875023.61,0.7
E000764,202507,BU02,F05,S014,A07,Scope 3,Transportation and distribution,419.24,ton-km thousand,0.1802,109.65,78106.71,4875023.61,0.84
E000765,202507,BU02,F05,S013,A09,Scope 3,Waste,882.43,tonnes waste,0.4698,479.58,435628.9,4875023.61,0.75
E000766,202507,BU05,F06,S011,A04,Scope 2,Electricity,544.29,MWh,0.4156,188.06,94268.77,2013260.6,0.77
E000767,202507,BU05,F06,S011,A05,Scope 2,Purchased energy,367.43,MWh,0.2539,77.55,56913.84,2013260.6,0.77
E000768,202507,BU05,F06,S021,A08,Scope 3,Business travel,412.12,passenger-km thousand,0.1203,57.33,222909.06,2013260.6,0.92
E000769,202507,BU05,F06,S010,A09,Scope 3,Waste,290.45,tonnes waste,0.5638,237.72,137488.76,2013260.6,0.91
E000770,202507,BU04,F07,S014,A04,Scope 2,Electricity,838.43,MWh,0.4975,435.24,138486.33,2993810.45,0.78
E000771,202507,BU04,F07,S024,A05,Scope 2,Purchased energy,1185.88,MWh,0.2379,188.57,122675.09,2993810.45,0.72
E000772,202507,BU04,F07,S001,A06,Scope 3,Purchased goods and services,698.85,USD thousand spend,0.6133,495.83,535742.41,2993810.45,0.8
E000773,202507,BU04,F07,S022,A06,Scope 3,Purchased goods and services,954.3,USD thousand spend,0.5353,590.94,360327.16,2993810.45,0.84
E000774,202507,BU04,F07,S003,A08,Scope 3,Business travel,1054.23,passenger-km thousand,0.1169,142.55,447598.21,2993810.45,0.87
E000775,202507,BU04,F07,S021,A09,Scope 3,Waste,1066.25,tonnes waste,0.5697,702.7,169140.71,2993810.45,0.75
E000776,202507,BU05,F08,S012,A04,Scope 2,Electricity,378.31,MWh,0.506,127.94,46531.36,2062702.63,0.94
E000777,202507,BU05,F08,S014,A05,Scope 2,Purchased energy,338.81,MWh,0.2414,85.32,28348.39,2062702.63,0.79
E000778,202507,BU05,F08,S018,A08,Scope 3,Business travel,521.25,passenger-km thousand,0.1547,93.27,127350.81,2062702.63,0.91
E000779,202507,BU05,F08,S017,A09,Scope 3,Waste,532.18,tonnes waste,0.4544,351.07,387604.23,2062702.63,0.87
E000780,202508,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,2009.31,MWh thermal,0.1774,329.3,269246.7,7724379.65,0.78
E000781,202508,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,61.07,kg refrigerant,1.1526,65.03,11508.66,7724379.65,0.82
E000782,202508,BU01,F01,S007,A04,Scope 2,Electricity,440.93,MWh,0.4893,223.56,38246.88,7724379.65,0.93
E000783,202508,BU01,F01,S008,A06,Scope 3,Purchased goods and services,622.22,USD thousand spend,0.6163,354.17,216597.17,7724379.65,0.81
E000784,202508,BU01,F01,S006,A06,Scope 3,Purchased goods and services,1805.47,USD thousand spend,0.5524,1145.84,677848.03,7724379.65,0.9
E000785,202508,BU01,F01,S004,A09,Scope 3,Waste,1306.66,tonnes waste,0.439,529.8,817119.68,7724379.65,0.76
E000786,202508,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,1268.13,kiloliters,2.6168,3066.24,123118.27,5853523.27,0.88
E000787,202508,BU02,F02,S015,A04,Scope 2,Electricity,274.17,MWh,0.4833,109.43,29307.38,5853523.27,0.77
E000788,202508,BU02,F02,S009,A07,Scope 3,Transportation and distribution,1357.01,ton-km thousand,0.163,254.13,530008.78,5853523.27,0.95
E000789,202508,BU02,F02,S021,A07,Scope 3,Transportation and distribution,674.55,ton-km thousand,0.1849,143.3,167861.52,5853523.27,0.81
E000790,202508,BU02,F02,S023,A09,Scope 3,Waste,263.87,tonnes waste,0.5407,205.71,104749.01,5853523.27,0.75
E000791,202508,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,545.05,kiloliters,3.2089,1616.09,71411.62,5568937.48,0.95
E000792,202508,BU02,F03,S004,A04,Scope 2,Electricity,1360.4,MWh,0.4743,428.32,225823.68,5568937.48,0.74
E000793,202508,BU02,F03,S016,A07,Scope 3,Transportation and distribution,475.18,ton-km thousand,0.1692,115.89,159460.68,5568937.48,0.93
E000794,202508,BU02,F03,S019,A07,Scope 3,Transportation and distribution,1134.04,ton-km thousand,0.1763,229.71,429467.1,5568937.48,0.87
E000795,202508,BU02,F03,S019,A09,Scope 3,Waste,1292.26,tonnes waste,0.4308,639.54,581149.04,5568937.48,0.93
E000796,202508,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,612.82,MWh thermal,0.1772,100.34,59756.89,7024493.87,0.85
E000797,202508,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,46.77,kg refrigerant,1.4107,60.96,7158.91,7024493.87,0.93
E000798,202508,BU01,F04,S016,A04,Scope 2,Electricity,770.88,MWh,0.5388,430.42,55325.86,7024493.87,0.86
E000799,202508,BU01,F04,S014,A06,Scope 3,Purchased goods and services,3406.11,USD thousand spend,0.5213,2560.05,641736.68,7024493.87,0.74
E000800,202508,BU01,F04,S015,A06,Scope 3,Purchased goods and services,3468.13,USD thousand spend,0.5275,2102.08,816150.34,7024493.87,0.97
E000801,202508,BU01,F04,S006,A09,Scope 3,Waste,1394.57,tonnes waste,0.4323,692.67,624112.75,7024493.87,0.98
E000802,202508,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1462.96,kiloliters,3.1894,4311.31,218947.17,5648355.21,0.74
E000803,202508,BU02,F05,S022,A04,Scope 2,Electricity,273.54,MWh,0.4491,101.44,45527.2,5648355.21,0.76
E000804,202508,BU02,F05,S024,A07,Scope 3,Transportation and distribution,1264.83,ton-km thousand,0.1486,173.57,747787.63,5648355.21,0.91
E000805,202508,BU02,F05,S010,A07,Scope 3,Transportation and distribution,722.23,ton-km thousand,0.1773,184.58,166104.59,5648355.21,0.98
E000806,202508,BU02,F05,S018,A09,Scope 3,Waste,351.61,tonnes waste,0.4086,165.07,257280.8,5648355.21,0.79
E000807,202508,BU05,F06,S005,A04,Scope 2,Electricity,138.31,MWh,0.5407,61.76,15358.04,1934695.3,0.88
E000808,202508,BU05,F06,S020,A05,Scope 2,Purchased energy,180.16,MWh,0.1854,22.18,17888.83,1934695.3,0.83
E000809,202508,BU05,F06,S015,A08,Scope 3,Business travel,282.06,passenger-km thousand,0.1403,45.48,58585.54,1934695.3,0.82
E000810,202508,BU05,F06,S003,A09,Scope 3,Waste,468.87,tonnes waste,0.54,290.91,260907.22,1934695.3,0.84
E000811,202508,BU04,F07,S016,A04,Scope 2,Electricity,822.9,MWh,0.5143,438.57,85343.75,2725488.61,0.9
