AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL004586,T0024880,20250721,20250723,C0172,R008,COR003,CH001,PR004,12000.0,81,High,Closed False Positive,Y,N,N,,20250803.0,277.0
AL004587,T0024885,20260310,20260310,C0001,R002,COR011,CH007,PR002,4144.79,83,High,SAR Filed,N,Y,Y,CA004587,20260313.0,74.0
AL004588,T0024891,20251128,20251130,C0141,R002,COR003,CH005,PR004,38000.0,86,High,New,Y,N,N,,,
AL004589,T0024896,20260530,20260530,C0050,R007,COR005,CH002,PR007,248694.37,88,Critical,SAR Filed,N,Y,Y,CA004589,20260601.0,51.0
AL004590,T0024906,20250528,20250528,C0081,R008,COR002,CH006,PR008,282979.64,91,Critical,SAR Filed,N,Y,Y,CA004590,20250602.0,124.0
AL004591,T0024907,20260527,20260529,C0076,R008,COR011,CH001,PR005,31618.77,95,Critical,SAR Filed,N,Y,Y,CA004591,20260606.0,198.0
AL004592,T0024908,20250819,20250819,C0109,R001,COR009,CH006,PR004,214493.43,76,High,Closed True Positive,N,Y,N,,20250827.0,194.0
AL004593,T0024914,20250817,20250819,C0145,R007,COR010,CH005,PR004,31947.0,93,Critical,SAR Filed,N,Y,Y,CA004593,20250829.0,249.0
AL004594,T0024921,20250518,20250520,C0076,R010,COR004,CH005,PR003,12786.7,86,High,SAR Filed,N,Y,Y,CA004594,20250521.0,39.0
AL004595,T0024925,20251228,20251230,C0156,R003,COR011,CH003,PR007,673.3,70,Medium,In Review,Y,N,N,,,
AL004596,T0024928,20250505,20250507,C0101,R007,COR008,CH008,PR007,171000.0,96,Critical,SAR Filed,N,Y,Y,CA004596,20250513.0,157.0
AL004597,T0024940,20250119,20250119,C0028,R004,COR010,CH004,PR002,210888.4,98,Critical,SAR Filed,N,Y,Y,CA004597,20250201.0,319.0
AL004598,T0024944,20250519,20250519,C0014,R005,COR007,CH005,PR007,30677.84,99,Critical,SAR Filed,N,Y,Y,CA004598,20250530.0,277.0
AL004599,T0024948,20250424,20250425,C0032,R003,COR007,CH003,PR008,7982.03,98,Critical,SAR Filed,N,Y,Y,CA004599,20250507.0,293.0
AL004600,T0024950,20260424,20260425,C0134,R002,COR005,CH008,PR006,11000.0,89,Critical,Escalated,N,Y,Y,CA004600,,
AL004601,T0024957,20250719,20250719,C0110,R007,COR004,CH003,PR004,3022.77,72,Medium,In Review,N,Y,N,,,
AL004602,T0024958,20260314,20260314,C0085,R006,COR011,CH008,PR007,19841.36,99,Critical,SAR Filed,N,Y,Y,CA004602,20260319.0,123.0
AL004603,T0024962,20251029,20251030,C0003,R002,COR005,CH006,PR005,267638.68,99,Critical,SAR Filed,N,Y,Y,CA004603,20251112.0,327.0
AL004604,T0024967,20250602,20250604,C0161,R002,COR009,CH006,PR008,73028.92,99,Critical,Escalated,N,Y,Y,CA004604,,
AL004605,T0024972,20250509,20250509,C0162,R010,COR008,CH001,PR003,3503.18,71,Medium,Closed True Positive,N,Y,N,,20250522.0,326.0
AL004606,T0024987,20260314,20260316,C0126,R005,COR011,CH005,PR002,16767.57,84,High,SAR Filed,N,Y,Y,CA004606,20260321.0,126.0
AL004607,T0024994,20251201,20251201,C0175,R007,COR004,CH008,PR001,425678.26,90,Critical,Closed True Positive,Y,N,Y,CA004607,20251209.0,197.0
AL004608,T0024998,20260129,20260129,C0038,R005,COR010,CH005,PR004,9675.38,74,High,SAR Filed,N,Y,Y,CA004608,20260211.0,321.0
AL004609,T0025002,20260508,20260510,C0028,R010,COR010,CH008,PR008,274188.23,99,Critical,SAR Filed,N,Y,Y,CA004609,20260525.0,364.0
AL004610,T0025006,20260216,20260217,C0031,R002,COR008,CH007,PR004,110000.0,77,High,Closed True Positive,N,Y,N,,20260221.0,111.0
AL004611,T0025009,20250505,20250507,C0115,R001,COR012,CH007,PR003,3605.39,69,Medium,Closed False Positive,Y,N,N,,20250515.0,205.0
AL004612,T0025011,20260428,20260430,C0139,R003,COR005,CH001,PR005,6873.78,79,High,Closed False Positive,Y,N,N,,20260515.0,361.0
AL004613,T0025013,20250809,20250810,C0150,R009,COR009,CH008,PR004,33573.24,92,Critical,Escalated,Y,N,Y,CA004613,,
AL004614,T0025016,20260424,20260426,C0022,R004,COR006,CH005,PR002,1875.45,72,Medium,In Review,N,Y,N,,,
AL004615,T0025035,20250422,20250422,C0031,R005,COR012,CH005,PR003,74863.91,93,Critical,Closed True Positive,Y,N,Y,CA004615,20250425.0,81.0
AL004616,T0025043,20260323,20260325,C0082,R001,COR012,CH006,PR001,4313.15,76,High,Closed False Positive,Y,N,N,,20260405.0,269.0
AL004617,T0025049,20250721,20250721,C0094,R008,COR011,CH008,PR002,60278.24,90,Critical,SAR Filed,N,Y,Y,CA004617,20250803.0,315.0
AL004618,T0025051,20251231,20251231,C0117,R009,COR009,CH006,PR004,39001.13,72,Medium,New,Y,N,N,,,
AL004619,T0025057,20250323,20250323,C0126,R007,COR011,CH008,PR005,80642.03,99,Critical,SAR Filed,N,Y,Y,CA004619,20250324.0,31.0
AL004620,T0025063,20250503,20250503,C0126,R006,COR008,CH004,PR007,36092.31,94,Critical,SAR Filed,N,Y,Y,CA004620,20250518.0,367.0
AL004621,T0025084,20260129,20260130,C0073,R001,COR012,CH003,PR003,4589.57,82,High,Escalated,N,Y,Y,CA004621,,
AL004622,T0025086,20250602,20250604,C0097,R008,COR010,CH004,PR007,54000.0,69,Medium,In Review,Y,N,N,,,
AL004623,T0025092,20260319,20260320,C0113,R001,COR007,CH008,PR005,35715.26,78,High,In Review,Y,N,N,,,
AL004624,T0025106,20260501,20260501,C0153,R003,COR010,CH003,PR008,42522.58,79,High,SAR Filed,N,Y,Y,CA004624,20260506.0,122.0
AL004625,T0025110,20250224,20250226,C0092,R008,COR007,CH003,PR003,9103.88,83,High,SAR Filed,N,Y,Y,CA004625,20250307.0,229.0
AL004626,T0025115,20250330,20250401,C0159,R005,COR007,CH005,PR003,62478.27,70,Medium,In Review,N,Y,N,,,
AL004627,T0025116,20251101,20251102,C0095,R009,COR011,CH005,PR007,330799.94,99,Critical,SAR Filed,N,Y,Y,CA004627,20251117.0,368.0
AL004628,T0025118,20260228,20260301,C0127,R009,COR009,CH002,PR008,42740.14,90,Critical,SAR Filed,N,Y,Y,CA004628,20260312.0,275.0
AL004629,T0025120,20250911,20250911,C0065,R009,COR003,CH005,PR007,6801.64,97,Critical,Escalated,N,Y,Y,CA004629,,
AL004630,T0025122,20250413,20250414,C0146,R008,COR007,CH003,PR005,26677.19,69,Medium,Closed False Positive,Y,N,N,,20250428.0,342.0
AL004631,T0025123,20250413,20250415,C0140,R001,COR003,CH004,PR006,169202.03,89,Critical,SAR Filed,N,Y,Y,CA004631,20250427.0,293.0
AL004632,T0025133,20260321,20260323,C0148,R001,COR001,CH006,PR004,34064.74,83,High,Escalated,N,Y,Y,CA004632,,
AL004633,T0025144,20260309,20260309,C0101,R002,COR011,CH006,PR006,16554.19,88,Critical,Escalated,Y,N,Y,CA004633,,
AL004634,T0025147,20250918,20250920,C0062,R006,COR010,CH001,PR006,10286.59,59,Medium,In Review,N,Y,N,,,
AL004635,T0025151,20250426,20250427,C0093,R001,COR001,CH008,PR007,29586.54,63,Medium,In Review,Y,N,N,,,
AL004636,T0025155,20250311,20250311,C0023,R008,COR004,CH006,PR008,25252.92,95,Critical,Escalated,Y,N,Y,CA004636,,
AL004637,T0025164,20260317,20260319,C0053,R004,COR003,CH005,PR007,11723.12,85,High,SAR Filed,N,Y,Y,CA004637,20260402.0,341.0
AL004638,T0025166,20260428,20260430,C0041,R010,COR006,CH002,PR008,32440.73,84,High,Closed False Positive,Y,N,N,,20260509.0,219.0
AL004639,T0025168,20251116,20251118,C0176,R009,COR004,CH008,PR002,11000.0,77,High,In Review,Y,N,N,,,
AL004640,T0025180,20250119,20250120,C0017,R010,COR002,CH008,PR002,108057.37,82,High,Closed True Positive,N,Y,N,,20250124.0,100.0
AL004641,T0025182,20250623,20250625,C0035,R003,COR008,CH004,PR007,3454.43,64,Medium,In Review,Y,N,N,,,
AL004642,T0025186,20260423,20260423,C0179,R008,COR004,CH002,PR006,19948.8,90,Critical,SAR Filed,N,Y,Y,CA004642,20260502.0,231.0
AL004643,T0025190,20250704,20250704,C0029,R002,COR002,CH002,PR001,8000.0,63,Medium,Escalated,N,Y,Y,CA004643,,
AL004644,T0025198,20250205,20250205,C0169,R003,COR003,CH002,PR007,51445.0,75,High,Closed True Positive,N,Y,N,,20250206.0,37.0
AL004645,T0025204,20250428,20250429,C0139,R008,COR012,CH002,PR001,6832.73,79,High,Closed True Positive,N,Y,N,,20250430.0,34.0
AL004646,T0025208,20260313,20260313,C0047,R003,COR011,CH005,PR002,95351.57,97,Critical,SAR Filed,N,Y,Y,CA004646,20260315.0,56.0
AL004647,T0025214,20251227,20251229,C0044,R008,COR011,CH002,PR003,310921.5,93,Critical,SAR Filed,N,Y,Y,CA004647,20260102.0,111.0
AL004648,T0025221,20251121,20251123,C0029,R009,COR008,CH003,PR003,21000.0,77,High,Closed False Positive,Y,N,N,,20251124.0,28.0
AL004649,T0025226,20250811,20250813,C0144,R006,COR011,CH002,PR001,8983.09,76,High,Closed True Positive,N,Y,N,,20250826.0,326.0
AL004650,T0025238,20250204,20250206,C0040,R001,COR003,CH003,PR004,2358.97,73,Medium,In Review,Y,N,N,,,
AL004651,T0025255,20250918,20250919,C0004,R007,COR008,CH005,PR005,5668.15,86,High,Closed False Positive,Y,N,N,,20250929.0,255.0
AL004652,T0025257,20250920,20250922,C0051,R002,COR001,CH007,PR005,14000.0,70,Medium,In Review,N,Y,Y,CA004652,,
AL004653,T0025264,20250331,20250402,C0126,R001,COR012,CH002,PR001,353272.39,71,Medium,Closed False Positive,Y,N,N,,20250416.0,337.0
AL004654,T0025269,20251112,20251114,C0053,R005,COR011,CH002,PR007,4273.17,78,High,Closed True Positive,N,Y,N,,20251119.0,134.0
AL004655,T0025280,20250816,20250817,C0084,R005,COR008,CH007,PR004,6499.79,63,Medium,In Review,N,Y,Y,CA004655,,
AL004656,T0025283,20250915,20250915,C0131,R005,COR007,CH001,PR002,89413.5,74,High,Closed False Positive,Y,N,N,,20250926.0,270.0
AL004657,T0025286,20260515,20260515,C0031,R001,COR009,CH003,PR006,13482.94,76,High,Closed True Positive,N,Y,N,,20260517.0,52.0
AL004658,T0025288,20250820,20250821,C0008,R003,COR011,CH001,PR008,287351.58,78,High,In Review,N,Y,N,,,
AL004659,T0025290,20250403,20250404,C0044,R001,COR004,CH002,PR001,126708.61,98,Critical,SAR Filed,N,Y,Y,CA004659,20250412.0,194.0
AL004660,T0025291,20250428,20250428,C0014,R002,COR011,CH004,PR001,12384.81,88,Critical,Escalated,Y,N,Y,CA004660,,
AL004661,T0025303,20250616,20250617,C0057,R003,COR011,CH005,PR001,41279.67,85,High,SAR Filed,N,Y,Y,CA004661,20250630.0,324.0
AL004662,T0025308,20250215,20250216,C0102,R006,COR001,CH008,PR003,9347.45,91,Critical,SAR Filed,N,Y,Y,CA004662,20250302.0,338.0
AL004663,T0025311,20260328,20260328,C0001,R006,COR002,CH003,PR008,20148.33,84,High,Closed False Positive,Y,N,N,,20260403.0,151.0
AL004664,T0025331,20260322,20260324,C0042,R007,COR012,CH004,PR001,7845.91,97,Critical,Closed True Positive,Y,N,Y,CA004664,20260403.0,244.0
AL004665,T0025337,20260106,20260106,C0101,R002,COR006,CH008,PR002,7766.91,99,Critical,SAR Filed,N,Y,Y,CA004665,20260108.0,63.0
AL004666,T0025349,20260104,20260104,C0101,R004,COR011,CH005,PR005,45278.93,99,Critical,SAR Filed,N,Y,Y,CA004666,20260113.0,221.0
AL004667,T0025352,20251006,20251006,C0060,R003,COR008,CH004,PR005,48273.93,90,Critical,Escalated,N,Y,Y,CA004667,,
AL004668,T0025353,20260429,20260430,C0098,R009,COR011,CH008,PR003,40201.07,95,Critical,Escalated,Y,N,Y,CA004668,,
AL004669,T0025359,20250625,20250625,C0133,R003,COR008,CH006,PR003,44366.38,91,Critical,In Review,Y,N,Y,CA004669,,
AL004670,T0025366,20260304,20260304,C0178,R004,COR007,CH008,PR002,7774.14,80,High,Escalated,N,Y,Y,CA004670,,
AL004671,T0025367,20250406,20250408,C0139,R005,COR012,CH005,PR007,17789.01,87,High,Closed False Positive,Y,N,N,,20250419.0,267.0
AL004672,T0025369,20260325,20260325,C0092,R003,COR007,CH005,PR003,7522.18,77,High,Closed False Positive,Y,N,N,,20260326.0,26.0
AL004673,T0025370,20251108,20251109,C0071,R001,COR007,CH004,PR004,3746.83,75,High,In Review,Y,N,N,,,
AL004674,T0025376,20250527,20250527,C0057,R001,COR005,CH001,PR008,5068.04,65,Medium,Closed False Positive,Y,N,N,,20250607.0,273.0
AL004675,T0025382,20250718,20250719,C0040,R009,COR007,CH008,PR005,41501.76,88,Critical,SAR Filed,N,Y,Y,CA004675,20250729.0,251.0
AL004676,T0025387,20251217,20251219,C0130,R002,COR005,CH008,PR008,18442.17,62,Medium,Closed False Positive,Y,N,N,,20260103.0,369.0
AL004677,T0025400,20250607,20250608,C0018,R010,COR011,CH001,PR002,4276.68,68,Medium,In Review,N,Y,Y,CA004677,,
AL004678,T0025409,20250902,20250904,C0075,R001,COR005,CH002,PR006,7199.83,83,High,New,Y,N,N,,,
AL004679,T0025417,20250918,20250918,C0158,R007,COR008,CH004,PR007,218000.0,94,Critical,SAR Filed,N,Y,Y,CA004679,20250923.0,128.0
AL004680,T0025419,20250818,20250818,C0164,R002,COR010,CH006,PR002,111335.02,83,High,In Review,N,Y,N,,,
AL004681,T0025420,20250130,20250131,C0143,R005,COR006,CH005,PR003,64672.16,81,High,Closed False Positive,Y,N,N,,20250204.0,110.0
AL004682,T0025437,20250906,20250907,C0002,R004,COR010,CH004,PR007,9395.88,64,Medium,In Review,Y,N,N,,,
AL004683,T0025439,20260205,20260205,C0119,R001,COR012,CH006,PR002,4261.71,94,Critical,SAR Filed,N,Y,Y,CA004683,20260208.0,84.0
AL004684,T0025457,20250107,20250108,C0051,R005,COR008,CH004,PR003,3949.85,87,High,In Review,Y,N,N,,,
AL004685,T0025466,20250909,20250911,C0144,R010,COR005,CH004,PR003,16630.6,79,High,Escalated,N,Y,Y,CA004685,,
AL004686,T0025468,20250811,20250812,C0178,R003,COR001,CH006,PR008,9000.0,82,High,In Review,Y,N,N,,,
AL004687,T0025471,20250604,20250605,C0081,R010,COR012,CH001,PR003,54602.24,81,High,SAR Filed,N,Y,Y,CA004687,20250612.0,178.0
AL004688,T0025472,20260418,20260419,C0064,R001,COR012,CH007,PR001,26108.83,93,Critical,SAR Filed,N,Y,Y,CA004688,20260502.0,313.0
AL004689,T0025488,20260109,20260109,C0007,R008,COR012,CH003,PR006,128541.65,89,Critical,Escalated,Y,N,Y,CA004689,,
AL004690,T0025496,20260528,20260530,C0001,R010,COR008,CH007,PR008,6771.56,65,Medium,Escalated,N,Y,Y,CA004690,,
AL004691,T0025498,20260419,20260419,C0105,R001,COR009,CH006,PR002,65942.31,85,High,In Review,Y,N,N,,,
AL004692,T0025499,20260215,20260215,C0091,R007,COR005,CH008,PR008,15000.0,72,Medium,Closed False Positive,Y,N,N,,20260216.0,31.0
AL004693,T0025505,20260111,20260111,C0118,R005,COR008,CH003,PR007,58086.09,86,High,SAR Filed,N,Y,Y,CA004693,20260120.0,221.0
AL004694,T0025508,20250605,20250606,C0161,R004,COR009,CH003,PR001,45000.0,81,High,Closed False Positive,Y,N,N,,20250612.0,153.0
AL004695,T0025514,20260310,20260310,C0137,R004,COR009,CH005,PR006,7277.47,69,Medium,Closed False Positive,Y,N,N,,20260319.0,218.0
AL004696,T0025528,20260526,20260527,C0109,R010,COR009,CH006,PR005,30000.0,76,High,Closed True Positive,N,Y,Y,CA004696,20260610.0,337.0
AL004697,T0025539,20250202,20250203,C0023,R010,COR003,CH001,PR007,3535.77,77,High,Closed True Positive,N,Y,Y,CA004697,20250206.0,80.0
AL004698,T0025541,20260205,20260206,C0175,R008,COR012,CH004,PR007,22884.42,88,Critical,SAR Filed,N,Y,Y,CA004698,20260220.0,343.0
AL004699,T0025543,20260114,20260114,C0004,R007,COR012,CH006,PR003,2119.48,77,High,Closed False Positive,Y,N,N,,20260117.0,78.0
AL004700,T0025544,20260418,20260418,C0086,R001,COR002,CH005,PR008,3464.55,80,High,SAR Filed,N,Y,Y,CA004700,20260428.0,242.0
AL004701,T0025545,20251219,20251221,C0101,R007,COR008,CH002,PR002,196029.62,79,High,Closed False Positive,Y,N,N,,20260103.0,324.0
AL004702,T0025555,20250609,20250611,C0112,R001,COR001,CH001,PR003,62186.72,81,High,Closed False Positive,Y,N,N,,20250622.0,273.0
AL004703,T0025556,20250503,20250503,C0060,R005,COR004,CH005,PR005,51135.02,87,High,Closed False Positive,Y,N,N,,20250512.0,230.0
AL004704,T0025566,20260426,20260427,C0057,R001,COR006,CH004,PR001,13932.11,81,High,In Review,Y,N,N,,,
AL004705,T0025570,20250914,20250914,C0069,R008,COR001,CH001,PR003,1989.36,71,Medium,In Review,N,Y,N,,,
AL004706,T0025571,20260215,20260215,C0069,R007,COR001,CH001,PR007,8608.87,63,Medium,Closed True Positive,N,Y,N,,20260228.0,326.0
AL004707,T0025574,20250318,20250320,C0141,R001,COR004,CH008,PR001,8283.02,85,High,In Review,N,Y,N,,,
AL004708,T0025579,20260311,20260311,C0008,R003,COR011,CH005,PR008,48000.0,79,High,Escalated,N,Y,Y,CA004708,,
AL004709,T0025582,20260427,20260428,C0107,R009,COR006,CH008,PR008,78158.95,97,Critical,SAR Filed,N,Y,Y,CA004709,20260501.0,85.0
AL004710,T0025587,20250121,20250123,C0134,R004,COR011,CH006,PR007,24915.9,86,High,SAR Filed,N,Y,Y,CA004710,20250204.0,298.0
AL004711,T0025589,20260528,20260530,C0134,R009,COR003,CH006,PR006,55797.71,87,High,SAR Filed,N,Y,Y,CA004711,20260602.0,74.0
AL004712,T0025591,20250209,20250210,C0043,R001,COR007,CH003,PR007,22924.2,62,Medium,In Review,N,Y,N,,,
AL004713,T0025593,20250129,20250130,C0168,R002,COR009,CH002,PR008,2390.05,67,Medium,Closed True Positive,N,Y,N,,20250204.0,129.0
AL004714,T0025594,20251109,20251110,C0154,R009,COR012,CH008,PR006,163390.86,80,High,Closed False Positive,Y,N,N,,20251113.0,78.0
AL004715,T0025596,20250818,20250819,C0147,R010,COR005,CH002,PR005,141011.59,77,High,Closed False Positive,Y,N,N,,20250902.0,349.0
AL004716,T0025601,20250413,20250415,C0110,R002,COR002,CH005,PR005,19573.08,90,Critical,SAR Filed,N,Y,Y,CA004716,20250428.0,317.0
AL004717,T0025615,20250306,20250306,C0050,R006,COR002,CH008,PR001,238862.05,97,Critical,Escalated,Y,N,Y,CA004717,,
AL004718,T0025622,20250407,20250409,C0143,R004,COR010,CH006,PR004,61430.06,74,High,Closed False Positive,Y,N,N,,20250410.0,30.0
AL004719,T0025624,20251208,20251208,C0164,R006,COR001,CH008,PR005,16821.67,81,High,SAR Filed,N,Y,Y,CA004719,20251217.0,219.0
AL004720,T0025634,20250909,20250909,C0110,R002,COR011,CH003,PR007,11250.52,87,High,Closed False Positive,Y,N,N,,20250917.0,199.0
AL004721,T0025635,20260428,20260428,C0156,R001,COR002,CH004,PR008,1228.46,74,High,In Review,N,Y,N,,,
AL004722,T0025643,20251016,20251017,C0101,R004,COR004,CH004,PR003,33992.36,80,High,SAR Filed,N,Y,Y,CA004722,20251101.0,373.0
AL004723,T0025646,20260324,20260326,C0019,R001,COR003,CH002,PR008,94550.22,89,Critical,SAR Filed,N,Y,Y,CA004723,20260401.0,148.0
AL004724,T0025648,20260529,20260530,C0086,R005,COR003,CH005,PR008,5509.11,74,High,In Review,N,Y,Y,CA004724,,
AL004725,T0025658,20250919,20250920,C0177,R003,COR002,CH001,PR001,5119.0,76,High,In Review,N,Y,N,,,
AL004726,T0025659,20260206,20260206,C0153,R003,COR005,CH004,PR007,42000.0,82,High,SAR Filed,N,Y,Y,CA004726,20260208.0,54.0
AL004727,T0025661,20260126,20260127,C0023,R010,COR012,CH004,PR006,5108.63,75,High,Closed True Positive,N,Y,N,,20260130.0,78.0
AL004728,T0025670,20260304,20260305,C0111,R002,COR007,CH002,PR008,219515.69,92,Critical,Escalated,N,Y,Y,CA004728,,
AL004729,T0025671,20251207,20251209,C0129,R002,COR008,CH003,PR008,46677.26,75,High,New,Y,N,N,,,
AL004730,T0025674,20251103,20251105,C0005,R009,COR011,CH008,PR002,86616.37,83,High,SAR Filed,N,Y,Y,CA004730,20251115.0,246.0
AL004731,T0025690,20260427,20260427,C0035,R003,COR002,CH001,PR007,4909.34,66,Medium,Closed False Positive,Y,N,N,,20260504.0,172.0
AL004732,T0025691,20260516,20260518,C0065,R009,COR010,CH004,PR005,15969.4,96,Critical,Escalated,N,Y,Y,CA004732,,
AL004733,T0025699,20251023,20251025,C0139,R002,COR011,CH007,PR006,10068.03,99,Critical,SAR Filed,N,Y,Y,CA004733,20251026.0,38.0
AL004734,T0025712,20260404,20260406,C0105,R003,COR003,CH005,PR004,5723.84,84,High,Closed False Positive,Y,N,N,,20260419.0,318.0
AL004735,T0025713,20251014,20251016,C0132,R001,COR008,CH001,PR008,12134.67,80,High,Closed True Positive,N,Y,N,,20251026.0,251.0
AL004736,T0025726,20250712,20250713,C0005,R005,COR012,CH005,PR005,10148.34,72,Medium,SAR Filed,N,Y,Y,CA004736,20250717.0,106.0
AL004737,T0025727,20260531,20260531,C0069,R001,COR008,CH008,PR008,52412.86,86,High,Escalated,N,Y,Y,CA004737,,
AL004738,T0025733,20260409,20260409,C0085,R005,COR005,CH005,PR002,16000.0,93,Critical,Escalated,N,Y,Y,CA004738,,
AL004739,T0025738,20250228,20250302,C0127,R005,COR003,CH006,PR003,29000.0,99,Critical,SAR Filed,N,Y,Y,CA004739,20250310.0,203.0
AL004740,T0025745,20260216,20260218,C0062,R001,COR005,CH006,PR007,4578.54,73,Medium,In Review,N,Y,N,,,
AL004741,T0025751,20250327,20250327,C0082,R001,COR010,CH004,PR003,4555.43,80,High,Closed True Positive,N,Y,N,,20250404.0,207.0
AL004742,T0025752,20260525,20260527,C0020,R001,COR005,CH004,PR007,83000.0,87,High,Closed True Positive,N,Y,N,,20260606.0,253.0
AL004743,T0025756,20260505,20260505,C0110,R010,COR005,CH008,PR004,33570.81,88,Critical,Escalated,Y,N,Y,CA004743,,
AL004744,T0025758,20260501,20260501,C0156,R008,COR004,CH005,PR005,1928.12,68,Medium,Closed True Positive,N,Y,Y,CA004744,20260516.0,363.0
AL004745,T0025762,20251230,20251230,C0154,R008,COR009,CH008,PR008,57447.43,87,High,SAR Filed,N,Y,Y,CA004745,20260105.0,151.0
AL004746,T0025764,20260306,20260308,C0098,R001,COR002,CH004,PR006,19888.51,83,High,Closed False Positive,Y,N,N,,20260319.0,277.0
AL004747,T0025784,20251201,20251203,C0153,R009,COR007,CH004,PR005,103000.0,74,High,Escalated,N,Y,Y,CA004747,,
AL004748,T0025785,20250412,20250412,C0037,R008,COR004,CH003,PR004,9162.57,71,Medium,Closed False Positive,Y,N,N,,20250415.0,77.0
AL004749,T0025791,20260204,20260206,C0106,R001,COR003,CH001,PR008,5734.47,73,Medium,In Review,Y,N,N,,,
AL004750,T0025793,20260502,20260504,C0021,R009,COR012,CH008,PR004,5186.37,79,High,In Review,Y,N,N,,,
AL004751,T0025802,20250708,20250710,C0072,R007,COR006,CH002,PR002,102786.38,76,High,In Review,N,Y,N,,,
AL004752,T0025804,20250612,20250613,C0135,R005,COR005,CH005,PR008,8641.74,75,High,Closed False Positive,Y,N,N,,20250622.0,220.0
AL004753,T0025809,20250417,20250418,C0160,R006,COR004,CH005,PR008,12651.32,86,High,In Review,N,Y,N,,,
AL004754,T0025817,20260126,20260126,C0162,R008,COR006,CH003,PR005,38285.38,89,Critical,SAR Filed,N,Y,Y,CA004754,20260205.0,254.0
AL004755,T0025819,20250112,20250112,C0142,R006,COR006,CH006,PR008,109191.7,99,Critical,Escalated,N,Y,Y,CA004755,,
AL004756,T0025820,20260228,20260228,C0088,R008,COR009,CH008,PR006,12468.04,81,High,Closed True Positive,N,Y,N,,20260305.0,126.0
AL004757,T0025823,20260502,20260502,C0042,R008,COR003,CH002,PR003,44165.05,85,High,Escalated,N,Y,Y,CA004757,,
AL004758,T0025828,20251109,20251110,C0127,R003,COR007,CH004,PR007,7462.07,73,Medium,New,Y,N,N,,,
AL004759,T0025833,20250519,20250520,C0004,R004,COR003,CH002,PR008,5538.56,73,Medium,SAR Filed,N,Y,Y,CA004759,20250528.0,195.0
AL004760,T0025840,20250331,20250331,C0013,R008,COR001,CH004,PR003,5092.62,76,High,Closed True Positive,N,Y,Y,CA004760,20250410.0,241.0
AL004761,T0025844,20260207,20260209,C0087,R001,COR011,CH002,PR001,55147.21,77,High,Escalated,N,Y,Y,CA004761,,
AL004762,T0025845,20260318,20260319,C0092,R003,COR012,CH004,PR004,867.66,58,Medium,In Review,Y,N,N,,,
AL004763,T0025854,20250528,20250528,C0051,R005,COR002,CH001,PR001,5454.2,82,High,Escalated,N,Y,Y,CA004763,,
AL004764,T0025864,20250614,20250616,C0145,R004,COR001,CH003,PR001,33794.11,77,High,In Review,Y,N,Y,CA004764,,
AL004765,T0025880,20250411,20250411,C0076,R005,COR010,CH005,PR008,23463.15,94,Critical,SAR Filed,N,Y,Y,CA004765,20250420.0,225.0
AL004766,T0025886,20250513,20250515,C0053,R006,COR002,CH002,PR008,58342.03,86,High,In Review,Y,N,N,,,
AL004767,T0025893,20260123,20260123,C0101,R001,COR001,CH006,PR007,36056.67,99,Critical,SAR Filed,N,Y,Y,CA004767,20260125.0,58.0
AL004768,T0025894,20260526,20260527,C0083,R005,COR011,CH001,PR004,3037.63,79,High,SAR Filed,N,Y,Y,CA004768,20260605.0,227.0
AL004769,T0025898,20250523,20250524,C0094,R003,COR006,CH007,PR002,38903.69,81,High,SAR Filed,N,Y,Y,CA004769,20250601.0,197.0
AL004770,T0025901,20260531,20260531,C0083,R003,COR007,CH008,PR001,57900.07,86,High,Closed True Positive,N,Y,N,,20260606.0,148.0
AL004771,T0025903,20260320,20260322,C0172,R009,COR010,CH003,PR003,43734.73,77,High,Closed False Positive,Y,N,N,,20260404.0,322.0
AL004772,T0025904,20250718,20250718,C0051,R007,COR001,CH007,PR006,15818.86,90,Critical,SAR Filed,N,Y,Y,CA004772,20250727.0,223.0
AL004773,T0025905,20250315,20250315,C0075,R006,COR010,CH002,PR008,55635.75,99,Critical,Escalated,N,Y,Y,CA004773,,
AL004774,T0025907,20250108,20250110,C0056,R009,COR003,CH006,PR007,189000.0,85,High,Closed True Positive,N,Y,N,,20250125.0,374.0
AL004775,T0025917,20250929,20250929,C0170,R008,COR007,CH004,PR007,163181.46,94,Critical,SAR Filed,N,Y,Y,CA004775,20251001.0,62.0
AL004776,T0025925,20260313,20260315,C0096,R001,COR002,CH004,PR004,35000.0,82,High,New,Y,N,N,,,
AL004777,T0025931,20250211,20250211,C0132,R001,COR005,CH002,PR006,72101.87,92,Critical,SAR Filed,N,Y,Y,CA004777,20250224.0,327.0
AL004778,T0025932,20250612,20250613,C0043,R005,COR002,CH008,PR007,387000.0,83,High,Closed True Positive,N,Y,N,,20250628.0,368.0
AL004779,T0025933,20250106,20250107,C0004,R002,COR008,CH004,PR008,15000.0,82,High,SAR Filed,N,Y,Y,CA004779,20250121.0,342.0
AL004780,T0025936,20251115,20251115,C0046,R005,COR008,CH006,PR008,34843.65,79,High,In Review,Y,N,N,,,
