CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA005395,AL005395,20260327,20260327.0,C0005,R003,COR007,A003,P1,Closed,False Positive,N,24,1,9.0,N,36000.0
CA005397,AL005397,20251114,20251114.0,C0038,R003,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,71797.98
CA005400,AL005400,20260226,20260226.0,C0064,R001,COR004,A007,P1,Closed,False Positive,N,24,1,18.0,N,301558.76
CA005401,AL005401,20250213,20250214.0,C0003,R003,COR010,A001,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,16482.37
CA005402,AL005402,20260522,20260522.0,C0038,R004,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,114000.0
CA005405,AL005405,20251010,20251013.0,C0087,R003,COR011,A002,P1,Closed,False Positive,N,24,4,74.0,Y,53245.38
CA005406,AL005406,20260513,20260513.0,C0080,R004,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,13095.26
CA005410,AL005410,20251201,20251209.0,C0180,R006,COR009,A001,P2,SAR Filed,SAR Filed,Y,48,9,197.0,Y,7763.63
CA005412,AL005412,20250325,20250325.0,C0047,R008,COR006,A004,P1,Closed,False Positive,N,24,1,8.0,N,39184.56
CA005414,AL005414,20250306,20250309.0,C0101,R002,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,4,77.0,Y,178000.0
CA005418,AL005418,20250805,,C0112,R001,COR008,A003,P3,Open,Pending,N,96,2,,N,16964.14
CA005425,AL005425,20251108,20251111.0,C0179,R008,COR002,A005,P3,Closed,Confirmed Suspicious,N,96,4,75.0,N,18201.49
CA005427,AL005427,20260402,20260402.0,C0179,R003,COR009,A008,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,95000.0
CA005428,AL005428,20250912,20250912.0,C0146,R008,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,103027.74
CA005431,AL005431,20260502,20260502.0,C0005,R007,COR010,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,550000.0
CA005432,AL005432,20260201,20260208.0,C0034,R006,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,8,190.0,Y,50309.1
CA005433,AL005433,20250912,20250912.0,C0096,R009,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,18902.84
CA005436,AL005436,20251127,20251127.0,C0179,R001,COR012,A004,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,14990.11
CA005437,AL005437,20260314,20260317.0,C0081,R009,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,4,88.0,Y,367005.56
CA005438,AL005438,20260415,20260415.0,C0144,R009,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,42574.01
CA005440,AL005440,20250214,,C0087,R001,COR006,A008,P3,Open,Pending,N,96,8,,Y,2224.2
CA005441,AL005441,20260416,20260416.0,C0132,R007,COR004,A007,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,1882.2
CA005444,AL005444,20250720,20250720.0,C0095,R001,COR011,A001,P1,Closed,False Positive,N,24,1,12.0,N,61226.68
CA005445,AL005445,20251205,20251206.0,C0068,R006,COR005,A003,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,42000.0
CA005447,AL005447,20250621,,C0042,R001,COR004,A001,P3,Open,Pending,N,96,8,,Y,1254.28
CA005448,AL005448,20260109,20260109.0,C0169,R008,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,99144.74
CA005450,AL005450,20260101,20260101.0,C0083,R002,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,93000.0
CA005451,AL005451,20251007,,C0174,R009,COR010,A002,P1,In Review,Pending,N,24,13,,Y,27199.18
CA005453,AL005453,20260202,20260204.0,C0087,R002,COR004,A007,P1,SAR Filed,SAR Filed,Y,24,3,51.0,Y,123174.41
CA005454,AL005454,20260314,20260314.0,C0169,R002,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,20000.0
CA005455,AL005455,20250108,20250108.0,C0102,R005,COR009,A004,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,33713.74
CA005457,AL005457,20251124,20251124.0,C0133,R001,COR004,A003,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,14261.22
CA005458,AL005458,20260123,20260124.0,C0094,R009,COR007,A003,P2,Closed,Confirmed Suspicious,N,48,2,25.0,N,12253.5
CA005460,AL005460,20250115,,C0159,R009,COR003,A006,P3,In Review,Pending,N,96,3,,N,24008.13
CA005461,AL005461,20250726,20250726.0,C0157,R009,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,118000.0
CA005463,AL005463,20250107,20250107.0,C0071,R002,COR006,A002,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,4695.64
CA005464,AL005464,20251018,20251018.0,C0134,R005,COR009,A008,P2,SAR Filed,SAR Filed,Y,48,1,7.0,N,30843.75
CA005465,AL005465,20251128,20251202.0,C0117,R009,COR008,A008,P2,SAR Filed,SAR Filed,Y,48,5,110.0,Y,31531.32
CA005466,AL005466,20251002,20251002.0,C0026,R002,COR011,A008,P1,Closed,False Positive,N,24,1,16.0,N,28000.0
CA005467,AL005467,20250203,20250203.0,C0149,R002,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,1,22.0,N,3845.13
CA005469,AL005469,20250618,20250620.0,C0167,R003,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,3,60.0,Y,4543.07
CA005470,AL005470,20250712,20250716.0,C0031,R001,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,5,100.0,Y,75708.33
CA005471,AL005471,20260130,20260207.0,C0151,R001,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,9,198.0,Y,24231.46
CA005474,AL005474,20250514,20250514.0,C0044,R008,COR009,A005,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,193125.03
CA005476,AL005476,20250312,20250312.0,C0170,R007,COR005,A005,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,170000.0
CA005481,AL005481,20250826,20250827.0,C0124,R004,COR010,A008,P1,SAR Filed,SAR Filed,Y,24,2,30.0,Y,84000.0
CA005484,AL005484,20260425,20260425.0,C0009,R009,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,56352.43
CA005486,AL005486,20260312,20260313.0,C0084,R007,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,54408.1
CA005487,AL005487,20250328,20250328.0,C0019,R009,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,111120.16
CA005488,AL005488,20260129,20260129.0,C0112,R009,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,136843.42
CA005489,AL005489,20260512,20260512.0,C0119,R003,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,16000.0
CA005490,AL005490,20250402,20250402.0,C0102,R001,COR003,A001,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,25957.86
CA005492,AL005492,20260223,20260223.0,C0124,R003,COR009,A004,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,103000.0
CA005493,AL005493,20250910,20250910.0,C0017,R002,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,23000.0
CA005494,AL005494,20250626,20250626.0,C0163,R007,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,8928.09
CA005498,AL005498,20251119,20251122.0,C0087,R006,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,4,90.0,Y,31125.65
CA005499,AL005499,20251009,20251012.0,C0083,R003,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,4,88.0,Y,4534.97
CA005500,AL005500,20250131,20250131.0,C0075,R001,COR003,A007,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,25000.0
CA005501,AL005501,20260407,20260408.0,C0050,R008,COR002,A004,P2,SAR Filed,SAR Filed,Y,48,2,37.0,N,24222.91
CA005504,AL005504,20260221,20260221.0,C0169,R009,COR008,A002,P1,Closed,False Positive,N,24,1,9.0,N,30766.37
CA005505,AL005505,20250217,20250220.0,C0002,R003,COR006,A007,P3,SAR Filed,SAR Filed,Y,96,4,88.0,N,3303.09
CA005506,AL005506,20250911,20250911.0,C0068,R010,COR010,A001,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,10398.71
CA005507,AL005507,20260321,20260321.0,C0165,R010,COR005,A008,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,159000.0
CA005508,AL005508,20250305,20250306.0,C0123,R002,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,3910.98
CA005509,AL005509,20260404,20260405.0,C0139,R008,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,27940.4
CA005510,AL005510,20250530,20250602.0,C0095,R001,COR010,A007,P1,SAR Filed,SAR Filed,Y,24,4,74.0,Y,156878.91
CA005512,AL005512,20250407,20250407.0,C0116,R005,COR012,A002,P2,SAR Filed,SAR Filed,Y,48,1,11.0,N,20986.4
CA005514,AL005514,20250904,20250904.0,C0053,R010,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,12594.46
CA005515,AL005515,20250612,,C0116,R008,COR011,A003,P1,In Review,Pending,N,24,8,,Y,20000.0
CA005516,AL005516,20250401,20250401.0,C0026,R002,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,21000.0
CA005517,AL005517,20250518,20250518.0,C0147,R001,COR012,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,176488.58
CA005518,AL005518,20251008,20251008.0,C0001,R010,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,6441.75
CA005520,AL005520,20260108,20260108.0,C0055,R009,COR005,A007,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,44325.32
CA005522,AL005522,20250209,20250210.0,C0054,R005,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,66663.25
CA005525,AL005525,20251231,20260102.0,C0026,R008,COR008,A006,P1,Closed,False Positive,N,24,3,59.0,Y,60841.4
CA005526,AL005526,20251016,20251016.0,C0161,R006,COR010,A004,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,144120.87
CA005527,AL005527,20260204,20260204.0,C0070,R001,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,31698.62
CA005529,AL005529,20260409,20260409.0,C0131,R008,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,29347.58
CA005533,AL005533,20250420,20250420.0,C0014,R002,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,128047.9
CA005534,AL005534,20251112,,C0132,R001,COR009,A001,P3,Pending EDD,Pending,N,96,1,,N,219.48
CA005535,AL005535,20250219,20250219.0,C0027,R004,COR006,A007,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,41536.8
CA005536,AL005536,20250706,,C0118,R002,COR012,A006,P1,Pending EDD,Pending,N,24,0,,N,37000.0
CA005537,AL005537,20250709,20250709.0,C0054,R003,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,83654.47
CA005539,AL005539,20260415,20260416.0,C0016,R003,COR007,A007,P2,SAR Filed,SAR Filed,Y,48,2,42.0,N,9000.0
CA005541,AL005541,20250330,20250330.0,C0178,R001,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,7374.66
CA005542,AL005542,20260321,20260321.0,C0016,R005,COR007,A002,P2,Closed,Confirmed Suspicious,N,48,1,20.0,N,179000.0
CA005545,AL005545,20250904,20250907.0,C0058,R005,COR003,A007,P3,SAR Filed,SAR Filed,Y,96,3,72.0,N,22382.65
CA005547,AL005547,20250721,20250722.0,C0012,R003,COR007,A002,P2,SAR Filed,SAR Filed,Y,48,2,33.0,N,17000.0
CA005548,AL005548,20250620,20250630.0,C0170,R004,COR009,A001,P3,SAR Filed,SAR Filed,Y,96,11,254.0,Y,22611.66
CA005549,AL005549,20250806,20250806.0,C0172,R009,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,12090.54
CA005551,AL005551,20260327,20260328.0,C0041,R001,COR002,A003,P3,SAR Filed,SAR Filed,Y,96,2,33.0,N,2990.38
CA005555,AL005555,20260424,20260424.0,C0059,R003,COR007,A004,P2,SAR Filed,SAR Filed,Y,48,1,15.0,N,350665.56
CA005557,AL005557,20250203,20250207.0,C0054,R008,COR004,A008,P1,SAR Filed,SAR Filed,Y,24,5,98.0,Y,78719.7
CA005559,AL005559,20260427,20260427.0,C0050,R008,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,14262.83
CA005560,AL005560,20251009,20251011.0,C0116,R003,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,3,61.0,Y,60000.0
CA005561,AL005561,20251209,20251210.0,C0030,R006,COR010,A001,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,27152.13
CA005564,AL005564,20251121,20251123.0,C0060,R007,COR011,A002,P1,Closed,False Positive,N,24,3,67.0,Y,6823.08
CA005565,AL005565,20260331,20260331.0,C0068,R009,COR010,A003,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,37000.0
CA005566,AL005566,20250906,20250906.0,C0062,R009,COR011,A002,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,17024.63
CA005568,AL005568,20251004,20251004.0,C0064,R001,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,12872.79
CA005570,AL005570,20260505,,C0167,R003,COR011,A003,P1,In Review,Pending,N,24,0,,N,4081.43
CA005571,AL005571,20250703,20250703.0,C0151,R002,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,5570.71
CA005572,AL005572,20260512,20260512.0,C0146,R008,COR007,A001,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,48764.88
CA005574,AL005574,20250921,20250921.0,C0164,R005,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,32774.31
CA005576,AL005576,20250615,20250615.0,C0167,R007,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,5637.96
CA005577,AL005577,20250525,20250528.0,C0050,R008,COR012,A007,P1,Closed,False Positive,N,24,4,92.0,Y,18506.68
CA005581,AL005581,20260311,,C0145,R006,COR008,A004,P1,Open,Pending,N,24,5,,Y,124891.6
CA005582,AL005582,20250128,20250128.0,C0146,R008,COR001,A005,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,34710.14
CA005584,AL005584,20250810,20250810.0,C0051,R008,COR004,A005,P1,Closed,False Positive,N,24,1,21.0,N,17258.52
CA005587,AL005587,20260210,20260212.0,C0017,R009,COR005,A005,P3,Closed,Confirmed Suspicious,N,96,3,71.0,N,19576.79
CA005589,AL005589,20251031,20251103.0,C0169,R002,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,4,80.0,Y,28870.51
CA005591,AL005591,20260525,20260529.0,C0178,R005,COR009,A008,P2,SAR Filed,SAR Filed,Y,48,5,101.0,Y,23349.87
CA005592,AL005592,20260422,20260423.0,C0152,R002,COR012,A006,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,153000.0
CA005593,AL005593,20251111,20251112.0,C0142,R006,COR004,A007,P2,SAR Filed,SAR Filed,Y,48,2,38.0,N,31694.34
CA005596,AL005596,20250613,20250616.0,C0054,R001,COR005,A003,P1,SAR Filed,SAR Filed,Y,24,4,78.0,Y,105439.13
CA005597,AL005597,20250127,20250128.0,C0060,R006,COR003,A003,P3,SAR Filed,SAR Filed,Y,96,2,46.0,N,1744.86
CA005598,AL005598,20260601,20260601.0,C0116,R010,COR004,A003,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,15518.15
CA005600,AL005600,20250523,20250528.0,C0062,R001,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,6,130.0,Y,8000.0
CA005601,AL005601,20260126,20260126.0,C0145,R007,COR012,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,94000.0
CA005602,AL005602,20250110,20250112.0,C0162,R001,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,3,70.0,Y,62143.4
CA005605,AL005605,20260109,20260109.0,C0167,R008,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,9000.0
CA005607,AL005607,20250311,,C0051,R001,COR010,A004,P3,In Review,Pending,N,96,0,,N,9303.65
CA005608,AL005608,20260527,20260528.0,C0044,R002,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,2,40.0,Y,28000.0
CA005611,AL005611,20250702,20250703.0,C0111,R001,COR008,A003,P2,SAR Filed,SAR Filed,Y,48,2,26.0,N,16121.68
CA005612,AL005612,20250408,20250409.0,C0066,R009,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,2,34.0,Y,6449.42
CA005613,AL005613,20250205,20250205.0,C0007,R006,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,52103.51
CA005617,AL005617,20250602,20250602.0,C0083,R005,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,4839.51
CA005619,AL005619,20260403,20260404.0,C0064,R003,COR001,A008,P1,Closed,False Positive,N,24,2,26.0,Y,36000.0
CA005620,AL005620,20250928,20251001.0,C0151,R005,COR005,A001,P2,SAR Filed,SAR Filed,Y,48,4,73.0,Y,8435.91
CA005621,AL005621,20251112,20251113.0,C0035,R005,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,6293.02
CA005622,AL005622,20251119,20251119.0,C0050,R008,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,106221.65
CA005623,AL005623,20250904,20250908.0,C0118,R006,COR006,A005,P1,Closed,False Positive,N,24,5,98.0,Y,25620.15
CA005624,AL005624,20250306,20250306.0,C0017,R004,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,95152.58
CA005627,AL005627,20250918,20250920.0,C0003,R002,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,3,60.0,Y,14038.53
CA005628,AL005628,20250923,20250923.0,C0065,R004,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,42971.36
CA005629,AL005629,20250919,20250921.0,C0113,R005,COR010,A008,P3,SAR Filed,SAR Filed,Y,96,3,56.0,N,11970.41
CA005630,AL005630,20250809,20250809.0,C0167,R006,COR010,A004,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,4043.93
CA005633,AL005633,20260507,20260509.0,C0113,R003,COR004,A008,P3,SAR Filed,SAR Filed,Y,96,3,55.0,N,32444.65
CA005634,AL005634,20250930,20251001.0,C0040,R009,COR002,A004,P1,SAR Filed,SAR Filed,Y,24,2,28.0,Y,63000.0
CA005635,AL005635,20260409,20260410.0,C0075,R001,COR002,A001,P3,Closed,Confirmed Suspicious,N,96,2,37.0,N,6963.35
CA005639,AL005639,20260310,20260317.0,C0053,R001,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,8,174.0,Y,204331.69
CA005640,AL005640,20250519,20250519.0,C0162,R001,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,55000.0
CA005641,AL005641,20260319,20260321.0,C0065,R001,COR003,A004,P3,Closed,Confirmed Suspicious,N,96,3,58.0,N,87473.36
CA005646,AL005646,20260502,20260504.0,C0119,R001,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,3,50.0,Y,11151.97
CA005647,AL005647,20260531,20260601.0,C0059,R010,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,2,30.0,N,420542.82
CA005648,AL005648,20260131,,C0019,R001,COR011,A007,P1,Open,Pending,N,24,13,,Y,3035.12
CA005649,AL005649,20250614,20250614.0,C0032,R010,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,125714.39
CA005651,AL005651,20251009,20251011.0,C0053,R009,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,3,59.0,Y,13183.9
CA005653,AL005653,20260209,20260209.0,C0001,R007,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,42053.61
CA005654,AL005654,20250304,20250305.0,C0136,R006,COR003,A002,P3,Closed,Confirmed Suspicious,N,96,2,31.0,N,156501.48
CA005655,AL005655,20250312,20250314.0,C0069,R001,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,3,58.0,Y,107929.01
CA005656,AL005656,20260221,20260221.0,C0146,R003,COR009,A005,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,56000.0
CA005658,AL005658,20260306,20260306.0,C0163,R003,COR011,A003,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,44752.16
CA005660,AL005660,20260320,20260323.0,C0167,R008,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,4,93.0,Y,4120.78
CA005663,AL005663,20260220,20260221.0,C0079,R006,COR008,A002,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,74746.49
CA005664,AL005664,20251024,,C0019,R007,COR006,A005,P1,Open,Pending,N,24,1,,Y,35080.5
CA005665,AL005665,20250701,20250701.0,C0167,R005,COR009,A005,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,10671.51
CA005670,AL005670,20260306,20260306.0,C0156,R004,COR011,A007,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,99033.69
CA005671,AL005671,20260304,20260305.0,C0082,R005,COR006,A004,P2,SAR Filed,SAR Filed,Y,48,2,33.0,N,12365.19
CA005672,AL005672,20250322,20250322.0,C0003,R003,COR003,A003,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,15000.0
CA005674,AL005674,20250207,,C0071,R010,COR007,A008,P2,In Review,Pending,N,48,5,,Y,5008.65
CA005676,AL005676,20250417,20250417.0,C0030,R003,COR010,A002,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,4554.61
CA005677,AL005677,20260328,20260331.0,C0028,R003,COR001,A002,P1,SAR Filed,SAR Filed,Y,24,4,75.0,Y,96000.0
CA005681,AL005681,20260310,20260310.0,C0103,R003,COR007,A007,P1,Closed,False Positive,N,24,1,8.0,N,6650.11
CA005682,AL005682,20260513,20260513.0,C0121,R009,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,139943.81
CA005683,AL005683,20250609,20250610.0,C0176,R009,COR009,A008,P3,Closed,Confirmed Suspicious,N,96,2,37.0,N,15000.0
CA005684,AL005684,20260216,20260217.0,C0050,R004,COR005,A005,P1,SAR Filed,SAR Filed,Y,24,2,47.0,Y,121638.97
CA005686,AL005686,20251207,20251207.0,C0008,R009,COR004,A003,P1,Closed,False Positive,N,24,1,12.0,N,124982.54
CA005687,AL005687,20251213,20251213.0,C0023,R001,COR004,A001,P2,SAR Filed,SAR Filed,Y,48,1,13.0,N,14423.94
CA005688,AL005688,20260129,20260129.0,C0141,R002,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,35870.71
CA005690,AL005690,20250216,20250216.0,C0083,R001,COR003,A004,P1,Closed,False Positive,N,24,1,20.0,N,50870.63
CA005694,AL005694,20260514,,C0151,R006,COR002,A004,P1,In Review,Pending,N,24,2,,Y,56000.0
CA005695,AL005695,20250404,20250404.0,C0009,R004,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,11685.28
CA005697,AL005697,20250627,20250627.0,C0155,R001,COR010,A005,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,64887.81
CA005703,AL005703,20260209,20260209.0,C0051,R009,COR007,A005,P1,Closed,False Positive,N,24,1,8.0,N,3579.28
CA005704,AL005704,20260321,20260323.0,C0001,R003,COR004,A001,P1,SAR Filed,SAR Filed,Y,24,3,71.0,Y,17524.03
CA005707,AL005707,20260214,,C0117,R005,COR004,A005,P3,In Review,Pending,N,96,1,,N,1915.24
CA005708,AL005708,20260330,20260331.0,C0105,R008,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,2,36.0,N,6649.9
CA005709,AL005709,20260505,,C0057,R001,COR011,A005,P1,In Review,Pending,N,24,13,,Y,29386.88
CA005713,AL005713,20250723,20250723.0,C0097,R008,COR006,A008,P1,Closed,False Positive,N,24,1,8.0,N,108059.51
CA005716,AL005716,20250114,20250115.0,C0001,R009,COR004,A004,P2,Closed,Confirmed Suspicious,N,48,1,24.0,N,129509.48
CA005721,AL005721,20250111,20250112.0,C0026,R006,COR003,A003,P2,SAR Filed,SAR Filed,Y,48,2,27.0,N,18562.82
CA005723,AL005723,20251118,20251119.0,C0154,R003,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,2,47.0,Y,613141.95
CA005726,AL005726,20250702,20250702.0,C0134,R010,COR009,A002,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,11916.67
CA005727,AL005727,20260515,20260516.0,C0054,R001,COR010,A005,P1,SAR Filed,SAR Filed,Y,24,2,32.0,Y,475186.18
CA005728,AL005728,20260412,20260412.0,C0025,R008,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,10000.0
CA005731,AL005731,20250707,20250707.0,C0081,R002,COR004,A004,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,88000.0
CA005733,AL005733,20250613,20250614.0,C0162,R010,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,101188.64
CA005734,AL005734,20250429,20250501.0,C0172,R005,COR009,A004,P2,SAR Filed,SAR Filed,Y,48,3,57.0,Y,3707.22
CA005735,AL005735,20251106,20251106.0,C0111,R003,COR004,A002,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,125000.0
CA005738,AL005738,20260205,,C0107,R007,COR010,A002,P2,In Review,Pending,N,48,0,,N,23559.47
CA005739,AL005739,20250616,20250616.0,C0129,R003,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,1683.93
CA005741,AL005741,20260515,20260515.0,C0165,R003,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,89415.04
CA005745,AL005745,20250216,,C0110,R008,COR007,A001,P1,Open,Pending,N,24,0,,N,47525.7
CA005746,AL005746,20260212,20260213.0,C0111,R007,COR003,A006,P1,SAR Filed,SAR Filed,Y,24,2,39.0,Y,339402.92
CA005747,AL005747,20260221,20260222.0,C0054,R004,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,2,44.0,Y,13746.01
CA005748,AL005748,20250520,20250520.0,C0167,R009,COR006,A002,P1,Closed,False Positive,N,24,1,21.0,N,9896.38
CA005750,AL005750,20260521,20260521.0,C0175,R001,COR008,A001,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,11000.0
CA005751,AL005751,20250311,20250311.0,C0154,R007,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,23251.78
CA005752,AL005752,20260519,20260519.0,C0148,R001,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,30000.0
CA005753,AL005753,20251208,,C0099,R008,COR006,A004,P2,Open,Pending,N,48,8,,Y,28509.78
CA005754,AL005754,20260511,20260512.0,C0069,R009,COR005,A001,P2,SAR Filed,SAR Filed,Y,48,2,25.0,N,181657.1
CA005759,AL005759,20250503,,C0168,R005,COR006,A007,P3,In Review,Pending,N,96,2,,N,1659.98
CA005760,AL005760,20250715,20250715.0,C0099,R001,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,10733.52
CA005763,AL005763,20260330,20260403.0,C0101,R009,COR008,A008,P2,SAR Filed,SAR Filed,Y,48,5,101.0,Y,11000.0
CA005771,AL005771,20251012,20251012.0,C0081,R010,COR001,A004,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,200268.88
