TransactionKey,DateKey,CustomerKey,CorridorKey,ChannelKey,ProductKey,AmountUSD,RiskScore,IsFlagged,PrimaryRuleKey,RoundDollarFlag,TransactionType
T0030932,20260529,C0147,COR005,CH008,PR006,114288.48,88,N,,N,Credit
T0030933,20251026,C0103,COR001,CH005,PR003,9054.33,74,N,,N,Withdrawal
T0030934,20251231,C0161,COR005,CH002,PR004,34735.79,77,N,,N,Transfer
T0030935,20260325,C0145,COR009,CH003,PR008,8377.45,77,N,,N,Debit
T0030936,20250708,C0018,COR010,CH005,PR002,6596.77,61,N,,N,Transfer
T0030937,20250526,C0095,COR009,CH007,PR001,122742.7,94,N,,N,Transfer
T0030938,20260520,C0073,COR012,CH006,PR004,35195.12,78,N,,N,Transfer
T0030939,20251227,C0068,COR009,CH007,PR002,34399.37,69,N,,N,Transfer
T0030940,20250217,C0168,COR011,CH007,PR008,16636.76,84,N,,N,Debit
T0030941,20250701,C0101,COR008,CH008,PR005,24212.06,82,Y,R004,N,Debit
T0030942,20260221,C0009,COR005,CH001,PR003,2666.91,62,N,,N,Transfer
T0030943,20260112,C0059,COR005,CH008,PR008,168777.67,76,Y,R001,N,Withdrawal
T0030944,20260424,C0045,COR007,CH004,PR008,8399.98,63,N,,N,Debit
T0030945,20260405,C0085,COR002,CH007,PR001,8194.37,77,N,,N,Transfer
T0030946,20250617,C0081,COR006,CH006,PR006,53151.33,99,N,,N,Transfer
T0030947,20260223,C0153,COR005,CH003,PR001,3813.63,61,N,,N,Transfer
T0030948,20260220,C0090,COR012,CH005,PR001,5804.72,78,N,,N,Transfer
T0030949,20250520,C0005,COR011,CH005,PR006,6408.08,85,Y,R001,N,Transfer
T0030950,20250419,C0075,COR011,CH004,PR006,7297.36,89,N,,N,Credit
T0030951,20260501,C0119,COR011,CH003,PR007,11151.97,91,Y,R001,N,Debit
T0030952,20260527,C0133,COR003,CH008,PR007,30089.21,83,N,,N,Debit
T0030953,20260225,C0144,COR004,CH001,PR001,5054.28,79,N,,N,Withdrawal
T0030954,20260512,C0049,COR005,CH006,PR005,9000.0,82,N,,Y,Debit
T0030955,20250802,C0051,COR009,CH005,PR004,5661.63,78,N,,N,Withdrawal
T0030956,20251218,C0118,COR004,CH002,PR003,441601.99,81,N,,N,Debit
T0030957,20250521,C0071,COR012,CH007,PR008,13757.1,68,N,,N,Transfer
T0030958,20260513,C0146,COR004,CH002,PR001,50797.88,83,N,,N,Transfer
T0030959,20251130,C0095,COR009,CH004,PR006,36513.53,90,N,,N,Debit
T0030960,20260530,C0059,COR011,CH006,PR008,420542.82,83,Y,R010,N,Debit
T0030961,20260207,C0068,COR010,CH006,PR006,7877.95,72,N,,N,Debit
T0030962,20251009,C0056,COR008,CH002,PR006,19861.73,88,N,,N,Transfer
T0030963,20260310,C0001,COR010,CH001,PR006,24746.54,74,N,,N,Transfer
T0030964,20260409,C0028,COR005,CH002,PR004,17890.76,90,N,,N,Withdrawal
T0030965,20251127,C0002,COR011,CH006,PR007,20240.54,58,N,,N,Transfer
T0030966,20250918,C0139,COR007,CH006,PR007,41000.0,99,N,,Y,Debit
T0030967,20260129,C0019,COR011,CH003,PR008,3035.12,88,Y,R001,N,Transfer
T0030968,20250903,C0127,COR008,CH006,PR005,125000.0,85,N,,Y,Debit
T0030969,20250614,C0032,COR006,CH006,PR005,125714.39,99,Y,R010,N,Credit
T0030970,20251130,C0148,COR007,CH001,PR001,4733.37,70,N,,N,Debit
T0030971,20251127,C0171,COR011,CH003,PR005,4294.21,65,N,,N,Debit
T0030972,20251028,C0035,COR001,CH008,PR008,111744.23,85,Y,R001,N,Transfer
T0030973,20260426,C0075,COR007,CH001,PR008,6853.34,72,N,,N,Credit
T0030974,20250726,C0021,COR009,CH002,PR005,5327.99,77,N,,N,Transfer
T0030975,20251009,C0053,COR006,CH005,PR008,13183.9,94,Y,R009,N,Transfer
T0030976,20250513,C0178,COR010,CH005,PR001,4882.81,69,N,,N,Transfer
T0030977,20260530,C0146,COR005,CH006,PR006,196298.48,90,N,,N,Debit
T0030978,20251119,C0162,COR005,CH003,PR006,16517.33,73,Y,R009,N,Credit
T0030979,20260316,C0045,COR007,CH008,PR001,72754.58,78,N,,N,Debit
T0030980,20260401,C0014,COR010,CH004,PR002,16845.97,98,N,,N,Credit
T0030981,20250710,C0142,COR008,CH005,PR002,78147.32,79,N,,N,Debit
T0030982,20250404,C0169,COR011,CH008,PR001,65000.0,99,N,,Y,Credit
T0030983,20250706,C0001,COR010,CH004,PR004,4266.86,78,N,,N,Debit
T0030984,20250802,C0045,COR011,CH005,PR007,2306.95,83,N,,N,Transfer
T0030985,20260205,C0001,COR008,CH006,PR008,42053.61,99,Y,R007,N,Debit
T0030986,20260129,C0138,COR010,CH006,PR005,10788.1,67,N,,N,Debit
T0030987,20251115,C0122,COR006,CH001,PR005,4316.42,63,N,,N,Transfer
T0030988,20250101,C0051,COR011,CH008,PR008,56321.62,99,N,,N,Debit
T0030989,20250302,C0136,COR003,CH008,PR008,156501.48,72,Y,R006,N,Debit
T0030990,20260501,C0139,COR004,CH005,PR002,45088.28,99,N,,N,Transfer
T0030991,20251104,C0050,COR001,CH004,PR003,17017.81,74,N,,N,Credit
T0030992,20251218,C0178,COR009,CH008,PR002,74592.36,86,N,,N,Withdrawal
T0030993,20260201,C0026,COR004,CH001,PR002,40402.66,77,N,,N,Transfer
T0030994,20260414,C0091,COR010,CH006,PR008,9496.48,82,N,,N,Credit
T0030995,20250708,C0087,COR010,CH003,PR008,11861.62,74,N,,N,Transfer
T0030996,20250328,C0145,COR012,CH007,PR006,17153.43,83,N,,N,Debit
T0030997,20250311,C0069,COR007,CH006,PR004,107929.01,93,Y,R001,N,Transfer
T0030998,20260119,C0028,COR005,CH002,PR008,29642.11,91,N,,N,Transfer
T0030999,20260318,C0022,COR010,CH001,PR003,2866.29,63,N,,N,Transfer
T0031000,20251211,C0004,COR010,CH003,PR005,4188.95,87,N,,N,Transfer
T0031001,20250831,C0127,COR010,CH008,PR003,23093.18,82,N,,N,Credit
T0031002,20260321,C0178,COR006,CH008,PR005,14954.81,96,N,,N,Credit
T0031003,20250919,C0161,COR011,CH003,PR003,38379.83,76,N,,N,Transfer
T0031004,20250819,C0078,COR002,CH007,PR004,1583.09,78,N,,N,Withdrawal
T0031005,20250129,C0018,COR009,CH002,PR005,21854.46,72,N,,N,Transfer
T0031006,20260212,C0023,COR007,CH005,PR003,3355.52,80,N,,N,Debit
T0031007,20250202,C0161,COR001,CH002,PR008,5327.29,55,N,,N,Debit
T0031008,20250730,C0018,COR011,CH007,PR003,9094.69,71,N,,N,Credit
T0031009,20260221,C0146,COR009,CH006,PR008,56000.0,97,Y,R003,Y,Credit
T0031010,20260531,C0144,COR011,CH007,PR007,43142.46,82,N,,N,Credit
T0031011,20251231,C0172,COR006,CH008,PR005,11392.21,96,N,,N,Withdrawal
T0031012,20250809,C0099,COR006,CH007,PR008,5473.85,87,N,,N,Credit
T0031013,20260221,C0037,COR006,CH005,PR002,6245.94,79,N,,N,Transfer
T0031014,20260302,C0043,COR003,CH008,PR008,234200.42,67,N,,N,Debit
T0031015,20250913,C0077,COR005,CH007,PR004,1521400.66,74,N,,N,Transfer
T0031016,20250107,C0152,COR003,CH003,PR006,23501.6,75,Y,R009,N,Withdrawal
T0031017,20260320,C0015,COR009,CH004,PR004,21000.0,75,N,,Y,Transfer
T0031018,20250515,C0017,COR004,CH008,PR008,83177.14,81,N,,N,Credit
T0031019,20250726,C0023,COR007,CH001,PR003,2320.96,63,N,,N,Credit
T0031020,20251003,C0026,COR011,CH004,PR007,3446.33,89,N,,N,Debit
T0031021,20250322,C0016,COR002,CH008,PR007,109441.24,68,N,,N,Debit
T0031022,20251107,C0068,COR004,CH006,PR003,9401.33,79,N,,N,Withdrawal
T0031023,20260414,C0123,COR012,CH005,PR001,995.96,59,N,,N,Debit
T0031024,20260303,C0163,COR011,CH004,PR004,44752.16,89,Y,R003,N,Transfer
T0031025,20260502,C0041,COR005,CH005,PR008,10333.78,84,N,,N,Debit
T0031026,20250731,C0032,COR003,CH005,PR005,97985.81,85,N,,N,Withdrawal
T0031027,20250928,C0067,COR011,CH007,PR008,8935.73,86,N,,N,Credit
T0031028,20251031,C0123,COR004,CH005,PR001,11454.48,73,Y,R009,N,Credit
T0031029,20250725,C0143,COR005,CH007,PR005,1718.9,58,N,,N,Debit
T0031030,20260208,C0034,COR007,CH003,PR003,18000.0,64,N,,Y,Credit
T0031031,20260319,C0167,COR012,CH004,PR008,4120.78,99,Y,R008,N,Credit
T0031032,20251125,C0112,COR008,CH007,PR002,20666.59,84,N,,N,Debit
T0031033,20251211,C0057,COR009,CH008,PR004,50439.79,79,N,,N,Debit
T0031034,20250623,C0174,COR009,CH004,PR003,34908.85,91,N,,N,Transfer
T0031035,20260422,C0069,COR010,CH006,PR005,28000.0,88,N,,Y,Debit
T0031036,20260307,C0161,COR008,CH008,PR004,295859.69,91,N,,N,Credit
T0031037,20250806,C0120,COR005,CH008,PR008,88000.0,91,N,,Y,Debit
T0031038,20260119,C0045,COR001,CH002,PR001,101000.0,71,N,,Y,Withdrawal
T0031039,20260104,C0149,COR001,CH005,PR005,12796.96,65,N,,N,Debit
T0031040,20251230,C0068,COR004,CH002,PR008,17042.69,77,N,,N,Withdrawal
T0031041,20260314,C0020,COR008,CH007,PR001,71000.0,68,N,,Y,Transfer
T0031042,20250329,C0137,COR010,CH001,PR003,15470.67,61,N,,N,Credit
T0031043,20260430,C0045,COR009,CH006,PR002,3043.29,61,N,,N,Transfer
T0031044,20250409,C0038,COR011,CH002,PR008,115019.02,98,N,,N,Credit
T0031045,20250519,C0092,COR003,CH007,PR008,7797.81,65,N,,N,Debit
T0031046,20251113,C0079,COR005,CH002,PR003,4859.99,51,N,,N,Debit
T0031047,20260121,C0040,COR011,CH001,PR002,16841.45,89,N,,N,Credit
T0031048,20260413,C0033,COR001,CH005,PR002,10000.0,78,N,,Y,Transfer
T0031049,20250121,C0055,COR002,CH002,PR006,154204.99,91,N,,N,Transfer
T0031050,20260516,C0153,COR011,CH002,PR003,33000.0,74,N,,Y,Transfer
T0031051,20250303,C0126,COR012,CH001,PR007,24099.24,61,N,,N,Credit
T0031052,20251029,C0050,COR007,CH004,PR005,18308.47,76,N,,N,Credit
T0031053,20251215,C0141,COR001,CH005,PR003,2707.22,74,N,,N,Debit
T0031054,20250306,C0018,COR006,CH002,PR006,11672.65,79,N,,N,Debit
T0031055,20260216,C0150,COR001,CH004,PR008,4085.53,78,N,,N,Credit
T0031056,20251214,C0129,COR008,CH004,PR003,19291.35,64,N,,N,Debit
T0031057,20250807,C0045,COR012,CH001,PR007,1211.36,46,N,,N,Credit
T0031058,20250703,C0085,COR004,CH008,PR003,32000.0,79,Y,R010,Y,Transfer
T0031059,20250806,C0161,COR009,CH001,PR002,4311.03,71,N,,N,Withdrawal
T0031060,20260427,C0133,COR009,CH006,PR003,23555.25,76,Y,R009,N,Debit
T0031061,20251116,C0108,COR010,CH003,PR007,1869.78,64,N,,N,Debit
T0031062,20250707,C0112,COR006,CH006,PR003,82432.08,99,N,,N,Transfer
T0031063,20260507,C0092,COR004,CH003,PR001,8000.0,73,N,,Y,Credit
T0031064,20260516,C0139,COR005,CH004,PR003,6584.38,80,N,,N,Debit
T0031065,20251127,C0076,COR002,CH005,PR006,1644.34,66,N,,N,Credit
T0031066,20260303,C0109,COR005,CH005,PR003,14000.0,84,N,,Y,Debit
T0031067,20260121,C0012,COR012,CH005,PR004,20459.57,64,N,,N,Credit
T0031068,20260218,C0079,COR008,CH008,PR006,74746.49,79,Y,R006,N,Debit
T0031069,20251022,C0019,COR006,CH008,PR001,35080.5,92,Y,R007,N,Debit
T0031070,20250701,C0167,COR009,CH007,PR002,10671.51,91,Y,R005,N,Transfer
T0031071,20260528,C0130,COR006,CH003,PR001,2869.58,42,N,,N,Credit
T0031072,20260205,C0090,COR012,CH007,PR004,10464.53,55,N,,N,Debit
T0031073,20250923,C0097,COR003,CH008,PR006,32000.0,83,N,,Y,Withdrawal
T0031074,20250205,C0114,COR011,CH004,PR004,1680.17,67,N,,N,Credit
T0031075,20250202,C0023,COR011,CH002,PR005,45400.05,89,N,,N,Credit
T0031076,20250611,C0089,COR010,CH001,PR008,3907.93,62,N,,N,Withdrawal
T0031077,20250827,C0076,COR003,CH008,PR002,33000.0,80,N,,Y,Withdrawal
T0031078,20250614,C0093,COR012,CH006,PR002,16312.39,74,N,,N,Debit
T0031079,20260212,C0091,COR010,CH008,PR001,30000.0,91,N,,Y,Credit
T0031080,20260402,C0019,COR004,CH007,PR006,3464.62,79,N,,N,Transfer
T0031081,20250830,C0103,COR002,CH002,PR004,15057.54,77,N,,N,Debit
T0031082,20260505,C0053,COR007,CH008,PR003,96261.77,89,N,,N,Transfer
T0031083,20260112,C0045,COR007,CH001,PR004,13994.77,67,N,,N,Transfer
T0031084,20260219,C0086,COR004,CH002,PR008,6964.71,81,Y,R001,N,Transfer
T0031085,20251117,C0091,COR012,CH003,PR003,4865.91,61,N,,N,Debit
T0031086,20260419,C0013,COR009,CH003,PR005,6765.61,77,Y,R008,N,Credit
T0031087,20250911,C0050,COR007,CH005,PR002,30929.33,95,N,,N,Transfer
T0031088,20250810,C0039,COR002,CH001,PR006,17000.0,80,N,,Y,Debit
T0031089,20250501,C0007,COR011,CH002,PR005,18201.45,86,Y,R003,N,Credit
T0031090,20250622,C0011,COR006,CH002,PR005,27000.0,75,N,,Y,Debit
T0031091,20260412,C0024,COR006,CH003,PR005,58211.72,86,N,,N,Transfer
T0031092,20251022,C0173,COR005,CH007,PR004,76155.1,64,N,,N,Debit
T0031093,20260224,C0036,COR005,CH008,PR005,11000.0,83,N,,Y,Transfer
T0031094,20260405,C0021,COR009,CH008,PR006,161423.47,99,N,,N,Transfer
T0031095,20250703,C0121,COR001,CH005,PR006,17366.75,79,N,,N,Transfer
T0031096,20250510,C0156,COR005,CH005,PR003,6117.39,72,N,,N,Debit
T0031097,20250629,C0178,COR005,CH005,PR007,7176.64,75,N,,N,Transfer
T0031098,20250331,C0044,COR007,CH004,PR007,51056.2,92,N,,N,Transfer
T0031099,20251114,C0026,COR006,CH002,PR007,16750.95,99,N,,N,Transfer
T0031100,20250729,C0124,COR002,CH008,PR006,106986.38,82,Y,R007,N,Debit
T0031101,20260227,C0078,COR012,CH001,PR004,27000.0,73,N,,Y,Credit
T0031102,20260107,C0165,COR003,CH002,PR001,13000.0,81,N,,Y,Credit
T0031103,20250224,C0038,COR011,CH004,PR008,184000.0,89,N,,Y,Credit
T0031104,20260218,C0068,COR011,CH003,PR002,476.36,76,N,,N,Debit
T0031105,20260505,C0047,COR008,CH006,PR002,35325.07,77,N,,N,Debit
T0031106,20250401,C0088,COR006,CH001,PR003,78206.02,87,N,,N,Credit
T0031107,20250522,C0136,COR007,CH008,PR006,17617.66,78,N,,N,Debit
T0031108,20250718,C0118,COR010,CH001,PR001,4506.03,72,N,,N,Transfer
T0031109,20251124,C0158,COR008,CH004,PR002,94408.93,74,N,,N,Transfer
T0031110,20260119,C0062,COR002,CH003,PR007,5907.53,63,N,,N,Withdrawal
T0031111,20250222,C0155,COR010,CH008,PR008,46522.38,80,N,,N,Withdrawal
T0031112,20260110,C0031,COR002,CH007,PR003,186865.09,82,N,,N,Credit
T0031113,20260303,C0156,COR011,CH002,PR005,99033.69,88,Y,R004,N,Transfer
T0031114,20260228,C0082,COR006,CH005,PR006,12365.19,80,Y,R005,N,Credit
T0031115,20251209,C0053,COR004,CH004,PR002,9717.74,72,N,,N,Transfer
T0031116,20260501,C0115,COR007,CH008,PR004,30512.13,84,N,,N,Credit
T0031117,20250531,C0087,COR007,CH003,PR005,22584.68,76,N,,N,Credit
T0031118,20251024,C0043,COR002,CH002,PR003,16744.02,67,N,,N,Debit
T0031119,20260301,C0037,COR010,CH008,PR002,20907.02,81,N,,N,Transfer
T0031120,20250603,C0125,COR011,CH005,PR002,18630.61,99,N,,N,Withdrawal
T0031121,20260408,C0168,COR007,CH002,PR003,25349.35,72,N,,N,Debit
T0031122,20250618,C0116,COR005,CH005,PR006,5096.67,86,N,,N,Transfer
T0031123,20250319,C0003,COR003,CH006,PR006,15000.0,91,Y,R003,Y,Transfer
T0031124,20260428,C0016,COR012,CH004,PR008,12007.05,59,N,,N,Transfer
T0031125,20260130,C0040,COR007,CH006,PR003,28963.33,81,N,,N,Credit
T0031126,20250821,C0021,COR010,CH006,PR005,73204.74,86,N,,N,Credit
T0031127,20251029,C0074,COR004,CH004,PR007,3152.62,54,N,,N,Transfer
T0031128,20260209,C0064,COR012,CH001,PR002,5439.48,73,N,,N,Transfer
T0031129,20260501,C0113,COR005,CH003,PR004,34904.59,65,Y,R001,N,Transfer
T0031130,20250812,C0124,COR010,CH006,PR008,53000.0,83,N,,Y,Transfer
T0031131,20251006,C0051,COR012,CH001,PR002,20240.51,81,N,,N,Transfer
T0031132,20251012,C0132,COR002,CH006,PR002,8183.86,82,N,,N,Withdrawal
T0031133,20250824,C0044,COR001,CH007,PR002,36000.0,99,N,,Y,Debit
T0031134,20250721,C0075,COR008,CH007,PR006,10844.22,89,N,,N,Withdrawal
T0031135,20260120,C0080,COR005,CH004,PR003,70841.61,77,N,,N,Debit
T0031136,20250530,C0117,COR004,CH001,PR006,21206.08,74,N,,N,Transfer
T0031137,20260516,C0066,COR011,CH001,PR001,6686.07,71,N,,N,Withdrawal
T0031138,20251217,C0146,COR001,CH001,PR008,48763.34,73,N,,N,Credit
T0031139,20260210,C0091,COR003,CH007,PR006,7784.15,66,N,,N,Transfer
T0031140,20260501,C0080,COR002,CH006,PR008,156935.89,75,N,,N,Credit
T0031141,20251001,C0094,COR003,CH005,PR006,146157.88,68,N,,N,Withdrawal
T0031142,20250116,C0046,COR004,CH003,PR008,4137.13,71,N,,N,Transfer
T0031143,20250618,C0142,COR008,CH003,PR007,21560.9,81,N,,N,Transfer
T0031144,20250207,C0071,COR007,CH004,PR005,5008.65,74,Y,R010,N,Transfer
T0031145,20250608,C0042,COR009,CH002,PR003,7808.25,74,N,,N,Transfer
T0031146,20251004,C0114,COR008,CH003,PR008,3894.3,67,N,,N,Transfer
T0031147,20250501,C0088,COR002,CH003,PR005,3995.6,75,Y,R008,N,Debit
T0031148,20260521,C0115,COR012,CH005,PR002,1181.74,69,N,,N,Credit
T0031149,20260519,C0135,COR002,CH002,PR008,72344.93,62,N,,N,Credit
T0031150,20250821,C0145,COR005,CH003,PR003,18595.32,74,N,,N,Debit
T0031151,20260524,C0150,COR012,CH003,PR007,3272.76,70,N,,N,Debit
T0031152,20250608,C0008,COR003,CH002,PR007,19767.96,53,N,,N,Credit
T0031153,20250708,C0164,COR003,CH007,PR007,8000.0,69,N,,Y,Credit
T0031154,20250530,C0010,COR001,CH004,PR008,8924.21,61,N,,N,Transfer
T0031155,20250415,C0030,COR010,CH007,PR001,4554.61,89,Y,R003,N,Transfer
T0031156,20250911,C0008,COR009,CH001,PR003,114310.28,89,N,,N,Transfer
T0031157,20250224,C0124,COR012,CH002,PR002,23086.12,64,N,,N,Withdrawal
T0031158,20250802,C0121,COR004,CH008,PR002,10861.71,67,N,,N,Debit
T0031159,20251105,C0070,COR011,CH002,PR008,70165.86,94,N,,N,Transfer
T0031160,20260524,C0165,COR002,CH003,PR008,89964.92,81,N,,N,Debit
T0031161,20260117,C0078,COR010,CH001,PR003,11409.82,72,N,,N,Transfer
T0031162,20250614,C0060,COR012,CH005,PR002,36000.0,77,N,,Y,Debit
T0031163,20251231,C0034,COR006,CH001,PR003,148252.68,85,N,,N,Transfer
T0031164,20250120,C0124,COR005,CH007,PR007,95885.62,73,N,,N,Transfer
T0031165,20260327,C0092,COR010,CH004,PR005,5835.2,60,N,,N,Transfer
T0031166,20250910,C0036,COR006,CH007,PR006,16534.94,59,N,,N,Transfer
T0031167,20251028,C0054,COR005,CH005,PR008,45110.51,81,N,,N,Transfer
T0031168,20250330,C0024,COR004,CH008,PR003,10000.0,88,N,,Y,Transfer
T0031169,20260328,C0028,COR001,CH006,PR002,96000.0,88,Y,R003,Y,Transfer
T0031170,20250423,C0164,COR006,CH003,PR007,5122.0,70,N,,N,Credit
T0031171,20251221,C0122,COR010,CH003,PR001,302.88,48,N,,N,Debit
T0031172,20250518,C0140,COR009,CH002,PR003,39373.16,85,N,,N,Transfer
T0031173,20250328,C0076,COR011,CH003,PR008,13770.85,78,N,,N,Transfer
T0031174,20250918,C0126,COR004,CH004,PR006,15385.64,78,N,,N,Transfer
T0031175,20260108,C0158,COR008,CH007,PR002,13276.69,64,N,,N,Withdrawal
T0031176,20260113,C0158,COR006,CH006,PR007,209156.37,82,N,,N,Transfer
T0031177,20250616,C0157,COR004,CH007,PR004,18978.38,75,Y,R010,N,Credit
T0031178,20260501,C0118,COR001,CH005,PR007,20712.91,71,N,,N,Credit
T0031179,20250408,C0017,COR009,CH005,PR001,13214.4,66,N,,N,Transfer
T0031180,20250423,C0041,COR008,CH007,PR007,22809.55,68,Y,R005,N,Transfer
T0031181,20250415,C0075,COR003,CH003,PR007,6592.38,78,N,,N,Transfer
T0031182,20251213,C0174,COR004,CH005,PR005,17000.0,95,N,,Y,Transfer
T0031183,20250708,C0066,COR004,CH006,PR001,37684.59,64,Y,R010,N,Transfer
T0031184,20251228,C0159,COR006,CH001,PR005,21512.25,76,N,,N,Debit
T0031185,20250816,C0037,COR003,CH001,PR001,9236.66,67,N,,N,Debit
T0031186,20260308,C0103,COR007,CH004,PR007,6650.11,89,Y,R003,N,Credit
T0031187,20250401,C0109,COR007,CH003,PR008,6353.72,81,N,,N,Transfer
T0031188,20250320,C0006,COR011,CH003,PR004,43212.53,85,N,,N,Credit
T0031189,20250902,C0004,COR001,CH003,PR004,1068.84,55,N,,N,Transfer
T0031190,20260511,C0121,COR007,CH002,PR006,139943.81,90,Y,R009,N,Debit
T0031191,20260517,C0030,COR006,CH006,PR006,4808.87,90,N,,N,Withdrawal
T0031192,20250512,C0072,COR011,CH008,PR001,17298.05,74,N,,N,Credit
T0031193,20251029,C0179,COR009,CH001,PR007,113882.79,81,N,,N,Credit
T0031194,20250924,C0032,COR012,CH006,PR005,32037.41,90,N,,N,Transfer
T0031195,20250605,C0176,COR009,CH007,PR008,15000.0,73,Y,R009,Y,Transfer
T0031196,20260214,C0050,COR005,CH008,PR005,121638.97,88,Y,R004,N,Credit
T0031197,20260509,C0106,COR003,CH005,PR007,16921.71,65,N,,N,Debit
T0031198,20250410,C0094,COR012,CH006,PR001,33551.86,77,Y,R001,N,Transfer
T0031199,20251204,C0008,COR004,CH008,PR008,124982.54,99,Y,R009,N,Transfer
T0031200,20250617,C0088,COR009,CH002,PR001,51736.9,71,N,,N,Credit
T0031201,20250715,C0178,COR003,CH002,PR006,54212.01,99,N,,N,Credit
T0031202,20260216,C0162,COR009,CH008,PR004,1020805.54,99,N,,N,Transfer
T0031203,20250614,C0130,COR004,CH005,PR006,14000.0,64,N,,Y,Debit
T0031204,20251210,C0023,COR004,CH006,PR006,14423.94,79,Y,R001,N,Debit
T0031205,20251106,C0024,COR005,CH001,PR001,17340.61,64,N,,N,Withdrawal
T0031206,20250210,C0047,COR009,CH002,PR007,129575.73,78,N,,N,Debit
T0031207,20260525,C0146,COR001,CH003,PR003,55324.62,94,N,,N,Credit
T0031208,20260128,C0141,COR002,CH002,PR005,35870.71,92,Y,R002,N,Transfer
T0031209,20250821,C0158,COR012,CH007,PR008,2381.51,74,Y,R004,N,Transfer
T0031210,20250217,C0012,COR003,CH002,PR003,30000.0,71,N,,Y,Debit
T0031211,20260327,C0123,COR010,CH004,PR001,5007.58,57,N,,N,Transfer
T0031212,20250213,C0083,COR003,CH008,PR006,50870.63,99,Y,R001,N,Debit
T0031213,20251020,C0172,COR007,CH003,PR006,13880.02,74,N,,N,Debit
T0031214,20250823,C0116,COR002,CH008,PR003,308717.29,97,N,,N,Credit
T0031215,20260120,C0016,COR006,CH003,PR007,2342.63,63,N,,N,Debit
T0031216,20250527,C0135,COR006,CH007,PR005,28000.0,76,N,,Y,Debit
T0031217,20251225,C0115,COR003,CH004,PR006,10000.0,79,Y,R007,Y,Debit
T0031218,20260215,C0097,COR001,CH006,PR005,24977.02,78,N,,N,Debit
T0031219,20260401,C0118,COR004,CH007,PR008,11309.98,74,N,,N,Credit
T0031220,20260524,C0093,COR010,CH006,PR005,69964.12,65,N,,N,Credit
T0031221,20250517,C0152,COR001,CH005,PR003,186000.0,81,Y,R006,Y,Debit
T0031222,20250127,C0163,COR010,CH008,PR008,120449.1,86,N,,N,Credit
T0031223,20260104,C0002,COR004,CH008,PR007,17155.91,63,N,,N,Debit
T0031224,20250413,C0017,COR005,CH007,PR003,8349.68,71,N,,N,Debit
T0031225,20250330,C0050,COR007,CH008,PR006,22972.78,85,N,,N,Debit
T0031226,20251214,C0095,COR012,CH004,PR004,14656.14,68,N,,N,Debit
T0031227,20250609,C0107,COR006,CH002,PR007,22000.0,85,N,,Y,Credit
T0031228,20260425,C0013,COR011,CH005,PR004,7992.74,85,N,,N,Transfer
T0031229,20250114,C0024,COR001,CH007,PR006,4446.93,73,Y,R006,N,Withdrawal
T0031230,20250613,C0065,COR003,CH003,PR004,49242.05,86,N,,N,Debit
T0031231,20260512,C0151,COR002,CH002,PR008,56000.0,97,Y,R006,Y,Transfer
T0031232,20250403,C0009,COR008,CH004,PR007,11685.28,93,Y,R004,N,Credit
T0031233,20251122,C0081,COR003,CH001,PR001,15000.0,74,N,,Y,Transfer
T0031234,20250710,C0018,COR007,CH002,PR008,4023.39,65,N,,N,Debit
T0031235,20250102,C0059,COR012,CH003,PR006,16207.54,88,N,,N,Withdrawal
T0031236,20260504,C0171,COR011,CH007,PR008,8490.37,73,N,,N,Credit
T0031237,20260312,C0028,COR006,CH005,PR008,15357.31,82,N,,N,Transfer
T0031238,20260518,C0078,COR002,CH003,PR003,18871.38,75,N,,N,Transfer
T0031239,20250301,C0132,COR010,CH002,PR008,44420.13,88,N,,N,Debit
T0031240,20250728,C0078,COR002,CH005,PR004,10038.68,93,N,,N,Debit
T0031241,20260103,C0049,COR003,CH008,PR001,39699.62,76,N,,N,Withdrawal
T0031242,20260504,C0045,COR007,CH007,PR001,4743.02,67,N,,N,Debit
T0031243,20250601,C0060,COR005,CH004,PR001,119901.63,91,N,,N,Transfer
T0031244,20251120,C0028,COR009,CH005,PR001,201112.59,74,N,,N,Transfer
T0031245,20251210,C0070,COR010,CH007,PR007,62387.02,82,N,,N,Credit
T0031246,20250121,C0082,COR007,CH003,PR007,11104.91,76,N,,N,Transfer
T0031247,20250817,C0178,COR010,CH008,PR002,21042.48,90,N,,N,Transfer
T0031248,20260201,C0022,COR006,CH002,PR006,9147.7,87,N,,N,Credit
T0031249,20250419,C0009,COR002,CH004,PR004,5267.71,79,N,,N,Transfer
T0031250,20251003,C0023,COR008,CH002,PR007,65685.4,73,N,,N,Transfer
T0031251,20250623,C0082,COR009,CH002,PR004,11614.81,77,N,,N,Transfer
T0031252,20250507,C0057,COR003,CH006,PR001,5647.5,80,N,,N,Withdrawal
T0031253,20250916,C0004,COR001,CH002,PR007,4025.79,81,Y,R005,N,Credit
T0031254,20250622,C0070,COR009,CH004,PR006,14216.22,88,N,,N,Transfer
T0031255,20250116,C0034,COR011,CH008,PR006,166685.41,87,N,,N,Transfer
T0031256,20250115,C0119,COR008,CH003,PR004,4625.29,73,N,,N,Credit
T0031257,20250701,C0014,COR004,CH008,PR001,29112.53,71,N,,N,Debit
T0031258,20260510,C0070,COR001,CH005,PR003,34053.07,82,N,,N,Credit
T0031259,20260423,C0004,COR011,CH004,PR001,38596.31,86,N,,N,Transfer
T0031260,20260321,C0004,COR012,CH005,PR008,18867.71,69,N,,N,Credit
