order_key,order_id,order_date,customer_id,product_id,category,subcategory,region,channel,device,customer_segment,customer_home_region,status,quantity,unit_price,discount_amount,shipping_fee,tax_amount,gmv,net_revenue,refund_amount,contribution_margin,payment_method,is_first_order,order_month,completed_order_flag,refund_order_flag,cancel_order_flag
17988,O00017988,2026-05-16,U71780,SKU_1005,Apparel,Basics,Midwest,Organic Search,Mobile,Returning,Midwest,Completed,1,59.14,5.65,0.0,0.0,59.14,53.49,0.0,22.88,Card,0,2026-05,1,0,0
17989,O00017989,2026-05-16,U54801,SKU_1011,Beauty,Makeup,West,Email,Mobile,Returning,West,Completed,1,35.96,2.65,0.0,0.0,35.96,33.31,0.0,10.35,Card,0,2026-05,1,0,0
17990,O00017990,2026-05-16,U79506,SKU_1040,Sports,Team Sports,West,Organic Search,Mobile,Returning,West,Completed,1,78.28,3.52,0.0,0.0,78.28,74.76,0.0,31.81,Card,0,2026-05,1,0,0
17991,O00017991,2026-05-16,U11641,SKU_1027,Home,Bedding,West,Email,Mobile,Returning,West,Completed,1,102.06,13.97,0.0,0.0,102.06,88.09,0.0,24.92,Card,0,2026-05,1,0,0
17992,O00017992,2026-05-16,U86181,SKU_1036,Sports,Outdoor,West,Direct,Desktop,Returning,West,Completed,1,68.56,6.16,0.0,0.0,68.56,62.4,0.0,21.68,Card,0,2026-05,1,0,0
17993,O00017993,2026-05-16,U22740,SKU_1002,Apparel,Outerwear,South,Email,Mobile,Returning,South,Completed,1,68.86,5.78,0.0,0.0,68.86,63.08,0.0,20.04,Card,0,2026-05,1,0,0
17994,O00017994,2026-05-16,U19743,SKU_1012,Beauty,Makeup,International,Affiliate,Desktop,Returning,International,Completed,1,30.42,1.53,0.0,0.0,30.42,28.89,0.0,9.93,Card,0,2026-05,1,0,0
17995,O00017995,2026-05-16,U88279,SKU_1016,Beauty,Haircare,West,Paid Search,Desktop,Returning,West,Completed,1,27.61,2.88,0.0,0.0,27.61,24.73,0.0,11.97,Card,0,2026-05,1,0,0
17996,O00017996,2026-05-17,U54965,SKU_1009,Beauty,Skincare,South,Email,Mobile,Returning,South,Completed,1,46.75,5.95,0.0,0.0,46.75,40.8,0.0,17.1,Card,0,2026-05,1,0,0
17997,O00017997,2026-05-17,U45101,SKU_1043,Books,Fiction,International,Direct,Desktop,Returning,International,Completed,1,20.68,2.07,0.0,0.0,20.68,18.61,0.0,7.46,Card,0,2026-05,1,0,0
17998,O00017998,2026-05-17,U12584,SKU_1021,Electronics,Wearables,West,Organic Search,Desktop,Returning,West,Completed,2,231.2,43.27,0.0,0.0,462.4,419.13,0.0,161.39,Card,0,2026-05,1,0,0
17999,O00017999,2026-05-17,U83253,SKU_1027,Home,Bedding,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,102.06,9.79,0.0,0.0,102.06,92.27,0.0,26.1,Card,0,2026-05,1,0,0
18000,O00018000,2026-05-17,U26174,SKU_1018,Electronics,Audio,West,Direct,Tablet,Returning,West,Completed,2,258.83,5.33,0.0,0.0,517.66,512.33,0.0,232.79,Card,0,2026-05,1,0,0
18001,O00018001,2026-05-17,U16928,SKU_1045,Books,Children,Northeast,Affiliate,Tablet,Returning,Northeast,Completed,1,24.57,1.18,0.0,0.0,24.57,23.39,0.0,8.16,Card,0,2026-05,1,0,0
18002,O00018002,2026-05-17,U45516,SKU_1047,Books,Wellness,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,2,24.09,4.42,0.0,0.0,48.18,43.76,0.0,16.62,Card,0,2026-05,1,0,0
18003,O00018003,2026-05-17,U89962,SKU_1002,Apparel,Outerwear,Northeast,Paid Social,Mobile,Returning,Northeast,Completed,1,68.86,5.76,0.0,0.0,68.86,63.1,0.0,20.05,Card,0,2026-05,1,0,0
18004,O00018004,2026-05-17,U37184,SKU_1047,Books,Wellness,South,Paid Search,Mobile,Returning,South,Completed,1,24.09,2.7,0.0,0.0,24.09,21.39,0.0,8.12,Card,0,2026-05,1,0,0
18005,O00018005,2026-05-17,U96716,SKU_1042,Books,Business,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,25.86,0.0,0.0,0.0,25.86,25.86,0.0,13.95,Card,0,2026-05,1,0,0
18006,O00018006,2026-05-17,U45230,SKU_1007,Apparel,Accessories,West,Direct,Desktop,Returning,West,Completed,1,49.81,2.43,0.0,0.0,49.81,47.38,0.0,18.05,Card,0,2026-05,1,0,0
18007,O00018007,2026-05-17,U12490,SKU_1027,Home,Bedding,West,Email,Mobile,Returning,West,Completed,1,102.06,7.82,0.0,0.0,102.06,94.24,0.0,26.66,Card,0,2026-05,1,0,0
18008,O00018008,2026-05-17,U92624,SKU_1048,Books,Wellness,International,Paid Search,Desktop,Returning,International,Completed,1,28.96,2.72,0.0,0.0,28.96,26.24,0.0,10.89,Card,0,2026-05,1,0,0
18009,O00018009,2026-05-17,U77910,SKU_1001,Apparel,Outerwear,South,Referral,Desktop,Returning,South,Completed,1,55.32,4.38,0.0,0.0,55.32,50.94,0.0,17.71,Card,0,2026-05,1,0,0
18010,O00018010,2026-05-17,U62246,SKU_1002,Apparel,Outerwear,West,Organic Search,Mobile,Returning,West,Completed,1,68.86,5.85,0.0,0.0,68.86,63.01,0.0,20.02,Card,0,2026-05,1,0,0
18011,O00018011,2026-05-17,U96881,SKU_1015,Beauty,Haircare,Midwest,Email,Mobile,Returning,Midwest,Completed,2,46.32,7.14,0.0,0.0,92.64,85.5,0.0,30.28,Card,0,2026-05,1,0,0
18012,O00018012,2026-05-17,U89416,SKU_1002,Apparel,Outerwear,Midwest,Direct,Desktop,Returning,Midwest,Completed,1,68.86,8.0,0.0,0.0,68.86,60.86,0.0,19.34,Card,0,2026-05,1,0,0
18013,O00018013,2026-05-17,U47249,SKU_1010,Beauty,Skincare,West,Organic Search,Desktop,Returning,West,Completed,1,37.2,0.5,0.0,0.0,37.2,36.7,0.0,12.3,Card,0,2026-05,1,0,0
18014,O00018014,2026-05-17,U34600,SKU_1014,Beauty,Fragrance,Northeast,Direct,Desktop,Returning,Northeast,Completed,1,35.24,0.63,0.0,0.0,35.24,34.61,0.0,20.73,Card,0,2026-05,1,0,0
18015,O00018015,2026-05-17,U98114,SKU_1015,Beauty,Haircare,Northeast,Paid Social,Desktop,Returning,Northeast,Completed,1,46.32,1.8,0.0,0.0,46.32,44.52,0.0,15.77,Card,0,2026-05,1,0,0
18016,O00018016,2026-05-17,U53803,SKU_1042,Books,Business,South,Paid Search,Mobile,Returning,South,Completed,1,25.86,2.31,0.0,0.0,25.86,23.55,0.0,12.7,Card,0,2026-05,1,0,0
18017,O00018017,2026-05-17,U45191,SKU_1018,Electronics,Audio,Midwest,Referral,Mobile,Returning,Midwest,Refunded,1,258.83,0.0,0.0,0.0,258.83,0.0,258.83,0.0,Card,0,2026-05,0,1,0
18018,O00018018,2026-05-17,U10412,SKU_1022,Electronics,Wearables,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,2,208.98,16.22,0.0,0.0,417.96,401.74,0.0,130.29,Card,0,2026-05,1,0,0
18019,O00018019,2026-05-17,U84518,SKU_1009,Beauty,Skincare,South,Direct,Desktop,Returning,South,Completed,1,46.75,5.6,0.0,0.0,46.75,41.15,0.0,17.25,Card,0,2026-05,1,0,0
18020,O00018020,2026-05-17,U71888,SKU_1043,Books,Fiction,Northeast,Direct,Desktop,Returning,Northeast,Completed,2,20.68,2.72,0.0,0.0,41.36,38.64,0.0,15.49,Card,0,2026-05,1,0,0
18021,O00018021,2026-05-17,U90351,SKU_1011,Beauty,Makeup,International,Paid Search,Desktop,Returning,International,Completed,1,35.96,4.23,0.0,0.0,35.96,31.73,0.0,9.86,Card,0,2026-05,1,0,0
18022,O00018022,2026-05-17,U64058,SKU_1036,Sports,Outdoor,Midwest,Email,Mobile,Returning,Midwest,Completed,2,68.56,10.68,0.0,0.0,137.12,126.44,0.0,43.92,Card,0,2026-05,1,0,0
18023,O00018023,2026-05-17,U36348,SKU_1009,Beauty,Skincare,South,Email,Desktop,Returning,South,Completed,1,46.75,6.62,0.0,0.0,46.75,40.13,0.0,16.82,Card,0,2026-05,1,0,0
18024,O00018024,2026-05-17,U90044,SKU_1022,Electronics,Wearables,West,Paid Search,Desktop,Returning,West,Completed,2,208.98,33.12,0.0,0.0,417.96,384.84,0.0,124.8,Card,0,2026-05,1,0,0
18025,O00018025,2026-05-17,U86781,SKU_1004,Apparel,Footwear,South,Email,Mobile,Returning,South,Completed,1,58.25,4.26,0.0,0.0,58.25,53.99,0.0,23.88,Card,0,2026-05,1,0,0
18026,O00018026,2026-05-17,U44832,SKU_1047,Books,Wellness,Midwest,Affiliate,Mobile,Returning,Midwest,Completed,1,24.09,1.15,0.0,0.0,24.09,22.94,0.0,8.71,Card,0,2026-05,1,0,0
18027,O00018027,2026-05-17,U74719,SKU_1011,Beauty,Makeup,South,Email,Tablet,Returning,South,Completed,1,35.96,6.69,0.0,0.0,35.96,29.27,0.0,9.1,Card,0,2026-05,1,0,0
18028,O00018028,2026-05-17,U70308,SKU_1037,Sports,Recovery,South,Organic Search,Mobile,Returning,South,Completed,2,67.21,7.94,0.0,0.0,134.42,126.48,0.0,53.62,Card,0,2026-05,1,0,0
18029,O00018029,2026-05-17,U96214,SKU_1035,Sports,Outdoor,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,1,83.01,10.63,0.0,0.0,83.01,72.38,0.0,28.45,Card,0,2026-05,1,0,0
18030,O00018030,2026-05-17,U27802,SKU_1005,Apparel,Basics,West,Organic Search,Desktop,Returning,West,Completed,1,59.14,6.93,0.0,0.0,59.14,52.21,0.0,22.34,Card,0,2026-05,1,0,0
18031,O00018031,2026-05-17,U53534,SKU_1013,Beauty,Fragrance,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,50.45,4.3,0.0,0.0,50.45,46.15,0.0,12.57,Card,0,2026-05,1,0,0
18032,O00018032,2026-05-17,U19225,SKU_1026,Home,Kitchen,West,Paid Search,Tablet,Returning,West,Completed,2,95.4,7.6,0.0,0.0,190.8,183.2,0.0,97.46,Card,0,2026-05,1,0,0
18033,O00018033,2026-05-17,U36512,SKU_1041,Books,Business,South,Organic Search,Mobile,Returning,South,Completed,2,21.2,5.41,0.0,0.0,42.4,36.99,0.0,13.28,Card,0,2026-05,1,0,0
18034,O00018034,2026-05-17,U58386,SKU_1018,Electronics,Audio,International,Direct,Desktop,Returning,International,Completed,2,258.83,17.85,0.0,0.0,517.66,499.81,0.0,227.1,Card,0,2026-05,1,0,0
18035,O00018035,2026-05-17,U15289,SKU_1003,Apparel,Footwear,International,Direct,Desktop,Returning,International,Completed,2,71.09,9.45,0.0,0.0,142.18,132.73,0.0,58.54,Card,0,2026-05,1,0,0
18036,O00018036,2026-05-17,U66100,SKU_1008,Apparel,Accessories,South,Organic Search,Mobile,Returning,South,Completed,1,59.11,0.59,0.0,0.0,59.11,58.52,0.0,19.31,Card,0,2026-05,1,0,0
18037,O00018037,2026-05-17,U16411,SKU_1046,Books,Children,West,Paid Search,Desktop,Returning,West,Completed,1,27.66,2.57,0.0,0.0,27.66,25.09,0.0,10.48,Card,0,2026-05,1,0,0
18038,O00018038,2026-05-17,U71857,SKU_1013,Beauty,Fragrance,International,Referral,Desktop,Returning,International,Completed,1,50.45,2.28,0.0,0.0,50.45,48.17,0.0,13.12,Card,0,2026-05,1,0,0
18039,O00018039,2026-05-18,U36007,SKU_1013,Beauty,Fragrance,West,Email,Tablet,Returning,West,Completed,2,50.45,7.62,0.0,0.0,100.9,93.28,0.0,25.4,Card,0,2026-05,1,0,0
18040,O00018040,2026-05-18,U33383,SKU_1004,Apparel,Footwear,West,Organic Search,Desktop,Returning,West,Completed,1,58.25,9.11,0.0,0.0,58.25,49.14,0.0,21.74,Card,0,2026-05,1,0,0
18041,O00018041,2026-05-18,U79871,SKU_1037,Sports,Recovery,Midwest,Paid Search,Mobile,Returning,Midwest,Completed,1,67.21,3.24,0.0,0.0,67.21,63.97,0.0,27.12,Card,0,2026-05,1,0,0
18042,O00018042,2026-05-18,U75230,SKU_1003,Apparel,Footwear,Northeast,Paid Search,Mobile,Returning,Northeast,Completed,1,71.09,7.54,0.0,0.0,71.09,63.55,0.0,28.03,Card,0,2026-05,1,0,0
18043,O00018043,2026-05-18,U11907,SKU_1045,Books,Children,West,Email,Mobile,Returning,West,Completed,1,24.57,1.78,0.0,0.0,24.57,22.79,0.0,7.95,Card,0,2026-05,1,0,0
18044,O00018044,2026-05-18,U36228,SKU_1044,Books,Fiction,West,Email,Desktop,Returning,West,Completed,2,26.55,6.68,0.0,0.0,53.1,46.42,0.0,25.45,Card,0,2026-05,1,0,0
18045,O00018045,2026-05-18,U43869,SKU_1022,Electronics,Wearables,South,Organic Search,Tablet,Returning,South,Completed,1,208.98,16.03,0.0,0.0,208.98,192.95,0.0,62.57,Card,0,2026-05,1,0,0
18046,O00018046,2026-05-18,U17159,SKU_1008,Apparel,Accessories,South,Email,Mobile,Returning,South,Completed,1,59.11,6.01,0.0,0.0,59.11,53.1,0.0,17.52,Card,0,2026-05,1,0,0
18047,O00018047,2026-05-18,U25828,SKU_1012,Beauty,Makeup,Midwest,Referral,Desktop,Returning,Midwest,Completed,1,30.42,1.95,0.0,0.0,30.42,28.47,0.0,9.79,Card,0,2026-05,1,0,0
18048,O00018048,2026-05-18,U91886,SKU_1029,Home,Decor,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,2,98.15,17.39,0.0,0.0,196.3,178.91,0.0,66.09,Card,0,2026-05,1,0,0
18049,O00018049,2026-05-18,U34404,SKU_1026,Home,Kitchen,Northeast,Affiliate,Mobile,Returning,Northeast,Completed,2,95.4,26.56,0.0,0.0,190.8,164.24,0.0,87.37,Card,0,2026-05,1,0,0
18050,O00018050,2026-05-18,U98340,SKU_1014,Beauty,Fragrance,Northeast,Paid Search,Mobile,Returning,Northeast,Completed,1,35.24,2.69,0.0,0.0,35.24,32.55,0.0,19.5,Card,0,2026-05,1,0,0
18051,O00018051,2026-05-18,U50267,SKU_1042,Books,Business,South,Organic Search,Desktop,Returning,South,Completed,1,25.86,2.41,0.0,0.0,25.86,23.45,0.0,12.65,Card,0,2026-05,1,0,0
18052,O00018052,2026-05-18,U34922,SKU_1032,Home,Storage,Midwest,Organic Search,Tablet,Returning,Midwest,Completed,1,111.87,7.96,0.0,0.0,111.87,103.91,0.0,23.69,Card,0,2026-05,1,0,0
18053,O00018053,2026-05-18,U12962,SKU_1025,Home,Kitchen,Northeast,Organic Search,Mobile,Returning,Northeast,Completed,2,87.29,14.11,0.0,0.0,174.58,160.47,0.0,71.17,Card,0,2026-05,1,0,0
18054,O00018054,2026-05-18,U87067,SKU_1029,Home,Decor,South,Email,Mobile,Returning,South,Completed,1,98.15,13.65,0.0,0.0,98.15,84.5,0.0,31.21,Card,0,2026-05,1,0,0
18055,O00018055,2026-05-18,U99568,SKU_1007,Apparel,Accessories,International,Paid Search,Desktop,Returning,International,Completed,1,49.81,5.71,0.0,0.0,49.81,44.1,0.0,16.81,Card,0,2026-05,1,0,0
18056,O00018056,2026-05-18,U86819,SKU_1005,Apparel,Basics,Northeast,Email,Desktop,Returning,Northeast,Completed,1,59.14,8.31,0.0,0.0,59.14,50.83,0.0,21.75,Card,0,2026-05,1,0,0
18057,O00018057,2026-05-18,U34787,SKU_1048,Books,Wellness,West,Email,Desktop,Returning,West,Completed,1,28.96,2.33,0.0,0.0,28.96,26.63,0.0,11.05,Card,0,2026-05,1,0,0
18058,O00018058,2026-05-18,U75693,SKU_1030,Home,Decor,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,90.66,6.82,0.0,0.0,90.66,83.84,0.0,35.81,Card,0,2026-05,1,0,0
18059,O00018059,2026-05-18,U20996,SKU_1032,Home,Storage,International,Paid Search,Desktop,Returning,International,Completed,1,111.87,9.22,0.0,0.0,111.87,102.65,0.0,23.4,Card,0,2026-05,1,0,0
18060,O00018060,2026-05-18,U88221,SKU_1005,Apparel,Basics,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,2,59.14,7.16,0.0,0.0,118.28,111.12,0.0,47.54,Card,0,2026-05,1,0,0
18061,O00018061,2026-05-18,U73446,SKU_1015,Beauty,Haircare,Midwest,Affiliate,Mobile,Returning,Midwest,Completed,1,46.32,5.72,0.0,0.0,46.32,40.6,0.0,14.38,Card,0,2026-05,1,0,0
18062,O00018062,2026-05-18,U83569,SKU_1031,Home,Storage,West,Direct,Mobile,Returning,West,Completed,1,87.53,11.07,0.0,0.0,87.53,76.46,0.0,33.56,Card,0,2026-05,1,0,0
18063,O00018063,2026-05-18,U30675,SKU_1010,Beauty,Skincare,West,Organic Search,Desktop,Returning,West,Completed,1,37.2,4.38,0.0,0.0,37.2,32.82,0.0,11.0,Card,0,2026-05,1,0,0
18064,O00018064,2026-05-18,U53970,SKU_1010,Beauty,Skincare,International,Organic Search,Desktop,Returning,International,Completed,2,37.2,10.04,0.0,0.0,74.4,64.36,0.0,21.58,Card,0,2026-05,1,0,0
18065,O00018065,2026-05-18,U77238,SKU_1003,Apparel,Footwear,South,Direct,Desktop,Returning,South,Completed,1,71.09,2.03,0.0,0.0,71.09,69.06,0.0,30.46,Card,0,2026-05,1,0,0
18066,O00018066,2026-05-18,U65707,SKU_1011,Beauty,Makeup,International,Paid Search,Mobile,Returning,International,Completed,1,35.96,2.52,0.0,0.0,35.96,33.44,0.0,10.39,Card,0,2026-05,1,0,0
18067,O00018067,2026-05-18,U99305,SKU_1033,Sports,Training,Midwest,Email,Desktop,Returning,Midwest,Completed,1,78.25,6.28,0.0,0.0,78.25,71.97,0.0,24.94,Card,0,2026-05,1,0,0
18068,O00018068,2026-05-18,U65495,SKU_1012,Beauty,Makeup,West,Paid Search,Mobile,Returning,West,Refunded,2,30.42,1.77,0.0,0.0,60.84,0.0,59.07,0.0,Card,0,2026-05,0,1,0
18069,O00018069,2026-05-18,U59133,SKU_1016,Beauty,Haircare,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,27.61,2.74,0.0,0.0,27.61,24.87,0.0,12.04,Card,0,2026-05,1,0,0
18070,O00018070,2026-05-18,U14606,SKU_1047,Books,Wellness,South,Direct,Mobile,Returning,South,Completed,1,24.09,2.56,0.0,0.0,24.09,21.53,0.0,8.18,Card,0,2026-05,1,0,0
18071,O00018071,2026-05-18,U43018,SKU_1038,Sports,Recovery,South,Paid Search,Tablet,Returning,South,Completed,1,91.48,8.52,0.0,0.0,91.48,82.96,0.0,33.09,Card,0,2026-05,1,0,0
18072,O00018072,2026-05-18,U85598,SKU_1036,Sports,Outdoor,South,Paid Search,Tablet,Returning,South,Completed,1,68.56,9.28,0.0,0.0,68.56,59.28,0.0,20.59,Card,0,2026-05,1,0,0
18073,O00018073,2026-05-18,U26660,SKU_1043,Books,Fiction,West,Affiliate,Desktop,Returning,West,Completed,1,20.68,0.84,0.0,0.0,20.68,19.84,0.0,7.95,Card,0,2026-05,1,0,0
18074,O00018074,2026-05-18,U68122,SKU_1011,Beauty,Makeup,Midwest,Direct,Desktop,Returning,Midwest,Completed,1,35.96,1.92,0.0,0.0,35.96,34.04,0.0,10.58,Card,0,2026-05,1,0,0
18075,O00018075,2026-05-18,U65239,SKU_1004,Apparel,Footwear,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,58.25,5.24,0.0,0.0,58.25,53.01,0.0,23.45,Card,0,2026-05,1,0,0
18076,O00018076,2026-05-18,U57511,SKU_1015,Beauty,Haircare,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,46.32,3.66,0.0,0.0,46.32,42.66,0.0,15.11,Card,0,2026-05,1,0,0
18077,O00018077,2026-05-18,U42325,SKU_1004,Apparel,Footwear,Northeast,Email,Mobile,Returning,Northeast,Completed,1,58.25,8.53,0.0,0.0,58.25,49.72,0.0,21.99,Card,0,2026-05,1,0,0
18078,O00018078,2026-05-18,U55656,SKU_1042,Books,Business,South,Paid Social,Mobile,Returning,South,Completed,1,25.86,2.55,0.0,0.0,25.86,23.31,0.0,12.57,Card,0,2026-05,1,0,0
18079,O00018079,2026-05-18,U94419,SKU_1044,Books,Fiction,South,Direct,Mobile,Returning,South,Completed,1,26.55,2.16,0.0,0.0,26.55,24.39,0.0,13.37,Card,0,2026-05,1,0,0
18080,O00018080,2026-05-18,U27439,SKU_1039,Sports,Team Sports,South,Referral,Desktop,Returning,South,Completed,1,89.83,6.37,0.0,0.0,89.83,83.46,0.0,36.36,Card,0,2026-05,1,0,0
18081,O00018081,2026-05-18,U68557,SKU_1007,Apparel,Accessories,Northeast,Affiliate,Desktop,Returning,Northeast,Completed,1,49.81,8.99,0.0,0.0,49.81,40.82,0.0,15.56,Card,0,2026-05,1,0,0
18082,O00018082,2026-05-18,U16760,SKU_1027,Home,Bedding,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,102.06,9.6,0.0,0.0,102.06,92.46,0.0,26.15,Card,0,2026-05,1,0,0
18083,O00018083,2026-05-18,U61173,SKU_1024,Electronics,Accessories,South,Email,Desktop,Returning,South,Completed,1,205.32,13.62,0.0,0.0,205.32,191.7,0.0,99.35,Card,0,2026-05,1,0,0
18084,O00018084,2026-05-19,U50264,SKU_1032,Home,Storage,International,Email,Mobile,Returning,International,Completed,2,111.87,26.89,0.0,0.0,223.74,196.85,0.0,44.88,Card,0,2026-05,1,0,0
18085,O00018085,2026-05-19,U14363,SKU_1018,Electronics,Audio,South,Email,Tablet,Returning,South,Completed,1,258.83,27.44,0.0,0.0,258.83,231.39,0.0,105.14,Card,0,2026-05,1,0,0
18086,O00018086,2026-05-19,U76549,SKU_1037,Sports,Recovery,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,2,67.21,5.85,0.0,0.0,134.42,128.57,0.0,54.5,Card,0,2026-05,1,0,0
18087,O00018087,2026-05-19,U58994,SKU_1026,Home,Kitchen,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,95.4,8.52,0.0,0.0,95.4,86.88,0.0,46.22,Card,0,2026-05,1,0,0
18088,O00018088,2026-05-19,U17381,SKU_1005,Apparel,Basics,International,Organic Search,Desktop,Returning,International,Completed,1,59.14,2.95,0.0,0.0,59.14,56.19,0.0,24.04,Card,0,2026-05,1,0,0
18089,O00018089,2026-05-19,U12930,SKU_1015,Beauty,Haircare,South,Email,Desktop,Returning,South,Completed,1,46.32,4.64,0.0,0.0,46.32,41.68,0.0,14.76,Card,0,2026-05,1,0,0
18090,O00018090,2026-05-19,U90369,SKU_1010,Beauty,Skincare,South,Affiliate,Mobile,Returning,South,Completed,2,37.2,2.34,0.0,0.0,74.4,72.06,0.0,24.16,Card,0,2026-05,1,0,0
18091,O00018091,2026-05-19,U47156,SKU_1015,Beauty,Haircare,Midwest,Direct,Desktop,Returning,Midwest,Completed,1,46.32,3.93,0.0,0.0,46.32,42.39,0.0,15.01,Card,0,2026-05,1,0,0
18092,O00018092,2026-05-19,U58359,SKU_1014,Beauty,Fragrance,Midwest,Email,Mobile,Returning,Midwest,Refunded,2,35.24,7.66,0.0,0.0,70.48,0.0,62.82,0.0,Card,0,2026-05,0,1,0
18093,O00018093,2026-05-19,U36282,SKU_1033,Sports,Training,West,Referral,Desktop,Returning,West,Completed,1,78.25,4.09,0.0,0.0,78.25,74.16,0.0,25.69,Card,0,2026-05,1,0,0
18094,O00018094,2026-05-19,U15702,SKU_1048,Books,Wellness,West,Organic Search,Mobile,Returning,West,Completed,1,28.96,3.7,0.0,0.0,28.96,25.26,0.0,10.49,Card,0,2026-05,1,0,0
18095,O00018095,2026-05-19,U14504,SKU_1035,Sports,Outdoor,West,Organic Search,Desktop,Returning,West,Completed,1,83.01,5.82,0.0,0.0,83.01,77.19,0.0,30.34,Card,0,2026-05,1,0,0
18096,O00018096,2026-05-19,U84374,SKU_1012,Beauty,Makeup,West,Organic Search,Tablet,Returning,West,Completed,1,30.42,3.22,0.0,0.0,30.42,27.2,0.0,9.35,Card,0,2026-05,1,0,0
18097,O00018097,2026-05-19,U83187,SKU_1004,Apparel,Footwear,West,Paid Search,Mobile,Returning,West,Completed,1,58.25,3.15,0.0,0.0,58.25,55.1,0.0,24.37,Card,0,2026-05,1,0,0
18098,O00018098,2026-05-19,U59212,SKU_1034,Sports,Training,South,Organic Search,Mobile,Returning,South,Completed,1,82.03,12.91,0.0,0.0,82.03,69.12,0.0,34.48,Card,0,2026-05,1,0,0
18099,O00018099,2026-05-19,U61635,SKU_1037,Sports,Recovery,West,Organic Search,Desktop,Returning,West,Completed,1,67.21,6.48,0.0,0.0,67.21,60.73,0.0,25.74,Card,0,2026-05,1,0,0
18100,O00018100,2026-05-19,U88494,SKU_1004,Apparel,Footwear,Midwest,Affiliate,Tablet,Returning,Midwest,Completed,1,58.25,3.09,0.0,0.0,58.25,55.16,0.0,24.4,Card,0,2026-05,1,0,0
18101,O00018101,2026-05-19,U26867,SKU_1038,Sports,Recovery,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,91.48,6.87,0.0,0.0,91.48,84.61,0.0,33.75,Card,0,2026-05,1,0,0
18102,O00018102,2026-05-19,U33082,SKU_1001,Apparel,Outerwear,West,Paid Search,Tablet,Returning,West,Completed,1,55.32,7.63,0.0,0.0,55.32,47.69,0.0,16.58,Card,0,2026-05,1,0,0
18103,O00018103,2026-05-19,U83552,SKU_1033,Sports,Training,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,78.25,8.38,0.0,0.0,78.25,69.87,0.0,24.21,Card,0,2026-05,1,0,0
18104,O00018104,2026-05-19,U29642,SKU_1001,Apparel,Outerwear,West,Direct,Mobile,Returning,West,Completed,1,55.32,4.24,0.0,0.0,55.32,51.08,0.0,17.76,Card,0,2026-05,1,0,0
18105,O00018105,2026-05-19,U38721,SKU_1022,Electronics,Wearables,South,Direct,Desktop,Returning,South,Completed,1,208.98,24.37,0.0,0.0,208.98,184.61,0.0,59.87,Card,0,2026-05,1,0,0
18106,O00018106,2026-05-19,U10885,SKU_1038,Sports,Recovery,West,Email,Desktop,Returning,West,Completed,1,91.48,8.48,0.0,0.0,91.48,83.0,0.0,33.11,Card,0,2026-05,1,0,0
18107,O00018107,2026-05-19,U96994,SKU_1015,Beauty,Haircare,International,Email,Mobile,Returning,International,Completed,1,46.32,4.24,0.0,0.0,46.32,42.08,0.0,14.9,Card,0,2026-05,1,0,0
18108,O00018108,2026-05-19,U61750,SKU_1004,Apparel,Footwear,International,Email,Tablet,Returning,International,Completed,1,58.25,9.15,0.0,0.0,58.25,49.1,0.0,21.72,Card,0,2026-05,1,0,0
18109,O00018109,2026-05-19,U76386,SKU_1023,Electronics,Accessories,International,Direct,Desktop,Returning,International,Completed,1,262.59,20.37,0.0,0.0,262.59,242.22,0.0,99.31,Card,0,2026-05,1,0,0
18110,O00018110,2026-05-19,U88191,SKU_1021,Electronics,Wearables,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,1,231.2,18.73,0.0,0.0,231.2,212.47,0.0,81.81,Card,0,2026-05,1,0,0
18111,O00018111,2026-05-19,U90321,SKU_1011,Beauty,Makeup,West,Organic Search,Desktop,Returning,West,Completed,1,35.96,3.72,0.0,0.0,35.96,32.24,0.0,10.02,Card,0,2026-05,1,0,0
18112,O00018112,2026-05-19,U40709,SKU_1047,Books,Wellness,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,2,24.09,4.38,0.0,0.0,48.18,43.8,0.0,16.63,Card,0,2026-05,1,0,0
18113,O00018113,2026-05-19,U62411,SKU_1013,Beauty,Fragrance,Northeast,Direct,Desktop,Returning,Northeast,Completed,2,50.45,12.3,0.0,0.0,100.9,88.6,0.0,24.13,Card,0,2026-05,1,0,0
