UserID,LastOrderDate,DaysSinceLastPurchase,LifetimeOrders,LifetimeNetRevenue,AcquisitionChannel,Region,PlanTier,CustomerSegment,RiskScore,RiskBand,ChurnSignal,RecommendedAction
U005543,,9999,0,0.0,Paid Search,APAC,Growth,Enterprise,100.0,High,0,Winback offer
U005544,,9999,0,0.0,Lifecycle Email,APAC,Growth,Mid-Market,100.0,High,0,Winback offer
U005545,2026-04-16,45,8,489.26,Partner,APAC,Growth,Consumer,0.0,Low,0,Monitor
U005546,2025-11-12,200,4,126.76,Paid Search,APAC,Starter,Consumer,93.5,High,1,Winback offer
U005547,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U005548,,9999,0,0.0,Paid Social,APAC,Pro,SMB,100.0,High,0,Winback offer
U005549,,9999,0,0.0,Paid Search,APAC,Free,Enterprise,100.0,High,0,Winback offer
U005550,,9999,0,0.0,Organic,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U005551,2026-05-23,8,12,545.71,Organic,North America,Starter,SMB,0.0,Low,0,Cross-sell
U005552,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005553,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U005554,,9999,0,0.0,Paid Search,APAC,Starter,SMB,100.0,High,0,Winback offer
U005555,2026-04-20,41,2,94.26,Organic,Europe,Starter,SMB,6.1,Low,0,Monitor
U005556,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U005557,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005558,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U005559,2026-03-12,80,4,411.2,Paid Search,APAC,Starter,Mid-Market,27.5,Low,0,Monitor
U005560,,9999,0,0.0,Organic,North America,Growth,SMB,100.0,High,0,Winback offer
U005561,2025-12-23,159,10,216.89,Lifecycle Email,APAC,Free,SMB,71.0,High,1,Winback offer
U005562,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U005563,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U005564,,9999,0,0.0,Paid Social,APAC,Starter,Enterprise,100.0,High,0,Winback offer
U005565,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U005566,2026-04-24,37,2,132.57,Partner,Europe,Starter,Mid-Market,0.9,Low,0,Monitor
U005567,,9999,0,0.0,Paid Social,Europe,Pro,Consumer,100.0,High,0,Winback offer
U005568,2025-06-21,344,9,418.23,Paid Search,North America,Starter,SMB,100.0,High,1,Winback offer
U005569,,9999,0,0.0,Partner,APAC,Starter,SMB,100.0,High,0,Winback offer
U005570,2026-04-01,60,14,578.92,Organic,North America,Growth,Consumer,22.5,Low,0,Monitor
U005571,2026-05-31,0,5,346.91,Paid Search,Europe,Free,Enterprise,0.0,Low,0,Cross-sell
U005572,,9999,0,0.0,Paid Social,APAC,Growth,SMB,100.0,High,0,Winback offer
U005573,,9999,0,0.0,Paid Search,Europe,Growth,Mid-Market,100.0,High,0,Winback offer
U005574,2026-02-27,93,11,256.2,Partner,APAC,Free,SMB,34.7,Low,1,Monitor
U005575,2026-05-16,15,2,158.51,Paid Social,North America,Growth,SMB,0.0,Low,0,Cross-sell
U005576,2026-04-05,56,3,170.12,Paid Search,North America,Growth,SMB,8.3,Low,0,Monitor
U005577,2026-01-16,135,5,42.62,Paid Search,LATAM,Free,Consumer,57.8,Medium,1,Lifecycle email
U005578,,9999,0,0.0,Lifecycle Email,APAC,Starter,Mid-Market,100.0,High,0,Winback offer
U005579,,9999,0,0.0,Organic,APAC,Free,Mid-Market,100.0,High,0,Winback offer
U005580,2026-04-28,33,3,37.32,Referral,North America,Free,Consumer,1.7,Low,0,Monitor
U005581,2025-11-17,195,8,3629.42,Organic,APAC,Pro,Enterprise,90.8,High,1,Winback offer
U005582,,9999,0,0.0,Paid Search,APAC,Pro,SMB,100.0,High,0,Winback offer
U005583,2026-04-29,32,10,2675.21,Partner,North America,Growth,Enterprise,1.1,Low,0,Monitor
U005584,2025-08-21,283,11,846.92,Paid Search,APAC,Pro,Consumer,100.0,High,1,Winback offer
U005585,2026-04-25,36,3,104.32,Organic,APAC,Growth,Consumer,3.3,Low,0,Monitor
U005586,,9999,0,0.0,Paid Search,APAC,Starter,SMB,100.0,High,0,Winback offer
U005587,2025-06-30,335,4,30.1,Paid Social,North America,Free,Consumer,100.0,High,1,Winback offer
U005588,,9999,0,0.0,Partner,APAC,Growth,Enterprise,100.0,High,0,Winback offer
U005589,,9999,0,0.0,Partner,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U005590,2026-04-27,34,19,2081.13,Paid Social,APAC,Growth,Mid-Market,2.2,Low,0,Monitor
U005591,2026-03-14,78,8,842.98,Paid Social,North America,Growth,Mid-Market,26.4,Low,0,Monitor
U005592,,9999,0,0.0,Paid Search,LATAM,Starter,SMB,100.0,High,0,Winback offer
U005593,,9999,0,0.0,Organic,North America,Growth,SMB,100.0,High,0,Winback offer
U005594,2026-04-06,55,7,278.91,Partner,APAC,Starter,SMB,1.8,Low,0,Monitor
U005595,2026-05-29,2,1,19.72,Partner,North America,Free,SMB,0.0,Low,0,Monitor
U005596,2026-04-05,56,4,92.77,Referral,Europe,Starter,Consumer,17.3,Low,0,Monitor
U005597,,9999,0,0.0,Organic,APAC,Free,SMB,100.0,High,0,Winback offer
U005598,2026-04-20,41,14,3467.43,Paid Search,North America,Pro,Mid-Market,1.6,Low,0,Monitor
U005599,2026-04-25,36,22,1063.04,Organic,Europe,Growth,Consumer,3.3,Low,0,Monitor
U005600,2025-12-20,162,12,424.21,Paid Search,APAC,Growth,Consumer,69.6,High,1,Winback offer
U005601,2026-01-27,124,7,336.27,Paid Search,APAC,Pro,Consumer,51.7,Medium,1,Lifecycle email
U005602,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U005603,,9999,0,0.0,Paid Search,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U005604,2026-05-25,6,6,614.3,Paid Social,APAC,Growth,SMB,0.0,Low,0,Cross-sell
U005605,2025-12-20,162,12,283.13,Partner,North America,Starter,Consumer,72.6,High,1,Winback offer
U005606,2026-02-27,93,1,8.5,Paid Search,APAC,Free,Consumer,34.7,Low,1,Monitor
U005607,,9999,0,0.0,Referral,Europe,Starter,SMB,100.0,High,0,Winback offer
U005608,2025-10-19,224,2,43.53,Partner,Europe,Free,SMB,100.0,High,1,Winback offer
U005609,2026-05-14,17,1,30.99,Partner,Europe,Starter,SMB,0.0,Low,0,Monitor
U005610,,9999,0,0.0,Lifecycle Email,Europe,Growth,SMB,100.0,High,0,Winback offer
U005611,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U005612,2025-12-22,160,2,137.36,Organic,North America,Growth,SMB,59.5,Medium,1,Lifecycle email
U005613,,9999,0,0.0,Partner,LATAM,Growth,Consumer,100.0,High,0,Winback offer
U005614,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U005615,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U005616,2026-03-18,74,8,430.36,Organic,APAC,Free,Enterprise,21.2,Low,0,Monitor
U005617,2025-11-20,192,1,78.87,Referral,North America,Growth,Mid-Market,89.1,High,1,Winback offer
U005618,,9999,0,0.0,Organic,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U005619,2026-05-16,15,8,307.9,Paid Search,LATAM,Starter,SMB,0.0,Low,0,Cross-sell
U005620,2026-04-08,53,3,126.81,Partner,APAC,Free,Mid-Market,12.7,Low,0,Monitor
U005621,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U005622,,9999,0,0.0,Referral,LATAM,Free,SMB,100.0,High,0,Winback offer
U005623,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005624,2026-05-21,10,6,284.26,Organic,APAC,Free,Mid-Market,0.0,Low,0,Cross-sell
U005625,2026-04-16,45,4,36.59,Referral,North America,Free,Consumer,8.2,Low,0,Monitor
U005626,,9999,0,0.0,Paid Search,North America,Growth,SMB,100.0,High,0,Winback offer
U005627,2025-02-15,470,6,479.7,Paid Social,Europe,Growth,Mid-Market,100.0,High,1,Winback offer
U005628,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U005629,2026-02-12,108,4,441.96,Lifecycle Email,LATAM,Pro,SMB,42.9,Medium,1,Lifecycle email
U005630,,9999,0,0.0,Organic,APAC,Free,Enterprise,100.0,High,0,Winback offer
U005631,2026-02-25,95,6,363.13,Referral,LATAM,Pro,Consumer,35.8,Medium,1,Lifecycle email
U005632,2026-02-08,112,2,23.67,Paid Social,North America,Free,Consumer,45.1,Medium,1,Lifecycle email
U005633,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U005634,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U005635,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U005636,,9999,0,0.0,Partner,LATAM,Growth,Enterprise,100.0,High,0,Winback offer
U005637,2026-04-04,57,3,59.42,Paid Search,LATAM,Starter,Consumer,14.9,Low,0,Monitor
U005638,2026-04-09,52,8,316.11,Organic,North America,Free,Mid-Market,9.1,Low,0,Monitor
U005639,,9999,0,0.0,Paid Social,Europe,Growth,Consumer,100.0,High,0,Winback offer
U005641,2025-05-23,373,5,72.17,Paid Search,Europe,Starter,Consumer,100.0,High,1,Winback offer
U005642,2026-01-10,141,4,466.34,Paid Search,APAC,Growth,Mid-Market,61.1,Medium,1,Lifecycle email
U005643,2025-11-02,210,9,774.6,Referral,North America,Growth,SMB,93.0,High,1,Winback offer
U005644,2026-01-17,134,11,377.09,Organic,APAC,Growth,Consumer,52.7,Medium,1,Lifecycle email
U005645,2026-05-20,11,1,105.64,Referral,Europe,Growth,SMB,0.0,Low,0,Monitor
U005646,2026-05-25,6,12,296.36,Paid Search,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U005647,2026-04-25,36,27,2311.43,Partner,Europe,Growth,SMB,0.0,Low,0,Monitor
U005648,2026-03-26,66,10,376.06,Paid Search,North America,Growth,Consumer,19.8,Low,0,Monitor
U005649,2026-04-01,60,12,442.26,Paid Search,North America,Starter,SMB,16.5,Low,0,Monitor
U005650,,9999,0,0.0,Referral,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U005651,,9999,0,0.0,Paid Social,North America,Growth,SMB,100.0,High,0,Winback offer
U005652,2026-04-08,53,3,228.44,Paid Social,North America,Starter,Mid-Market,12.7,Low,0,Monitor
U005653,,9999,0,0.0,Organic,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U005654,2025-01-16,500,3,134.43,Lifecycle Email,Europe,Starter,SMB,100.0,High,1,Winback offer
U005655,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U005656,,9999,0,0.0,Organic,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005657,2025-01-25,491,4,110.0,Paid Search,Europe,Starter,Consumer,100.0,High,1,Winback offer
U005659,2026-04-27,34,6,309.87,Paid Search,North America,Growth,Consumer,2.2,Low,0,Monitor
U005660,,9999,0,0.0,Organic,North America,Pro,Consumer,100.0,High,0,Winback offer
U005661,,9999,0,0.0,Partner,Europe,Free,SMB,100.0,High,0,Winback offer
U005662,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U005663,2026-02-23,97,4,601.38,Referral,North America,Pro,Consumer,36.9,Medium,1,Lifecycle email
U005664,,9999,0,0.0,Referral,Europe,Free,Consumer,100.0,High,0,Winback offer
U005665,2026-04-21,40,3,114.25,Organic,APAC,Starter,SMB,8.5,Low,0,Monitor
U005666,2026-05-08,23,5,92.74,Lifecycle Email,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U005667,2026-03-29,63,3,95.13,Paid Search,North America,Starter,Consumer,10.7,Low,0,Monitor
U005668,,9999,0,0.0,Organic,Europe,Growth,Enterprise,100.0,High,0,Winback offer
U005669,2026-03-28,64,12,317.74,Paid Search,APAC,Starter,Consumer,18.7,Low,0,Monitor
U005670,,9999,0,0.0,Paid Social,APAC,Free,Consumer,100.0,High,0,Winback offer
U005671,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U005672,2026-01-18,133,6,165.25,Paid Search,Europe,Starter,Consumer,56.7,Medium,1,Lifecycle email
U005673,,9999,0,0.0,Paid Search,APAC,Free,SMB,100.0,High,0,Winback offer
U005674,,9999,0,0.0,Organic,Europe,Starter,SMB,100.0,High,0,Winback offer
U005675,,9999,0,0.0,Partner,APAC,Free,Consumer,100.0,High,0,Winback offer
U005676,2026-05-10,21,7,2018.37,Partner,Europe,Starter,Enterprise,0.0,Low,0,Cross-sell
U005677,2026-04-30,31,4,424.72,Paid Social,Europe,Pro,SMB,0.0,Low,0,Monitor
U005678,2026-02-18,102,10,152.97,Lifecycle Email,APAC,Free,Consumer,39.6,Medium,1,Lifecycle email
U005679,2026-04-22,39,20,1835.4,Referral,North America,Growth,SMB,0.0,Low,0,Monitor
U005680,,9999,0,0.0,Organic,LATAM,Starter,SMB,100.0,High,0,Winback offer
U005681,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U005682,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U005683,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U005684,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U005685,2026-04-14,47,6,710.59,Organic,Europe,Pro,SMB,9.4,Low,0,Monitor
U005686,2026-05-16,15,2,33.47,Lifecycle Email,APAC,Free,SMB,0.0,Low,0,Cross-sell
U005687,,9999,0,0.0,Organic,North America,Pro,Consumer,100.0,High,0,Winback offer
U005688,2026-05-03,28,10,542.82,Partner,North America,Growth,Consumer,0.0,Low,0,Cross-sell
U005689,2026-03-18,74,6,364.01,Referral,Europe,Free,Enterprise,24.2,Low,0,Monitor
U005690,2025-09-25,248,8,669.55,Organic,APAC,Pro,Consumer,100.0,High,1,Winback offer
U005691,,9999,0,0.0,Paid Social,Europe,Free,Consumer,100.0,High,0,Winback offer
U005692,2026-04-11,50,5,889.71,Organic,North America,Growth,Enterprise,11.0,Low,0,Monitor
U005693,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U005694,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U005695,2025-10-31,212,4,176.25,Lifecycle Email,APAC,Starter,SMB,94.1,High,1,Winback offer
U005696,2026-04-20,41,5,338.84,Paid Search,Europe,Free,Enterprise,0.0,Low,0,Monitor
U005697,,9999,0,0.0,Referral,Europe,Growth,Mid-Market,100.0,High,0,Winback offer
U005699,,9999,0,0.0,Partner,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U005700,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U005701,,9999,0,0.0,Referral,North America,Starter,Consumer,100.0,High,0,Winback offer
U005702,2026-05-13,18,1,149.63,Organic,North America,Growth,Enterprise,0.0,Low,0,Monitor
U005703,,9999,0,0.0,Partner,Europe,Pro,SMB,100.0,High,0,Winback offer
U005704,,9999,0,0.0,Paid Search,North America,Growth,SMB,100.0,High,0,Winback offer
U005705,2026-04-23,38,6,316.65,Organic,North America,Growth,SMB,4.4,Low,0,Monitor
U005706,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U005707,2026-04-22,39,2,33.39,Referral,Europe,Free,Consumer,5.0,Low,0,Monitor
U005708,2026-04-09,52,8,1518.64,Referral,LATAM,Growth,Mid-Market,6.1,Low,0,Monitor
U005709,2026-02-22,98,3,132.91,Paid Search,North America,Pro,Consumer,37.4,Medium,1,Lifecycle email
U005710,,9999,0,0.0,Partner,North America,Starter,Consumer,100.0,High,0,Winback offer
U005711,,9999,0,0.0,Organic,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005712,2026-04-27,34,5,282.5,Partner,Europe,Growth,Consumer,2.2,Low,0,Monitor
U005713,2026-02-05,115,7,207.25,Organic,APAC,Starter,Consumer,46.8,Medium,1,Lifecycle email
U005714,2026-04-12,49,3,124.66,Paid Social,North America,Growth,SMB,1.5,Low,0,Monitor
U005715,2025-11-11,201,18,899.94,Organic,Europe,Growth,Consumer,91.1,High,1,Winback offer
U005716,2026-05-22,9,16,2031.63,Referral,Europe,Pro,SMB,0.0,Low,0,Cross-sell
U005717,2026-05-31,0,2,66.57,Paid Search,North America,Free,Mid-Market,0.0,Low,0,Cross-sell
U005718,,9999,0,0.0,Organic,North America,Free,Mid-Market,100.0,High,0,Winback offer
U005719,2024-03-27,795,1,9.6,Paid Search,APAC,Free,SMB,100.0,High,1,Winback offer
U005720,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U005721,2026-01-08,143,11,494.38,Paid Search,Europe,Starter,SMB,57.7,Medium,1,Lifecycle email
U005722,,9999,0,0.0,Organic,Europe,Starter,SMB,100.0,High,0,Winback offer
U005723,2026-05-16,15,4,86.5,Paid Social,North America,Starter,SMB,0.0,Low,0,Cross-sell
U005724,2026-03-13,79,6,600.67,Referral,APAC,Growth,SMB,25.5,Low,0,Monitor
U005725,2026-04-21,40,12,1034.19,Organic,APAC,Starter,Mid-Market,1.0,Low,0,Monitor
U005726,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U005727,2026-03-31,61,8,124.52,Organic,North America,Free,Consumer,17.1,Low,0,Monitor
U005728,,9999,0,0.0,Paid Search,North America,Free,Mid-Market,100.0,High,0,Winback offer
U005729,2026-05-22,9,7,576.57,Referral,Europe,Pro,Consumer,0.0,Low,0,Cross-sell
U005730,,9999,0,0.0,Organic,Europe,Starter,Consumer,100.0,High,0,Winback offer
U005731,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U005732,,9999,0,0.0,Referral,North America,Pro,SMB,100.0,High,0,Winback offer
U005733,2025-09-16,257,7,1339.04,Paid Search,APAC,Pro,Mid-Market,100.0,High,1,Winback offer
U005734,2026-05-09,22,9,575.72,Partner,North America,Starter,SMB,0.0,Low,0,Cross-sell
U005735,2026-02-25,95,13,1333.28,Paid Search,North America,Starter,Enterprise,35.8,Medium,1,Lifecycle email
U005736,2024-12-23,524,13,2263.8,Paid Search,Europe,Growth,Mid-Market,100.0,High,1,Winback offer
U005737,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U005738,2026-05-24,7,16,977.38,Paid Search,North America,Starter,Mid-Market,0.0,Low,0,Cross-sell
U005739,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U005740,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U005741,2026-04-25,36,2,13.94,Paid Search,Europe,Free,Consumer,0.0,Low,0,Monitor
U005742,,9999,0,0.0,Lifecycle Email,Europe,Pro,SMB,100.0,High,0,Winback offer
U005743,,9999,0,0.0,Referral,Europe,Growth,Consumer,100.0,High,0,Winback offer
U005744,,9999,0,0.0,Lifecycle Email,Europe,Free,SMB,100.0,High,0,Winback offer
U005745,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U005746,2026-05-26,5,9,611.26,Paid Search,Europe,Pro,Consumer,0.0,Low,0,Cross-sell
U005747,2026-05-18,13,16,4428.92,Referral,Europe,Pro,Mid-Market,0.0,Low,0,Cross-sell
U005748,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U005749,2026-04-28,33,15,1465.94,Referral,APAC,Growth,SMB,1.7,Low,0,Monitor
U005750,,9999,0,0.0,Partner,APAC,Starter,SMB,100.0,High,0,Winback offer
U005751,,9999,0,0.0,Paid Search,APAC,Starter,SMB,100.0,High,0,Winback offer
U005752,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U005753,2025-12-01,181,9,440.7,Lifecycle Email,North America,Growth,Consumer,78.6,High,1,Winback offer
U005754,,9999,0,0.0,Paid Search,LATAM,Starter,SMB,100.0,High,0,Winback offer
U005755,2026-04-24,37,21,1756.14,Referral,North America,Growth,SMB,0.0,Low,0,Monitor
U005756,2026-03-20,72,11,401.23,Partner,North America,Free,Mid-Market,23.1,Low,0,Monitor
U005757,,9999,0,0.0,Organic,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U005758,2026-03-24,68,6,1169.0,Partner,APAC,Growth,Mid-Market,20.9,Low,0,Monitor
U005759,2026-04-22,39,1,29.66,Organic,Europe,Growth,Consumer,5.0,Low,0,Monitor
U005760,2026-05-30,1,7,849.57,Organic,Europe,Pro,SMB,0.0,Low,0,Cross-sell
U005761,,9999,0,0.0,Paid Social,APAC,Growth,Consumer,100.0,High,0,Winback offer
U005762,,9999,0,0.0,Paid Search,APAC,Starter,Consumer,100.0,High,0,Winback offer
U005763,2026-05-07,24,6,250.37,Organic,North America,Growth,Consumer,0.0,Low,0,Cross-sell
U005764,,9999,0,0.0,Partner,North America,Starter,Consumer,100.0,High,0,Winback offer
U005765,2026-03-26,66,4,44.54,Paid Search,Europe,Free,Consumer,18.3,Low,0,Monitor
U005766,,9999,0,0.0,Partner,Europe,Starter,Consumer,100.0,High,0,Winback offer
U005767,2026-03-09,83,4,47.9,Paid Search,North America,Free,SMB,26.2,Low,0,Monitor
U005768,,9999,0,0.0,Partner,APAC,Starter,Consumer,100.0,High,0,Winback offer
U005769,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U005770,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U005771,,9999,0,0.0,Organic,North America,Growth,SMB,100.0,High,0,Winback offer
U005772,2026-02-28,92,9,213.09,Organic,North America,Starter,Consumer,34.1,Low,1,Monitor
U005773,2025-12-27,155,3,18.6,Paid Social,North America,Free,Consumer,68.8,High,1,Winback offer
U005774,,9999,0,0.0,Referral,Europe,Growth,Consumer,100.0,High,0,Winback offer
U005775,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U005776,2025-04-01,425,9,339.62,Organic,North America,Growth,Consumer,100.0,High,1,Winback offer
U005777,2026-05-03,28,15,240.35,Organic,North America,Free,Consumer,0.0,Low,0,Cross-sell
U005778,2026-02-02,118,2,26.96,Paid Search,Europe,Free,Consumer,48.4,Medium,1,Lifecycle email
U005779,2026-05-19,12,2,33.73,Paid Social,North America,Free,SMB,0.0,Low,0,Cross-sell
U005780,2026-03-28,64,1,292.04,Paid Social,LATAM,Pro,Enterprise,18.7,Low,0,Monitor
U005781,2026-02-15,105,8,381.34,Referral,APAC,Starter,Consumer,35.2,Medium,1,Lifecycle email
U005782,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U005783,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U005784,2026-03-06,86,9,3242.44,Partner,Europe,Growth,Enterprise,30.8,Low,0,Monitor
U005785,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U005786,2025-02-12,473,2,777.58,Lifecycle Email,North America,Growth,Enterprise,100.0,High,1,Winback offer
U005787,,9999,0,0.0,Paid Search,North America,Pro,Consumer,100.0,High,0,Winback offer
U005788,2026-01-23,128,1,10.21,Organic,North America,Free,Consumer,56.9,Medium,1,Lifecycle email
U005789,,9999,0,0.0,Referral,North America,Free,Consumer,100.0,High,0,Winback offer
U005790,,9999,0,0.0,Paid Social,North America,Free,Mid-Market,100.0,High,0,Winback offer
U005791,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
U005792,,9999,0,0.0,Partner,LATAM,Growth,Mid-Market,100.0,High,0,Winback offer
U005793,2026-04-14,47,3,83.34,Lifecycle Email,Europe,Starter,Consumer,9.4,Low,0,Monitor
U005794,,9999,0,0.0,Organic,North America,Pro,Consumer,100.0,High,0,Winback offer
U005795,2026-01-12,139,2,77.78,Paid Social,APAC,Starter,SMB,60.0,Medium,1,Lifecycle email
U005796,2025-09-27,246,3,32.87,Organic,Europe,Free,Consumer,100.0,High,1,Winback offer
U005797,2026-01-24,127,19,1246.26,Organic,Europe,Pro,Consumer,45.9,Medium,1,Lifecycle email
U005798,,9999,0,0.0,Lifecycle Email,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U005799,2026-05-03,28,8,175.64,Paid Search,APAC,Free,SMB,0.0,Low,0,Cross-sell
U005800,,9999,0,0.0,Referral,North America,Starter,SMB,100.0,High,0,Winback offer
U005801,2026-05-22,9,1,123.43,Organic,LATAM,Pro,SMB,0.0,Low,0,Monitor
U005802,2025-07-19,316,1,145.72,Paid Search,Europe,Free,Enterprise,100.0,High,1,Winback offer
U005803,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U005804,2025-11-05,207,7,112.84,Organic,APAC,Starter,Consumer,92.9,High,1,Winback offer
U005805,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U005806,,9999,0,0.0,Organic,APAC,Free,Mid-Market,100.0,High,0,Winback offer
U005807,,9999,0,0.0,Partner,APAC,Free,Mid-Market,100.0,High,0,Winback offer
U005808,2026-03-21,71,4,211.46,Paid Search,APAC,Growth,Consumer,10.6,Low,0,Monitor
U005809,2026-05-29,2,15,532.35,Paid Search,North America,Growth,Consumer,0.0,Low,0,Cross-sell
U005810,,9999,0,0.0,Paid Social,APAC,Growth,SMB,100.0,High,0,Winback offer
U005811,2026-05-23,8,6,725.36,Lifecycle Email,Europe,Growth,Mid-Market,0.0,Low,0,Cross-sell
U005812,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U005813,,9999,0,0.0,Organic,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U005814,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U005815,,9999,0,0.0,Organic,APAC,Free,SMB,100.0,High,0,Winback offer
U005816,2025-07-21,314,6,235.11,Organic,APAC,Growth,Consumer,100.0,High,1,Winback offer
U005817,,9999,0,0.0,Paid Search,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U005818,,9999,0,0.0,Paid Social,North America,Growth,SMB,100.0,High,0,Winback offer
U005819,,9999,0,0.0,Paid Social,Europe,Starter,SMB,100.0,High,0,Winback offer
U005820,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U005821,,9999,0,0.0,Paid Search,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U005822,,9999,0,0.0,Paid Social,APAC,Free,Consumer,100.0,High,0,Winback offer
U005823,2026-05-22,9,11,100.88,Paid Search,North America,Free,Consumer,0.0,Low,0,Cross-sell
U005824,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U005825,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U005826,,9999,0,0.0,Lifecycle Email,APAC,Free,SMB,100.0,High,0,Winback offer
U005827,2026-05-31,0,27,2222.28,Organic,Europe,Starter,Mid-Market,0.0,Low,0,Cross-sell
U005828,,9999,0,0.0,Paid Social,LATAM,Starter,SMB,100.0,High,0,Winback offer
U005829,,9999,0,0.0,Paid Search,LATAM,Growth,Consumer,100.0,High,0,Winback offer
U005830,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
