RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,VolumeJobs,TEU,CBM,ChargeableKg,AvgRateUSD,SurchargeUSD,DiscountUSD,RevenueUSD,DataSource,DateKey,YearMonth
202706_DOWNSIDE_TH_FCL_ENT,2027-06-01,Forecast,DOWNSIDE,TH,FCL,ENT,116,186.1,0.0,0.0,1135.94,7379.05,4611.91,134535.87,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_FCL_MM,2027-06-01,Forecast,DOWNSIDE,TH,FCL,MM,95,154.8,0.0,0.0,1124.49,5982.28,2350.18,110458.56,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_FCL_SME,2027-06-01,Forecast,DOWNSIDE,TH,FCL,SME,77,111.42,0.0,0.0,1137.17,4903.46,875.62,91589.72,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_FCL_SKA,2027-06-01,Forecast,DOWNSIDE,TH,FCL,SKA,136,197.05,0.0,0.0,1170.27,8912.75,7639.5,160429.43,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_LCL_ENT,2027-06-01,Forecast,DOWNSIDE,TH,LCL,ENT,100,0.0,519.82,0.0,619.3,2972.66,2167.56,62735.49,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_LCL_MM,2027-06-01,Forecast,DOWNSIDE,TH,LCL,MM,84,0.0,522.6,0.0,624.45,2517.79,1153.99,53817.78,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_LCL_SME,2027-06-01,Forecast,DOWNSIDE,TH,LCL,SME,63,0.0,479.48,0.0,618.97,1871.76,389.95,40476.77,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_LCL_SKA,2027-06-01,Forecast,DOWNSIDE,TH,LCL,SKA,117,0.0,854.78,0.0,613.02,3442.71,3442.71,71723.04,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CLS_ENT,2027-06-01,Forecast,DOWNSIDE,TH,CLS,ENT,62,0.0,0.0,0.0,1528.64,4549.23,3317.15,96007.71,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CLS_MM,2027-06-01,Forecast,DOWNSIDE,TH,CLS,MM,51,0.0,0.0,0.0,1498.38,3668.04,1681.18,78404.33,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CLS_SME,2027-06-01,Forecast,DOWNSIDE,TH,CLS,SME,39,0.0,0.0,0.0,1526.62,2857.83,595.38,61800.59,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CLS_SKA,2027-06-01,Forecast,DOWNSIDE,TH,CLS,SKA,67,0.0,0.0,0.0,1581.51,5086.13,5086.13,105961.09,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CUS_ENT,2027-06-01,Forecast,DOWNSIDE,TH,CUS,ENT,132,0.0,0.0,0.0,229.47,1453.9,1060.14,30683.38,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CUS_MM,2027-06-01,Forecast,DOWNSIDE,TH,CUS,MM,114,0.0,0.0,0.0,230.89,1263.43,579.07,27005.78,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CUS_SME,2027-06-01,Forecast,DOWNSIDE,TH,CUS,SME,86,0.0,0.0,0.0,236.51,976.31,203.4,21112.7,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_CUS_SKA,2027-06-01,Forecast,DOWNSIDE,TH,CUS,SKA,155,0.0,0.0,0.0,239.25,1780.04,1780.04,37084.18,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_TRK_ENT,2027-06-01,Forecast,DOWNSIDE,TH,TRK,ENT,159,0.0,0.0,0.0,350.95,3124.83,1953.02,56972.43,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_TRK_MM,2027-06-01,Forecast,DOWNSIDE,TH,TRK,MM,131,0.0,0.0,0.0,363.29,2665.1,1047.01,49209.25,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_TRK_SME,2027-06-01,Forecast,DOWNSIDE,TH,TRK,SME,98,0.0,0.0,0.0,352.27,1933.23,345.22,36110.07,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_TH_TRK_SKA,2027-06-01,Forecast,DOWNSIDE,TH,TRK,SKA,176,0.0,0.0,0.0,355.29,3501.74,3001.49,63031.37,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_AIR_ENT,2027-06-01,Forecast,DOWNSIDE,CN,AIR,ENT,94,0.0,0.0,133041.29,1730.45,9109.11,5693.2,166078.68,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_AIR_MM,2027-06-01,Forecast,DOWNSIDE,CN,AIR,MM,78,0.0,0.0,76700.42,1687.88,7372.65,2896.4,136130.73,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_AIR_SME,2027-06-01,Forecast,DOWNSIDE,CN,AIR,SME,61,0.0,0.0,90362.7,1653.23,5647.42,1008.47,105485.68,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_AIR_SKA,2027-06-01,Forecast,DOWNSIDE,CN,AIR,SKA,103,0.0,0.0,140266.55,1702.71,9821.25,8418.22,176782.57,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_FCL_ENT,2027-06-01,Forecast,DOWNSIDE,CN,FCL,ENT,150,225.66,0.0,0.0,1137.96,9558.83,5974.27,174277.98,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_FCL_MM,2027-06-01,Forecast,DOWNSIDE,CN,FCL,MM,131,161.51,0.0,0.0,1133.82,8317.68,3267.66,153579.96,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_FCL_SME,2027-06-01,Forecast,DOWNSIDE,CN,FCL,SME,95,142.18,0.0,0.0,1134.94,6037.89,1078.19,112779.12,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_FCL_SKA,2027-06-01,Forecast,DOWNSIDE,CN,FCL,SKA,172,203.31,0.0,0.0,1100.34,10598.46,9084.39,190772.29,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_LCL_ENT,2027-06-01,Forecast,DOWNSIDE,CN,LCL,ENT,130,0.0,666.08,0.0,620.79,3873.73,2824.59,81751.8,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_LCL_MM,2027-06-01,Forecast,DOWNSIDE,CN,LCL,MM,108,0.0,658.38,0.0,633.24,3282.73,1504.59,70168.42,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_LCL_SME,2027-06-01,Forecast,DOWNSIDE,CN,LCL,SME,85,0.0,633.08,0.0,661.83,2700.25,562.55,58392.95,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_LCL_SKA,2027-06-01,Forecast,DOWNSIDE,CN,LCL,SKA,147,0.0,1080.6,0.0,607.59,4287.13,4287.13,89315.24,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CLS_ENT,2027-06-01,Forecast,DOWNSIDE,CN,CLS,ENT,79,0.0,0.0,0.0,1550.27,5878.64,4286.51,124063.71,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CLS_MM,2027-06-01,Forecast,DOWNSIDE,CN,CLS,MM,67,0.0,0.0,0.0,1507.0,4846.51,2221.32,103594.2,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CLS_SME,2027-06-01,Forecast,DOWNSIDE,CN,CLS,SME,48,0.0,0.0,0.0,1546.36,3562.81,742.25,77045.87,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CLS_SKA,2027-06-01,Forecast,DOWNSIDE,CN,CLS,SKA,90,0.0,0.0,0.0,1496.81,6466.21,6466.21,134712.66,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CUS_ENT,2027-06-01,Forecast,DOWNSIDE,CN,CUS,ENT,184,0.0,0.0,0.0,239.61,2116.26,1543.11,44661.89,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CUS_MM,2027-06-01,Forecast,DOWNSIDE,CN,CUS,MM,150,0.0,0.0,0.0,233.77,1683.12,771.43,35976.76,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CUS_SME,2027-06-01,Forecast,DOWNSIDE,CN,CUS,SME,116,0.0,0.0,0.0,232.43,1294.16,269.62,27986.21,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_CUS_SKA,2027-06-01,Forecast,DOWNSIDE,CN,CUS,SKA,200,0.0,0.0,0.0,234.25,2248.78,2248.78,46849.53,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_TRK_ENT,2027-06-01,Forecast,DOWNSIDE,CN,TRK,ENT,216,0.0,0.0,0.0,358.85,4340.69,2712.93,79140.01,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_TRK_MM,2027-06-01,Forecast,DOWNSIDE,CN,TRK,MM,172,0.0,0.0,0.0,365.99,3525.23,1384.91,65090.78,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_TRK_SME,2027-06-01,Forecast,DOWNSIDE,CN,TRK,SME,132,0.0,0.0,0.0,359.46,2657.14,474.49,49631.54,Synthetic planning model,20270601,2027-06
202706_DOWNSIDE_CN_TRK_SKA,2027-06-01,Forecast,DOWNSIDE,CN,TRK,SKA,227,0.0,0.0,0.0,358.34,4555.19,3904.45,81993.38,Synthetic planning model,20270601,2027-06
202707_BASE_VN_NORTH_AIR_ENT,2027-07-01,Forecast,BASE,VN_NORTH,AIR,ENT,133,0.0,0.0,124669.92,1770.9,12718.59,8243.53,240004.57,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_AIR_MM,2027-07-01,Forecast,BASE,VN_NORTH,AIR,MM,116,0.0,0.0,146825.59,1768.48,11077.75,4513.16,211708.08,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_AIR_SME,2027-07-01,Forecast,BASE,VN_NORTH,AIR,SME,85,0.0,0.0,63022.07,1800.27,8263.23,1530.23,159755.72,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_AIR_SKA,2027-07-01,Forecast,BASE,VN_NORTH,AIR,SKA,151,0.0,0.0,199521.67,1746.04,14237.2,12655.29,265233.71,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_FCL_ENT,2027-07-01,Forecast,BASE,VN_NORTH,FCL,ENT,214,320.13,0.0,0.0,1163.4,13444.2,8713.83,253697.02,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_FCL_MM,2027-07-01,Forecast,BASE,VN_NORTH,FCL,MM,188,284.42,0.0,0.0,1147.08,11645.11,4744.3,222550.96,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_FCL_SME,2027-07-01,Forecast,BASE,VN_NORTH,FCL,SME,141,203.99,0.0,0.0,1187.2,9039.36,1673.96,174760.95,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_FCL_SKA,2027-07-01,Forecast,BASE,VN_NORTH,FCL,SKA,251,381.98,0.0,0.0,1170.78,15868.75,14105.55,295628.86,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_LCL_ENT,2027-07-01,Forecast,BASE,VN_NORTH,LCL,ENT,194,0.0,1363.53,0.0,649.99,5800.51,4413.43,127485.11,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_LCL_MM,2027-07-01,Forecast,BASE,VN_NORTH,LCL,MM,155,0.0,805.61,0.0,636.99,4541.71,2172.12,101102.41,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_LCL_SME,2027-07-01,Forecast,BASE,VN_NORTH,LCL,SME,117,0.0,931.19,0.0,654.26,3521.2,765.48,79303.6,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_LCL_SKA,2027-07-01,Forecast,BASE,VN_NORTH,LCL,SKA,210,0.0,1310.55,0.0,648.17,6261.37,6533.6,135844.43,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CLS_ENT,2027-07-01,Forecast,BASE,VN_NORTH,CLS,ENT,107,0.0,0.0,0.0,1586.49,7808.71,5941.41,171621.77,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CLS_MM,2027-07-01,Forecast,BASE,VN_NORTH,CLS,MM,89,0.0,0.0,0.0,1554.6,6364.54,3043.91,141680.14,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CLS_SME,2027-07-01,Forecast,BASE,VN_NORTH,CLS,SME,72,0.0,0.0,0.0,1575.73,5218.82,1134.53,117537.0,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CLS_SKA,2027-07-01,Forecast,BASE,VN_NORTH,CLS,SKA,125,0.0,0.0,0.0,1644.71,9457.1,9868.28,205178.01,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CUS_ENT,2027-07-01,Forecast,BASE,VN_NORTH,CUS,ENT,246,0.0,0.0,0.0,252.47,2856.91,2173.74,62789.94,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CUS_MM,2027-07-01,Forecast,BASE,VN_NORTH,CUS,MM,220,0.0,0.0,0.0,244.47,2474.08,1183.25,55075.1,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CUS_SME,2027-07-01,Forecast,BASE,VN_NORTH,CUS,SME,167,0.0,0.0,0.0,247.28,1899.63,412.96,42783.02,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_CUS_SKA,2027-07-01,Forecast,BASE,VN_NORTH,CUS,SKA,279,0.0,0.0,0.0,250.79,3218.59,3358.53,69829.43,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_TRK_ENT,2027-07-01,Forecast,BASE,VN_NORTH,TRK,ENT,313,0.0,0.0,0.0,380.38,6429.17,4167.05,121320.77,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_TRK_MM,2027-07-01,Forecast,BASE,VN_NORTH,TRK,MM,251,0.0,0.0,0.0,370.17,5017.25,2044.07,95885.27,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_TRK_SME,2027-07-01,Forecast,BASE,VN_NORTH,TRK,SME,195,0.0,0.0,0.0,365.15,3845.03,712.04,74337.27,Synthetic planning model,20270701,2027-07
202707_BASE_VN_NORTH_TRK_SKA,2027-07-01,Forecast,BASE,VN_NORTH,TRK,SKA,338,0.0,0.0,0.0,380.5,6944.87,6173.21,129380.29,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_AIR_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,AIR,ENT,152,0.0,0.0,187245.25,1747.51,14343.6,9296.78,270669.01,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_AIR_MM,2027-07-01,Forecast,BASE,VN_SOUTH,AIR,MM,129,0.0,0.0,144744.07,1676.06,11675.43,4756.66,223130.38,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_AIR_SME,2027-07-01,Forecast,BASE,VN_SOUTH,AIR,SME,98,0.0,0.0,65006.63,1756.58,9295.8,1721.45,179718.89,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_AIR_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,AIR,SKA,170,0.0,0.0,163635.66,1737.57,15950.94,14178.61,297160.07,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_FCL_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,FCL,ENT,241,384.82,0.0,0.0,1165.42,15166.76,9830.31,286202.46,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_FCL_MM,2027-07-01,Forecast,BASE,VN_SOUTH,FCL,MM,201,302.93,0.0,0.0,1180.83,12816.72,5221.63,244941.74,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_FCL_SME,2027-07-01,Forecast,BASE,VN_SOUTH,FCL,SME,162,246.3,0.0,0.0,1188.47,10396.77,1925.33,201004.3,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_FCL_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,FCL,SKA,276,319.88,0.0,0.0,1156.9,17242.44,15326.61,321220.24,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_LCL_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,LCL,ENT,218,0.0,1611.46,0.0,669.83,6717.1,5110.83,147630.1,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_LCL_MM,2027-07-01,Forecast,BASE,VN_SOUTH,LCL,MM,171,0.0,1046.07,0.0,648.72,5102.84,2440.49,113593.62,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_LCL_SME,2027-07-01,Forecast,BASE,VN_SOUTH,LCL,SME,135,0.0,1031.55,0.0,662.27,4112.71,894.07,92625.34,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_LCL_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,LCL,SKA,238,0.0,1246.64,0.0,640.16,7008.47,7313.18,152053.23,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CLS_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,CLS,ENT,132,0.0,0.0,0.0,1637.32,9941.81,7564.42,218503.74,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CLS_MM,2027-07-01,Forecast,BASE,VN_SOUTH,CLS,MM,102,0.0,0.0,0.0,1607.81,7543.87,3607.94,167933.03,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CLS_SME,2027-07-01,Forecast,BASE,VN_SOUTH,CLS,SME,73,0.0,0.0,0.0,1602.47,5381.09,1169.8,121191.57,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CLS_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,CLS,SKA,145,0.0,0.0,0.0,1546.04,10312.08,10760.43,223727.37,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CUS_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,CUS,ENT,293,0.0,0.0,0.0,245.52,3309.18,2517.85,72730.03,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CUS_MM,2027-07-01,Forecast,BASE,VN_SOUTH,CUS,MM,239,0.0,0.0,0.0,246.91,2714.58,1298.28,60428.83,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CUS_SME,2027-07-01,Forecast,BASE,VN_SOUTH,CUS,SME,174,0.0,0.0,0.0,246.58,1973.63,429.05,44449.51,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_CUS_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,CUS,SKA,329,0.0,0.0,0.0,256.33,3879.32,4047.99,84164.46,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_TRK_ENT,2027-07-01,Forecast,BASE,VN_SOUTH,TRK,ENT,346,0.0,0.0,0.0,381.61,7130.01,4621.3,134545.9,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_TRK_MM,2027-07-01,Forecast,BASE,VN_SOUTH,TRK,MM,281,0.0,0.0,0.0,375.46,5697.3,2321.12,108881.81,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_TRK_SME,2027-07-01,Forecast,BASE,VN_SOUTH,TRK,SME,225,0.0,0.0,0.0,371.46,4513.2,835.78,87255.26,Synthetic planning model,20270701,2027-07
202707_BASE_VN_SOUTH_TRK_SKA,2027-07-01,Forecast,BASE,VN_SOUTH,TRK,SKA,386,0.0,0.0,0.0,364.4,7595.48,6751.54,141500.94,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_AIR_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,AIR,ENT,99,0.0,0.0,111129.98,1770.73,9466.34,6135.59,178633.36,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_AIR_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,AIR,MM,78,0.0,0.0,55142.77,1731.37,7292.54,2971.04,139368.63,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_AIR_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,AIR,SME,59,0.0,0.0,74653.91,1869.21,5955.3,1102.83,115135.84,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_AIR_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,AIR,SKA,106,0.0,0.0,158608.46,1758.14,10063.58,8945.4,187480.77,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_FCL_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,FCL,ENT,152,192.72,0.0,0.0,1162.84,9544.57,6186.3,180109.65,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_FCL_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,FCL,MM,128,204.48,0.0,0.0,1200.3,8296.5,3380.06,158555.42,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_FCL_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,FCL,SME,98,118.71,0.0,0.0,1192.15,6308.85,1168.31,121971.15,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_FCL_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,FCL,SKA,180,230.18,0.0,0.0,1142.96,11109.54,9875.14,206966.57,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_LCL_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,LCL,ENT,144,0.0,1091.55,0.0,643.35,4261.56,3242.49,93661.71,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_LCL_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,LCL,MM,115,0.0,907.79,0.0,636.85,3368.94,1611.23,74995.63,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_LCL_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,LCL,SME,88,0.0,414.27,0.0,658.25,2664.6,579.26,60011.41,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_LCL_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,LCL,SKA,157,0.0,1197.11,0.0,651.32,4703.82,4908.33,102052.37,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CLS_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,CLS,ENT,76,0.0,0.0,0.0,1643.78,5746.67,4372.47,126301.78,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CLS_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,CLS,MM,62,0.0,0.0,0.0,1620.9,4622.8,2210.9,102907.44,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CLS_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,CLS,SME,48,0.0,0.0,0.0,1602.49,3538.3,769.2,79688.72,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CLS_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,CLS,SKA,89,0.0,0.0,0.0,1597.06,6538.35,6822.62,141853.72,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CUS_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,CUS,ENT,194,0.0,0.0,0.0,247.95,2212.72,1683.59,48631.81,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CUS_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,CUS,MM,158,0.0,0.0,0.0,241.03,1751.81,837.82,38996.82,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CUS_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,CUS,SME,120,0.0,0.0,0.0,244.79,1351.22,293.74,30431.72,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_CUS_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,CUS,SKA,210,0.0,0.0,0.0,243.97,2356.72,2459.18,51130.48,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_TRK_ENT,2027-07-01,Forecast,BASE,VN_CENTRAL,TRK,ENT,211,0.0,0.0,0.0,374.9,4271.61,2768.64,80606.91,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_TRK_MM,2027-07-01,Forecast,BASE,VN_CENTRAL,TRK,MM,171,0.0,0.0,0.0,374.75,3460.44,1409.81,66132.88,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_TRK_SME,2027-07-01,Forecast,BASE,VN_CENTRAL,TRK,SME,133,0.0,0.0,0.0,368.78,2648.59,490.48,51206.0,Synthetic planning model,20270701,2027-07
202707_BASE_VN_CENTRAL_TRK_SKA,2027-07-01,Forecast,BASE,VN_CENTRAL,TRK,SKA,240,0.0,0.0,0.0,366.41,4748.65,4221.02,88465.64,Synthetic planning model,20270701,2027-07
202707_BASE_TH_AIR_ENT,2027-07-01,Forecast,BASE,TH,AIR,ENT,81,0.0,0.0,82353.98,1756.49,7682.88,4979.65,144978.86,Synthetic planning model,20270701,2027-07
202707_BASE_TH_AIR_MM,2027-07-01,Forecast,BASE,TH,AIR,MM,62,0.0,0.0,90590.36,1762.71,5901.54,2404.33,112785.07,Synthetic planning model,20270701,2027-07
202707_BASE_TH_AIR_SME,2027-07-01,Forecast,BASE,TH,AIR,SME,51,0.0,0.0,49878.97,1699.0,4679.05,866.49,90461.68,Synthetic planning model,20270701,2027-07
202707_BASE_TH_AIR_SKA,2027-07-01,Forecast,BASE,TH,AIR,SKA,91,0.0,0.0,125931.58,1736.89,8535.08,7586.74,159005.44,Synthetic planning model,20270701,2027-07
202707_BASE_TH_FCL_ENT,2027-07-01,Forecast,BASE,TH,FCL,ENT,135,221.48,0.0,0.0,1156.89,8433.72,5466.3,159147.42,Synthetic planning model,20270701,2027-07
202707_BASE_TH_FCL_MM,2027-07-01,Forecast,BASE,TH,FCL,MM,110,166.33,0.0,0.0,1160.4,6892.79,2808.17,131728.89,Synthetic planning model,20270701,2027-07
202707_BASE_TH_FCL_SME,2027-07-01,Forecast,BASE,TH,FCL,SME,84,130.31,0.0,0.0,1183.38,5367.79,994.04,103777.3,Synthetic planning model,20270701,2027-07
202707_BASE_TH_FCL_SKA,2027-07-01,Forecast,BASE,TH,FCL,SKA,147,170.69,0.0,0.0,1177.59,9347.74,8309.1,174144.96,Synthetic planning model,20270701,2027-07
202707_BASE_TH_LCL_ENT,2027-07-01,Forecast,BASE,TH,LCL,ENT,118,0.0,771.11,0.0,655.91,3560.27,2708.9,78248.51,Synthetic planning model,20270701,2027-07
202707_BASE_TH_LCL_MM,2027-07-01,Forecast,BASE,TH,LCL,MM,97,0.0,667.83,0.0,641.02,2860.22,1367.93,63671.0,Synthetic planning model,20270701,2027-07
202707_BASE_TH_LCL_SME,2027-07-01,Forecast,BASE,TH,LCL,SME,71,0.0,393.74,0.0,656.3,2143.48,465.97,48274.82,Synthetic planning model,20270701,2027-07
202707_BASE_TH_LCL_SKA,2027-07-01,Forecast,BASE,TH,LCL,SKA,127,0.0,713.23,0.0,655.06,3826.86,3993.24,83026.15,Synthetic planning model,20270701,2027-07
202707_BASE_TH_CLS_ENT,2027-07-01,Forecast,BASE,TH,CLS,ENT,68,0.0,0.0,0.0,1589.03,4970.47,3781.88,109242.32,Synthetic planning model,20270701,2027-07
202707_BASE_TH_CLS_MM,2027-07-01,Forecast,BASE,TH,CLS,MM,57,0.0,0.0,0.0,1571.73,4121.08,1970.95,91738.77,Synthetic planning model,20270701,2027-07
202707_BASE_TH_CLS_SME,2027-07-01,Forecast,BASE,TH,CLS,SME,41,0.0,0.0,0.0,1641.62,3096.1,673.06,69729.49,Synthetic planning model,20270701,2027-07
