ForecastAccuracyKey,MonthStart,ForecastHorizonMonths,RegionKey,ServiceKey,ScenarioKey,ActualRevenueUSD,ForecastRevenueUSD,ForecastErrorUSD,AbsoluteErrorUSD,AbsolutePctError,ForecastBiasPct,DateKey,YearMonth
FA_202601_1M_VN_SOUTH_CUS,2026-01-01,1,VN_SOUTH,CUS,BASE,214349.88,232200.41,17850.53,17850.53,0.08328,0.0833,20260101,2026-01
FA_202601_2M_VN_SOUTH_CUS,2026-01-01,2,VN_SOUTH,CUS,BASE,214349.88,259518.66,45168.78,45168.78,0.21072,0.2107,20260101,2026-01
FA_202601_3M_VN_SOUTH_CUS,2026-01-01,3,VN_SOUTH,CUS,BASE,214349.88,213590.77,-759.11,759.11,0.00354,-0.0035,20260101,2026-01
FA_202601_1M_VN_SOUTH_FCL,2026-01-01,1,VN_SOUTH,FCL,BASE,813272.56,844373.7,31101.14,31101.14,0.03824,0.0382,20260101,2026-01
FA_202601_2M_VN_SOUTH_FCL,2026-01-01,2,VN_SOUTH,FCL,BASE,813272.56,790430.74,-22841.82,22841.82,0.02809,-0.0281,20260101,2026-01
FA_202601_3M_VN_SOUTH_FCL,2026-01-01,3,VN_SOUTH,FCL,BASE,813272.56,868894.49,55621.93,55621.93,0.06839,0.0684,20260101,2026-01
FA_202601_1M_VN_SOUTH_LCL,2026-01-01,1,VN_SOUTH,LCL,BASE,412438.83,434855.18,22416.35,22416.35,0.05435,0.0544,20260101,2026-01
FA_202601_2M_VN_SOUTH_LCL,2026-01-01,2,VN_SOUTH,LCL,BASE,412438.83,446519.25,34080.42,34080.42,0.08263,0.0826,20260101,2026-01
FA_202601_3M_VN_SOUTH_LCL,2026-01-01,3,VN_SOUTH,LCL,BASE,412438.83,357701.9,-54736.93,54736.93,0.13272,-0.1327,20260101,2026-01
FA_202601_1M_VN_SOUTH_TRK,2026-01-01,1,VN_SOUTH,TRK,BASE,359238.5,399615.34,40376.84,40376.84,0.1124,0.1124,20260101,2026-01
FA_202601_2M_VN_SOUTH_TRK,2026-01-01,2,VN_SOUTH,TRK,BASE,359238.5,370139.82,10901.32,10901.32,0.03035,0.0304,20260101,2026-01
FA_202601_3M_VN_SOUTH_TRK,2026-01-01,3,VN_SOUTH,TRK,BASE,359238.5,365054.05,5815.55,5815.55,0.01619,0.0162,20260101,2026-01
FA_202602_1M_CN_AIR,2026-02-01,1,CN,AIR,BASE,553635.42,545361.08,-8274.34,8274.34,0.01495,-0.015,20260201,2026-02
FA_202602_2M_CN_AIR,2026-02-01,2,CN,AIR,BASE,553635.42,692067.23,138431.81,138431.81,0.25004,0.25,20260201,2026-02
FA_202602_3M_CN_AIR,2026-02-01,3,CN,AIR,BASE,553635.42,535387.11,-18248.31,18248.31,0.03296,-0.033,20260201,2026-02
FA_202602_1M_CN_CLS,2026-02-01,1,CN,CLS,BASE,395205.68,380463.7,-14741.98,14741.98,0.0373,-0.0373,20260201,2026-02
FA_202602_2M_CN_CLS,2026-02-01,2,CN,CLS,BASE,395205.68,359831.98,-35373.7,35373.7,0.08951,-0.0895,20260201,2026-02
FA_202602_3M_CN_CLS,2026-02-01,3,CN,CLS,BASE,395205.68,447941.72,52736.04,52736.04,0.13344,0.1334,20260201,2026-02
FA_202602_1M_CN_CUS,2026-02-01,1,CN,CUS,BASE,142060.96,153736.68,11675.72,11675.72,0.08219,0.0822,20260201,2026-02
FA_202602_2M_CN_CUS,2026-02-01,2,CN,CUS,BASE,142060.96,166732.9,24671.94,24671.94,0.17367,0.1737,20260201,2026-02
FA_202602_3M_CN_CUS,2026-02-01,3,CN,CUS,BASE,142060.96,154631.28,12570.32,12570.32,0.08849,0.0885,20260201,2026-02
FA_202602_1M_CN_FCL,2026-02-01,1,CN,FCL,BASE,587764.76,610689.63,22924.87,22924.87,0.039,0.039,20260201,2026-02
FA_202602_2M_CN_FCL,2026-02-01,2,CN,FCL,BASE,587764.76,636510.34,48745.58,48745.58,0.08293,0.0829,20260201,2026-02
FA_202602_3M_CN_FCL,2026-02-01,3,CN,FCL,BASE,587764.76,599527.77,11763.01,11763.01,0.02001,0.02,20260201,2026-02
FA_202602_1M_CN_LCL,2026-02-01,1,CN,LCL,BASE,293553.56,296186.26,2632.7,2632.7,0.00897,0.009,20260201,2026-02
FA_202602_2M_CN_LCL,2026-02-01,2,CN,LCL,BASE,293553.56,284899.57,-8653.99,8653.99,0.02948,-0.0295,20260201,2026-02
FA_202602_3M_CN_LCL,2026-02-01,3,CN,LCL,BASE,293553.56,252126.66,-41426.9,41426.9,0.14112,-0.1411,20260201,2026-02
FA_202602_1M_CN_TRK,2026-02-01,1,CN,TRK,BASE,267858.21,274444.73,6586.52,6586.52,0.02459,0.0246,20260201,2026-02
FA_202602_2M_CN_TRK,2026-02-01,2,CN,TRK,BASE,267858.21,280502.05,12643.84,12643.84,0.0472,0.0472,20260201,2026-02
FA_202602_3M_CN_TRK,2026-02-01,3,CN,TRK,BASE,267858.21,262510.94,-5347.27,5347.27,0.01996,-0.02,20260201,2026-02
FA_202602_1M_TH_AIR,2026-02-01,1,TH,AIR,BASE,415259.68,398808.99,-16450.69,16450.69,0.03962,-0.0396,20260201,2026-02
FA_202602_2M_TH_AIR,2026-02-01,2,TH,AIR,BASE,415259.68,460144.22,44884.54,44884.54,0.10809,0.1081,20260201,2026-02
FA_202602_3M_TH_AIR,2026-02-01,3,TH,AIR,BASE,415259.68,472818.21,57558.53,57558.53,0.13861,0.1386,20260201,2026-02
FA_202602_1M_TH_CLS,2026-02-01,1,TH,CLS,BASE,304160.5,318281.8,14121.3,14121.3,0.04643,0.0464,20260201,2026-02
FA_202602_2M_TH_CLS,2026-02-01,2,TH,CLS,BASE,304160.5,314197.82,10037.32,10037.32,0.033,0.033,20260201,2026-02
FA_202602_3M_TH_CLS,2026-02-01,3,TH,CLS,BASE,304160.5,336507.48,32346.98,32346.98,0.10635,0.1064,20260201,2026-02
FA_202602_1M_TH_CUS,2026-02-01,1,TH,CUS,BASE,112466.41,109704.89,-2761.52,2761.52,0.02455,-0.0246,20260201,2026-02
FA_202602_2M_TH_CUS,2026-02-01,2,TH,CUS,BASE,112466.41,102377.97,-10088.44,10088.44,0.0897,-0.0897,20260201,2026-02
FA_202602_3M_TH_CUS,2026-02-01,3,TH,CUS,BASE,112466.41,122372.93,9906.52,9906.52,0.08808,0.0881,20260201,2026-02
FA_202602_1M_TH_FCL,2026-02-01,1,TH,FCL,BASE,478782.62,515854.32,37071.7,37071.7,0.07743,0.0774,20260201,2026-02
FA_202602_2M_TH_FCL,2026-02-01,2,TH,FCL,BASE,478782.62,519094.21,40311.59,40311.59,0.0842,0.0842,20260201,2026-02
FA_202602_3M_TH_FCL,2026-02-01,3,TH,FCL,BASE,478782.62,437073.1,-41709.52,41709.52,0.08712,-0.0871,20260201,2026-02
FA_202602_1M_TH_LCL,2026-02-01,1,TH,LCL,BASE,221561.1,206290.59,-15270.51,15270.51,0.06892,-0.0689,20260201,2026-02
FA_202602_2M_TH_LCL,2026-02-01,2,TH,LCL,BASE,221561.1,243166.68,21605.58,21605.58,0.09752,0.0975,20260201,2026-02
FA_202602_3M_TH_LCL,2026-02-01,3,TH,LCL,BASE,221561.1,243061.65,21500.55,21500.55,0.09704,0.097,20260201,2026-02
FA_202602_1M_TH_TRK,2026-02-01,1,TH,TRK,BASE,203595.83,176467.91,-27127.92,27127.92,0.13324,-0.1332,20260201,2026-02
FA_202602_2M_TH_TRK,2026-02-01,2,TH,TRK,BASE,203595.83,223203.22,19607.39,19607.39,0.09631,0.0963,20260201,2026-02
FA_202602_3M_TH_TRK,2026-02-01,3,TH,TRK,BASE,203595.83,169797.28,-33798.55,33798.55,0.16601,-0.166,20260201,2026-02
FA_202602_1M_VN_CENTRAL_AIR,2026-02-01,1,VN_CENTRAL,AIR,BASE,500607.06,513758.97,13151.91,13151.91,0.02627,0.0263,20260201,2026-02
FA_202602_2M_VN_CENTRAL_AIR,2026-02-01,2,VN_CENTRAL,AIR,BASE,500607.06,424016.58,-76590.48,76590.48,0.153,-0.153,20260201,2026-02
FA_202602_3M_VN_CENTRAL_AIR,2026-02-01,3,VN_CENTRAL,AIR,BASE,500607.06,518926.16,18319.1,18319.1,0.03659,0.0366,20260201,2026-02
FA_202602_1M_VN_CENTRAL_CLS,2026-02-01,1,VN_CENTRAL,CLS,BASE,356204.68,357882.56,1677.88,1677.88,0.00471,0.0047,20260201,2026-02
FA_202602_2M_VN_CENTRAL_CLS,2026-02-01,2,VN_CENTRAL,CLS,BASE,356204.68,373346.46,17141.78,17141.78,0.04812,0.0481,20260201,2026-02
FA_202602_3M_VN_CENTRAL_CLS,2026-02-01,3,VN_CENTRAL,CLS,BASE,356204.68,365995.55,9790.87,9790.87,0.02749,0.0275,20260201,2026-02
FA_202602_1M_VN_CENTRAL_CUS,2026-02-01,1,VN_CENTRAL,CUS,BASE,134362.87,134557.07,194.2,194.2,0.00145,0.0014,20260201,2026-02
FA_202602_2M_VN_CENTRAL_CUS,2026-02-01,2,VN_CENTRAL,CUS,BASE,134362.87,135522.37,1159.5,1159.5,0.00863,0.0086,20260201,2026-02
FA_202602_3M_VN_CENTRAL_CUS,2026-02-01,3,VN_CENTRAL,CUS,BASE,134362.87,145104.76,10741.89,10741.89,0.07995,0.0799,20260201,2026-02
FA_202602_1M_VN_CENTRAL_FCL,2026-02-01,1,VN_CENTRAL,FCL,BASE,541169.43,572830.07,31660.64,31660.64,0.0585,0.0585,20260201,2026-02
FA_202602_2M_VN_CENTRAL_FCL,2026-02-01,2,VN_CENTRAL,FCL,BASE,541169.43,578073.13,36903.7,36903.7,0.06819,0.0682,20260201,2026-02
FA_202602_3M_VN_CENTRAL_FCL,2026-02-01,3,VN_CENTRAL,FCL,BASE,541169.43,468817.14,-72352.29,72352.29,0.1337,-0.1337,20260201,2026-02
FA_202602_1M_VN_CENTRAL_LCL,2026-02-01,1,VN_CENTRAL,LCL,BASE,256235.33,248488.83,-7746.5,7746.5,0.03023,-0.0302,20260201,2026-02
FA_202602_2M_VN_CENTRAL_LCL,2026-02-01,2,VN_CENTRAL,LCL,BASE,256235.33,249172.84,-7062.49,7062.49,0.02756,-0.0276,20260201,2026-02
FA_202602_3M_VN_CENTRAL_LCL,2026-02-01,3,VN_CENTRAL,LCL,BASE,256235.33,287157.03,30921.7,30921.7,0.12068,0.1207,20260201,2026-02
FA_202602_1M_VN_CENTRAL_TRK,2026-02-01,1,VN_CENTRAL,TRK,BASE,242326.33,249319.79,6993.46,6993.46,0.02886,0.0289,20260201,2026-02
FA_202602_2M_VN_CENTRAL_TRK,2026-02-01,2,VN_CENTRAL,TRK,BASE,242326.33,239685.15,-2641.18,2641.18,0.0109,-0.0109,20260201,2026-02
FA_202602_3M_VN_CENTRAL_TRK,2026-02-01,3,VN_CENTRAL,TRK,BASE,242326.33,258030.14,15703.81,15703.81,0.0648,0.0648,20260201,2026-02
FA_202602_1M_VN_NORTH_AIR,2026-02-01,1,VN_NORTH,AIR,BASE,698389.53,784647.49,86257.96,86257.96,0.12351,0.1235,20260201,2026-02
FA_202602_2M_VN_NORTH_AIR,2026-02-01,2,VN_NORTH,AIR,BASE,698389.53,746953.83,48564.3,48564.3,0.06954,0.0695,20260201,2026-02
FA_202602_3M_VN_NORTH_AIR,2026-02-01,3,VN_NORTH,AIR,BASE,698389.53,753675.93,55286.4,55286.4,0.07916,0.0792,20260201,2026-02
FA_202602_1M_VN_NORTH_CLS,2026-02-01,1,VN_NORTH,CLS,BASE,520265.77,573216.63,52950.86,52950.86,0.10178,0.1018,20260201,2026-02
FA_202602_2M_VN_NORTH_CLS,2026-02-01,2,VN_NORTH,CLS,BASE,520265.77,545398.7,25132.93,25132.93,0.04831,0.0483,20260201,2026-02
FA_202602_3M_VN_NORTH_CLS,2026-02-01,3,VN_NORTH,CLS,BASE,520265.77,466586.96,-53678.81,53678.81,0.10318,-0.1032,20260201,2026-02
FA_202602_1M_VN_NORTH_CUS,2026-02-01,1,VN_NORTH,CUS,BASE,190378.31,194082.59,3704.28,3704.28,0.01946,0.0195,20260201,2026-02
FA_202602_2M_VN_NORTH_CUS,2026-02-01,2,VN_NORTH,CUS,BASE,190378.31,196799.4,6421.09,6421.09,0.03373,0.0337,20260201,2026-02
FA_202602_3M_VN_NORTH_CUS,2026-02-01,3,VN_NORTH,CUS,BASE,190378.31,209552.1,19173.79,19173.79,0.10071,0.1007,20260201,2026-02
FA_202602_1M_VN_NORTH_FCL,2026-02-01,1,VN_NORTH,FCL,BASE,790732.52,820163.26,29430.74,29430.74,0.03722,0.0372,20260201,2026-02
FA_202602_2M_VN_NORTH_FCL,2026-02-01,2,VN_NORTH,FCL,BASE,790732.52,803163.75,12431.23,12431.23,0.01572,0.0157,20260201,2026-02
FA_202602_3M_VN_NORTH_FCL,2026-02-01,3,VN_NORTH,FCL,BASE,790732.52,869348.67,78616.15,78616.15,0.09942,0.0994,20260201,2026-02
FA_202602_1M_VN_NORTH_LCL,2026-02-01,1,VN_NORTH,LCL,BASE,358132.05,349448.3,-8683.75,8683.75,0.02425,-0.0242,20260201,2026-02
FA_202602_2M_VN_NORTH_LCL,2026-02-01,2,VN_NORTH,LCL,BASE,358132.05,414686.12,56554.07,56554.07,0.15791,0.1579,20260201,2026-02
FA_202602_3M_VN_NORTH_LCL,2026-02-01,3,VN_NORTH,LCL,BASE,358132.05,366700.97,8568.92,8568.92,0.02393,0.0239,20260201,2026-02
FA_202602_1M_VN_NORTH_TRK,2026-02-01,1,VN_NORTH,TRK,BASE,342065.13,351599.61,9534.48,9534.48,0.02787,0.0279,20260201,2026-02
FA_202602_2M_VN_NORTH_TRK,2026-02-01,2,VN_NORTH,TRK,BASE,342065.13,330525.8,-11539.33,11539.33,0.03373,-0.0337,20260201,2026-02
FA_202602_3M_VN_NORTH_TRK,2026-02-01,3,VN_NORTH,TRK,BASE,342065.13,327096.58,-14968.55,14968.55,0.04376,-0.0438,20260201,2026-02
FA_202602_1M_VN_SOUTH_AIR,2026-02-01,1,VN_SOUTH,AIR,BASE,814838.51,774285.47,-40553.04,40553.04,0.04977,-0.0498,20260201,2026-02
FA_202602_2M_VN_SOUTH_AIR,2026-02-01,2,VN_SOUTH,AIR,BASE,814838.51,841810.55,26972.04,26972.04,0.0331,0.0331,20260201,2026-02
FA_202602_3M_VN_SOUTH_AIR,2026-02-01,3,VN_SOUTH,AIR,BASE,814838.51,860130.98,45292.47,45292.47,0.05558,0.0556,20260201,2026-02
FA_202602_1M_VN_SOUTH_CLS,2026-02-01,1,VN_SOUTH,CLS,BASE,582926.0,627133.8,44207.8,44207.8,0.07584,0.0758,20260201,2026-02
FA_202602_2M_VN_SOUTH_CLS,2026-02-01,2,VN_SOUTH,CLS,BASE,582926.0,541609.5,-41316.5,41316.5,0.07088,-0.0709,20260201,2026-02
FA_202602_3M_VN_SOUTH_CLS,2026-02-01,3,VN_SOUTH,CLS,BASE,582926.0,513304.47,-69621.53,69621.53,0.11943,-0.1194,20260201,2026-02
FA_202602_1M_VN_SOUTH_CUS,2026-02-01,1,VN_SOUTH,CUS,BASE,215781.06,214947.33,-833.73,833.73,0.00386,-0.0039,20260201,2026-02
FA_202602_2M_VN_SOUTH_CUS,2026-02-01,2,VN_SOUTH,CUS,BASE,215781.06,233325.07,17544.01,17544.01,0.0813,0.0813,20260201,2026-02
FA_202602_3M_VN_SOUTH_CUS,2026-02-01,3,VN_SOUTH,CUS,BASE,215781.06,249030.96,33249.9,33249.9,0.15409,0.1541,20260201,2026-02
FA_202602_1M_VN_SOUTH_FCL,2026-02-01,1,VN_SOUTH,FCL,BASE,837305.93,891598.67,54292.74,54292.74,0.06484,0.0648,20260201,2026-02
FA_202602_2M_VN_SOUTH_FCL,2026-02-01,2,VN_SOUTH,FCL,BASE,837305.93,741250.84,-96055.09,96055.09,0.11472,-0.1147,20260201,2026-02
FA_202602_3M_VN_SOUTH_FCL,2026-02-01,3,VN_SOUTH,FCL,BASE,837305.93,928098.5,90792.57,90792.57,0.10843,0.1084,20260201,2026-02
FA_202602_1M_VN_SOUTH_LCL,2026-02-01,1,VN_SOUTH,LCL,BASE,420304.56,454521.51,34216.95,34216.95,0.08141,0.0814,20260201,2026-02
FA_202602_2M_VN_SOUTH_LCL,2026-02-01,2,VN_SOUTH,LCL,BASE,420304.56,378401.87,-41902.69,41902.69,0.0997,-0.0997,20260201,2026-02
FA_202602_3M_VN_SOUTH_LCL,2026-02-01,3,VN_SOUTH,LCL,BASE,420304.56,463249.36,42944.8,42944.8,0.10218,0.1022,20260201,2026-02
FA_202602_1M_VN_SOUTH_TRK,2026-02-01,1,VN_SOUTH,TRK,BASE,365320.5,388055.22,22734.72,22734.72,0.06223,0.0622,20260201,2026-02
FA_202602_2M_VN_SOUTH_TRK,2026-02-01,2,VN_SOUTH,TRK,BASE,365320.5,365505.29,184.79,184.79,0.00051,0.0005,20260201,2026-02
FA_202602_3M_VN_SOUTH_TRK,2026-02-01,3,VN_SOUTH,TRK,BASE,365320.5,338903.3,-26417.2,26417.2,0.07231,-0.0723,20260201,2026-02
FA_202603_1M_CN_AIR,2026-03-01,1,CN,AIR,BASE,574266.03,611214.43,36948.4,36948.4,0.06434,0.0643,20260301,2026-03
FA_202603_2M_CN_AIR,2026-03-01,2,CN,AIR,BASE,574266.03,597223.78,22957.75,22957.75,0.03998,0.04,20260301,2026-03
FA_202603_3M_CN_AIR,2026-03-01,3,CN,AIR,BASE,574266.03,550539.43,-23726.6,23726.6,0.04132,-0.0413,20260301,2026-03
FA_202603_1M_CN_CLS,2026-03-01,1,CN,CLS,BASE,446030.04,433003.35,-13026.69,13026.69,0.02921,-0.0292,20260301,2026-03
FA_202603_2M_CN_CLS,2026-03-01,2,CN,CLS,BASE,446030.04,478021.8,31991.76,31991.76,0.07173,0.0717,20260301,2026-03
FA_202603_3M_CN_CLS,2026-03-01,3,CN,CLS,BASE,446030.04,436193.57,-9836.47,9836.47,0.02205,-0.022,20260301,2026-03
FA_202603_1M_CN_CUS,2026-03-01,1,CN,CUS,BASE,150799.69,168567.28,17767.59,17767.59,0.11782,0.1178,20260301,2026-03
FA_202603_2M_CN_CUS,2026-03-01,2,CN,CUS,BASE,150799.69,145195.16,-5604.53,5604.53,0.03717,-0.0372,20260301,2026-03
FA_202603_3M_CN_CUS,2026-03-01,3,CN,CUS,BASE,150799.69,140255.16,-10544.53,10544.53,0.06992,-0.0699,20260301,2026-03
FA_202603_1M_CN_FCL,2026-03-01,1,CN,FCL,BASE,617674.53,632308.36,14633.83,14633.83,0.02369,0.0237,20260301,2026-03
FA_202603_2M_CN_FCL,2026-03-01,2,CN,FCL,BASE,617674.53,595401.93,-22272.6,22272.6,0.03606,-0.0361,20260301,2026-03
FA_202603_3M_CN_FCL,2026-03-01,3,CN,FCL,BASE,617674.53,640803.79,23129.26,23129.26,0.03745,0.0374,20260301,2026-03
FA_202603_1M_CN_LCL,2026-03-01,1,CN,LCL,BASE,309631.47,282020.44,-27611.03,27611.03,0.08917,-0.0892,20260301,2026-03
FA_202603_2M_CN_LCL,2026-03-01,2,CN,LCL,BASE,309631.47,356310.19,46678.72,46678.72,0.15076,0.1508,20260301,2026-03
FA_202603_3M_CN_LCL,2026-03-01,3,CN,LCL,BASE,309631.47,316977.09,7345.62,7345.62,0.02372,0.0237,20260301,2026-03
FA_202603_1M_CN_TRK,2026-03-01,1,CN,TRK,BASE,270403.06,255132.71,-15270.35,15270.35,0.05647,-0.0565,20260301,2026-03
FA_202603_2M_CN_TRK,2026-03-01,2,CN,TRK,BASE,270403.06,272875.55,2472.49,2472.49,0.00914,0.0091,20260301,2026-03
FA_202603_3M_CN_TRK,2026-03-01,3,CN,TRK,BASE,270403.06,291876.28,21473.22,21473.22,0.07941,0.0794,20260301,2026-03
FA_202603_1M_TH_AIR,2026-03-01,1,TH,AIR,BASE,425225.55,427138.45,1912.9,1912.9,0.0045,0.0045,20260301,2026-03
FA_202603_2M_TH_AIR,2026-03-01,2,TH,AIR,BASE,425225.55,459047.54,33821.99,33821.99,0.07954,0.0795,20260301,2026-03
FA_202603_3M_TH_AIR,2026-03-01,3,TH,AIR,BASE,425225.55,430596.73,5371.18,5371.18,0.01263,0.0126,20260301,2026-03
FA_202603_1M_TH_CLS,2026-03-01,1,TH,CLS,BASE,321028.66,360650.54,39621.88,39621.88,0.12342,0.1234,20260301,2026-03
FA_202603_2M_TH_CLS,2026-03-01,2,TH,CLS,BASE,321028.66,350661.79,29633.13,29633.13,0.09231,0.0923,20260301,2026-03
FA_202603_3M_TH_CLS,2026-03-01,3,TH,CLS,BASE,321028.66,316251.58,-4777.08,4777.08,0.01488,-0.0149,20260301,2026-03
FA_202603_1M_TH_CUS,2026-03-01,1,TH,CUS,BASE,116344.53,123495.23,7150.7,7150.7,0.06146,0.0615,20260301,2026-03
FA_202603_2M_TH_CUS,2026-03-01,2,TH,CUS,BASE,116344.53,126726.61,10382.08,10382.08,0.08924,0.0892,20260301,2026-03
FA_202603_3M_TH_CUS,2026-03-01,3,TH,CUS,BASE,116344.53,119931.64,3587.11,3587.11,0.03083,0.0308,20260301,2026-03
FA_202603_1M_TH_FCL,2026-03-01,1,TH,FCL,BASE,512457.0,501952.36,-10504.64,10504.64,0.0205,-0.0205,20260301,2026-03
FA_202603_2M_TH_FCL,2026-03-01,2,TH,FCL,BASE,512457.0,495761.24,-16695.76,16695.76,0.03258,-0.0326,20260301,2026-03
FA_202603_3M_TH_FCL,2026-03-01,3,TH,FCL,BASE,512457.0,535612.84,23155.84,23155.84,0.04519,0.0452,20260301,2026-03
FA_202603_1M_TH_LCL,2026-03-01,1,TH,LCL,BASE,230441.47,219497.63,-10943.84,10943.84,0.04749,-0.0475,20260301,2026-03
FA_202603_2M_TH_LCL,2026-03-01,2,TH,LCL,BASE,230441.47,233820.15,3378.68,3378.68,0.01466,0.0147,20260301,2026-03
FA_202603_3M_TH_LCL,2026-03-01,3,TH,LCL,BASE,230441.47,248489.06,18047.59,18047.59,0.07832,0.0783,20260301,2026-03
FA_202603_1M_TH_TRK,2026-03-01,1,TH,TRK,BASE,204199.92,190077.06,-14122.86,14122.86,0.06916,-0.0692,20260301,2026-03
FA_202603_2M_TH_TRK,2026-03-01,2,TH,TRK,BASE,204199.92,210770.08,6570.16,6570.16,0.03218,0.0322,20260301,2026-03
FA_202603_3M_TH_TRK,2026-03-01,3,TH,TRK,BASE,204199.92,201140.05,-3059.87,3059.87,0.01498,-0.015,20260301,2026-03
FA_202603_1M_VN_CENTRAL_AIR,2026-03-01,1,VN_CENTRAL,AIR,BASE,529773.17,586083.58,56310.41,56310.41,0.10629,0.1063,20260301,2026-03
FA_202603_2M_VN_CENTRAL_AIR,2026-03-01,2,VN_CENTRAL,AIR,BASE,529773.17,599050.57,69277.4,69277.4,0.13077,0.1308,20260301,2026-03
FA_202603_3M_VN_CENTRAL_AIR,2026-03-01,3,VN_CENTRAL,AIR,BASE,529773.17,445373.52,-84399.65,84399.65,0.15931,-0.1593,20260301,2026-03
FA_202603_1M_VN_CENTRAL_CLS,2026-03-01,1,VN_CENTRAL,CLS,BASE,377890.0,391556.6,13666.6,13666.6,0.03617,0.0362,20260301,2026-03
FA_202603_2M_VN_CENTRAL_CLS,2026-03-01,2,VN_CENTRAL,CLS,BASE,377890.0,345767.62,-32122.38,32122.38,0.085,-0.085,20260301,2026-03
FA_202603_3M_VN_CENTRAL_CLS,2026-03-01,3,VN_CENTRAL,CLS,BASE,377890.0,379854.11,1964.11,1964.11,0.0052,0.0052,20260301,2026-03
FA_202603_1M_VN_CENTRAL_CUS,2026-03-01,1,VN_CENTRAL,CUS,BASE,136762.45,138843.56,2081.11,2081.11,0.01522,0.0152,20260301,2026-03
FA_202603_2M_VN_CENTRAL_CUS,2026-03-01,2,VN_CENTRAL,CUS,BASE,136762.45,139118.67,2356.22,2356.22,0.01723,0.0172,20260301,2026-03
FA_202603_3M_VN_CENTRAL_CUS,2026-03-01,3,VN_CENTRAL,CUS,BASE,136762.45,166269.54,29507.09,29507.09,0.21575,0.2158,20260301,2026-03
FA_202603_1M_VN_CENTRAL_FCL,2026-03-01,1,VN_CENTRAL,FCL,BASE,542067.47,577529.28,35461.81,35461.81,0.06542,0.0654,20260301,2026-03
FA_202603_2M_VN_CENTRAL_FCL,2026-03-01,2,VN_CENTRAL,FCL,BASE,542067.47,471902.37,-70165.1,70165.1,0.12944,-0.1294,20260301,2026-03
FA_202603_3M_VN_CENTRAL_FCL,2026-03-01,3,VN_CENTRAL,FCL,BASE,542067.47,539489.98,-2577.49,2577.49,0.00475,-0.0048,20260301,2026-03
FA_202603_1M_VN_CENTRAL_LCL,2026-03-01,1,VN_CENTRAL,LCL,BASE,260202.88,257102.86,-3100.02,3100.02,0.01191,-0.0119,20260301,2026-03
FA_202603_2M_VN_CENTRAL_LCL,2026-03-01,2,VN_CENTRAL,LCL,BASE,260202.88,281350.72,21147.84,21147.84,0.08127,0.0813,20260301,2026-03
FA_202603_3M_VN_CENTRAL_LCL,2026-03-01,3,VN_CENTRAL,LCL,BASE,260202.88,309153.75,48950.87,48950.87,0.18813,0.1881,20260301,2026-03
FA_202603_1M_VN_CENTRAL_TRK,2026-03-01,1,VN_CENTRAL,TRK,BASE,239773.84,228102.92,-11670.92,11670.92,0.04867,-0.0487,20260301,2026-03
FA_202603_2M_VN_CENTRAL_TRK,2026-03-01,2,VN_CENTRAL,TRK,BASE,239773.84,265560.32,25786.48,25786.48,0.10754,0.1075,20260301,2026-03
FA_202603_3M_VN_CENTRAL_TRK,2026-03-01,3,VN_CENTRAL,TRK,BASE,239773.84,226955.16,-12818.68,12818.68,0.05346,-0.0535,20260301,2026-03
FA_202603_1M_VN_NORTH_AIR,2026-03-01,1,VN_NORTH,AIR,BASE,743205.1,740729.73,-2475.37,2475.37,0.00333,-0.0033,20260301,2026-03
FA_202603_2M_VN_NORTH_AIR,2026-03-01,2,VN_NORTH,AIR,BASE,743205.1,741711.3,-1493.8,1493.8,0.00201,-0.002,20260301,2026-03
FA_202603_3M_VN_NORTH_AIR,2026-03-01,3,VN_NORTH,AIR,BASE,743205.1,791657.72,48452.62,48452.62,0.06519,0.0652,20260301,2026-03
FA_202603_1M_VN_NORTH_CLS,2026-03-01,1,VN_NORTH,CLS,BASE,538425.36,581641.73,43216.37,43216.37,0.08026,0.0803,20260301,2026-03
FA_202603_2M_VN_NORTH_CLS,2026-03-01,2,VN_NORTH,CLS,BASE,538425.36,509702.68,-28722.68,28722.68,0.05335,-0.0534,20260301,2026-03
FA_202603_3M_VN_NORTH_CLS,2026-03-01,3,VN_NORTH,CLS,BASE,538425.36,484049.02,-54376.34,54376.34,0.10099,-0.101,20260301,2026-03
FA_202603_1M_VN_NORTH_CUS,2026-03-01,1,VN_NORTH,CUS,BASE,193677.3,172196.52,-21480.78,21480.78,0.11091,-0.1109,20260301,2026-03
FA_202603_2M_VN_NORTH_CUS,2026-03-01,2,VN_NORTH,CUS,BASE,193677.3,184686.43,-8990.87,8990.87,0.04642,-0.0464,20260301,2026-03
FA_202603_3M_VN_NORTH_CUS,2026-03-01,3,VN_NORTH,CUS,BASE,193677.3,208847.33,15170.03,15170.03,0.07833,0.0783,20260301,2026-03
FA_202603_1M_VN_NORTH_FCL,2026-03-01,1,VN_NORTH,FCL,BASE,766414.54,824178.61,57764.07,57764.07,0.07537,0.0754,20260301,2026-03
FA_202603_2M_VN_NORTH_FCL,2026-03-01,2,VN_NORTH,FCL,BASE,766414.54,862367.36,95952.82,95952.82,0.1252,0.1252,20260301,2026-03
FA_202603_3M_VN_NORTH_FCL,2026-03-01,3,VN_NORTH,FCL,BASE,766414.54,792302.73,25888.19,25888.19,0.03378,0.0338,20260301,2026-03
