HeadcountPlanKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,FTE,NewHires,Attrition,AvgSalaryUSD,PayrollCostUSD,JobsPerFTE,DateKey,YearMonth
HC_202705_DOWNSIDE_CN_CS,2027-05-01,Forecast,DOWNSIDE,CN,CS,16.4,0.5,0.2,1359.78,22300.47,189.76,20270501,2027-05
HC_202705_DOWNSIDE_CN_FIN,2027-05-01,Forecast,DOWNSIDE,CN,FIN,7.1,0.2,0.1,1786.16,12681.72,438.31,20270501,2027-05
HC_202705_DOWNSIDE_CN_IT,2027-05-01,Forecast,DOWNSIDE,CN,IT,4.7,0.1,0.0,1959.01,9207.36,662.13,20270501,2027-05
HC_202705_DOWNSIDE_CN_MGT,2027-05-01,Forecast,DOWNSIDE,CN,MGT,3.9,0.1,0.0,3572.32,13932.03,797.95,20270501,2027-05
HC_202705_DOWNSIDE_TH_SALES,2027-05-01,Forecast,DOWNSIDE,TH,SALES,11.7,0.3,0.2,2131.87,24942.83,201.97,20270501,2027-05
HC_202705_DOWNSIDE_TH_OPS,2027-05-01,Forecast,DOWNSIDE,TH,OPS,36.2,1.0,0.4,1521.12,55064.37,65.28,20270501,2027-05
HC_202705_DOWNSIDE_TH_CS,2027-05-01,Forecast,DOWNSIDE,TH,CS,12.4,0.3,0.1,1359.78,16861.33,190.56,20270501,2027-05
HC_202705_DOWNSIDE_TH_FIN,2027-05-01,Forecast,DOWNSIDE,TH,FIN,5.4,0.2,0.1,1786.16,9645.25,437.59,20270501,2027-05
HC_202705_DOWNSIDE_TH_IT,2027-05-01,Forecast,DOWNSIDE,TH,IT,3.6,0.1,0.0,1959.01,7052.44,656.39,20270501,2027-05
HC_202705_DOWNSIDE_TH_MGT,2027-05-01,Forecast,DOWNSIDE,TH,MGT,3.0,0.1,0.0,3572.32,10716.95,787.67,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_SALES,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,SALES,13.9,0.4,0.2,1973.95,27437.9,201.8,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_OPS,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,OPS,43.1,1.2,0.4,1408.44,60703.76,65.08,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_CS,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,CS,14.8,0.4,0.1,1259.06,18634.09,189.53,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_FIN,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,FIN,6.4,0.2,0.1,1653.85,10584.64,438.28,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_IT,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,IT,4.3,0.1,0.0,1813.9,7799.77,652.33,20270501,2027-05
HC_202705_DOWNSIDE_VN_CENTRAL_MGT,2027-05-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3.6,0.1,0.0,3307.7,11907.72,779.17,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_SALES,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,SALES,19.7,0.6,0.3,1973.95,38886.81,202.08,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_OPS,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,OPS,61.1,1.7,0.6,1408.44,86055.68,65.16,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_CS,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,CS,21.0,0.6,0.2,1259.06,26440.26,189.57,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_FIN,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,FIN,9.1,0.3,0.1,1653.85,15050.03,437.47,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_IT,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,IT,6.1,0.2,0.1,1813.9,11064.79,652.62,20270501,2027-05
HC_202705_DOWNSIDE_VN_NORTH_MGT,2027-05-01,Forecast,DOWNSIDE,VN_NORTH,MGT,5.1,0.1,0.1,3307.7,16869.27,780.59,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_SALES,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,22.2,0.6,0.3,1973.95,43821.69,202.66,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_OPS,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,68.8,1.9,0.7,1408.44,96900.67,65.39,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_CS,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,CS,23.6,0.7,0.2,1259.06,29713.82,190.64,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_FIN,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,10.3,0.3,0.1,1653.85,17034.65,436.8,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_IT,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,IT,6.8,0.2,0.1,1813.9,12334.52,661.62,20270501,2027-05
HC_202705_DOWNSIDE_VN_SOUTH_MGT,2027-05-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5.7,0.2,0.1,3307.7,18853.89,789.3,20270501,2027-05
HC_202705_UPSIDE_CN_SALES,2027-05-01,Forecast,UPSIDE,CN,SALES,18.6,0.5,0.2,2161.84,40210.15,220.16,20270501,2027-05
HC_202705_UPSIDE_CN_OPS,2027-05-01,Forecast,UPSIDE,CN,OPS,57.7,1.6,0.6,1542.5,89002.2,70.97,20270501,2027-05
HC_202705_UPSIDE_CN_CS,2027-05-01,Forecast,UPSIDE,CN,CS,19.8,0.6,0.2,1378.9,27302.24,206.82,20270501,2027-05
HC_202705_UPSIDE_CN_FIN,2027-05-01,Forecast,UPSIDE,CN,FIN,8.6,0.2,0.1,1811.27,15576.9,476.16,20270501,2027-05
HC_202705_UPSIDE_CN_IT,2027-05-01,Forecast,UPSIDE,CN,IT,5.7,0.2,0.1,1986.55,11323.35,718.42,20270501,2027-05
HC_202705_UPSIDE_CN_MGT,2027-05-01,Forecast,UPSIDE,CN,MGT,4.8,0.1,0.0,3622.54,17388.17,853.12,20270501,2027-05
HC_202705_UPSIDE_TH_SALES,2027-05-01,Forecast,UPSIDE,TH,SALES,14.1,0.4,0.2,2161.84,30481.89,221.13,20270501,2027-05
HC_202705_UPSIDE_TH_OPS,2027-05-01,Forecast,UPSIDE,TH,OPS,43.8,1.2,0.4,1542.5,67561.46,71.19,20270501,2027-05
HC_202705_UPSIDE_TH_CS,2027-05-01,Forecast,UPSIDE,TH,CS,15.0,0.4,0.1,1378.9,20683.51,207.87,20270501,2027-05
HC_202705_UPSIDE_TH_FIN,2027-05-01,Forecast,UPSIDE,TH,FIN,6.5,0.2,0.1,1811.27,11773.24,479.69,20270501,2027-05
HC_202705_UPSIDE_TH_IT,2027-05-01,Forecast,UPSIDE,TH,IT,4.3,0.1,0.0,1986.55,8542.17,725.12,20270501,2027-05
HC_202705_UPSIDE_TH_MGT,2027-05-01,Forecast,UPSIDE,TH,MGT,3.6,0.1,0.0,3622.54,13041.13,866.11,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_SALES,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,SALES,16.9,0.5,0.2,2001.7,33828.73,222.25,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_OPS,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,OPS,52.5,1.5,0.5,1428.24,74982.6,71.54,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_CS,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,CS,18.0,0.5,0.2,1276.76,22981.68,208.67,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_FIN,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,FIN,7.8,0.2,0.1,1677.1,13081.38,481.54,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_IT,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,IT,5.2,0.1,0.1,1839.4,9564.88,722.31,20270501,2027-05
HC_202705_UPSIDE_VN_CENTRAL_MGT,2027-05-01,Forecast,UPSIDE,VN_CENTRAL,MGT,4.3,0.1,0.0,3354.2,14423.06,873.49,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_SALES,2027-05-01,Forecast,UPSIDE,VN_NORTH,SALES,23.9,0.7,0.3,2001.7,47840.63,220.92,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_OPS,2027-05-01,Forecast,UPSIDE,VN_NORTH,OPS,74.1,2.1,0.7,1428.24,105832.58,71.26,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_CS,2027-05-01,Forecast,UPSIDE,VN_NORTH,CS,25.4,0.7,0.3,1276.76,32429.7,207.87,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_FIN,2027-05-01,Forecast,UPSIDE,VN_NORTH,FIN,11.0,0.3,0.1,1677.1,18448.1,480.0,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_IT,2027-05-01,Forecast,UPSIDE,VN_NORTH,IT,7.4,0.2,0.1,1839.4,13611.56,713.51,20270501,2027-05
HC_202705_UPSIDE_VN_NORTH_MGT,2027-05-01,Forecast,UPSIDE,VN_NORTH,MGT,6.1,0.2,0.1,3354.2,20460.62,865.57,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_SALES,2027-05-01,Forecast,UPSIDE,VN_SOUTH,SALES,26.9,0.8,0.3,2001.7,53845.73,220.89,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_OPS,2027-05-01,Forecast,UPSIDE,VN_SOUTH,OPS,83.4,2.3,0.8,1428.24,119115.22,71.25,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_CS,2027-05-01,Forecast,UPSIDE,VN_SOUTH,CS,28.6,0.8,0.3,1276.76,36515.34,207.76,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_FIN,2027-05-01,Forecast,UPSIDE,VN_SOUTH,FIN,12.4,0.3,0.1,1677.1,20796.04,479.19,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_IT,2027-05-01,Forecast,UPSIDE,VN_SOUTH,IT,8.3,0.2,0.1,1839.4,15267.02,715.9,20270501,2027-05
HC_202705_UPSIDE_VN_SOUTH_MGT,2027-05-01,Forecast,UPSIDE,VN_SOUTH,MGT,6.9,0.2,0.1,3354.2,23143.98,861.16,20270501,2027-05
HC_202706_BASE_CN_SALES,2027-06-01,Forecast,BASE,CN,SALES,17.1,0.5,0.2,2155.84,36864.9,208.6,20270601,2027-06
HC_202706_BASE_CN_OPS,2027-06-01,Forecast,BASE,CN,OPS,53.0,1.5,0.5,1538.22,81525.79,67.3,20270601,2027-06
HC_202706_BASE_CN_CS,2027-06-01,Forecast,BASE,CN,CS,18.2,0.5,0.2,1375.08,25026.41,195.99,20270601,2027-06
HC_202706_BASE_CN_FIN,2027-06-01,Forecast,BASE,CN,FIN,7.9,0.2,0.1,1806.25,14269.34,451.52,20270601,2027-06
HC_202706_BASE_CN_IT,2027-06-01,Forecast,BASE,CN,IT,5.3,0.1,0.1,1981.04,10499.53,673.02,20270601,2027-06
HC_202706_BASE_CN_MGT,2027-06-01,Forecast,BASE,CN,MGT,4.4,0.1,0.0,3612.49,15894.96,810.68,20270601,2027-06
HC_202706_BASE_TH_SALES,2027-06-01,Forecast,BASE,TH,SALES,12.9,0.4,0.2,2155.84,27810.36,208.68,20270601,2027-06
HC_202706_BASE_TH_OPS,2027-06-01,Forecast,BASE,TH,OPS,40.0,1.1,0.4,1538.22,61528.9,67.3,20270601,2027-06
HC_202706_BASE_TH_CS,2027-06-01,Forecast,BASE,TH,CS,13.7,0.4,0.1,1375.08,18838.56,196.5,20270601,2027-06
HC_202706_BASE_TH_FIN,2027-06-01,Forecast,BASE,TH,FIN,6.0,0.2,0.1,1806.25,10837.48,448.67,20270601,2027-06
HC_202706_BASE_TH_IT,2027-06-01,Forecast,BASE,TH,IT,4.0,0.1,0.0,1981.04,7924.18,673.0,20270601,2027-06
HC_202706_BASE_TH_MGT,2027-06-01,Forecast,BASE,TH,MGT,3.3,0.1,0.0,3612.49,11921.22,815.76,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_SALES,2027-06-01,Forecast,BASE,VN_CENTRAL,SALES,15.4,0.4,0.2,1996.15,30740.71,207.92,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_OPS,2027-06-01,Forecast,BASE,VN_CENTRAL,OPS,47.7,1.3,0.5,1424.28,67938.16,67.13,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_CS,2027-06-01,Forecast,BASE,VN_CENTRAL,CS,16.4,0.5,0.2,1273.22,20880.81,195.24,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_FIN,2027-06-01,Forecast,BASE,VN_CENTRAL,FIN,7.1,0.2,0.1,1672.45,11874.4,450.99,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_IT,2027-06-01,Forecast,BASE,VN_CENTRAL,IT,4.7,0.1,0.0,1834.3,8621.21,681.28,20270601,2027-06
HC_202706_BASE_VN_CENTRAL_MGT,2027-06-01,Forecast,BASE,VN_CENTRAL,MGT,3.9,0.1,0.0,3344.9,13045.11,821.03,20270601,2027-06
HC_202706_BASE_VN_NORTH_SALES,2027-06-01,Forecast,BASE,VN_NORTH,SALES,21.9,0.6,0.3,1996.15,43715.68,207.76,20270601,2027-06
HC_202706_BASE_VN_NORTH_OPS,2027-06-01,Forecast,BASE,VN_NORTH,OPS,67.7,1.9,0.7,1424.28,96423.76,67.21,20270601,2027-06
HC_202706_BASE_VN_NORTH_CS,2027-06-01,Forecast,BASE,VN_NORTH,CS,23.2,0.6,0.2,1273.22,29538.7,196.12,20270601,2027-06
HC_202706_BASE_VN_NORTH_FIN,2027-06-01,Forecast,BASE,VN_NORTH,FIN,10.1,0.3,0.1,1672.45,16891.74,450.5,20270601,2027-06
HC_202706_BASE_VN_NORTH_IT,2027-06-01,Forecast,BASE,VN_NORTH,IT,6.7,0.2,0.1,1834.3,12289.81,679.1,20270601,2027-06
HC_202706_BASE_VN_NORTH_MGT,2027-06-01,Forecast,BASE,VN_NORTH,MGT,5.6,0.2,0.1,3344.9,18731.44,812.5,20270601,2027-06
HC_202706_BASE_VN_SOUTH_SALES,2027-06-01,Forecast,BASE,VN_SOUTH,SALES,24.6,0.7,0.3,1996.15,49105.29,209.15,20270601,2027-06
HC_202706_BASE_VN_SOUTH_OPS,2027-06-01,Forecast,BASE,VN_SOUTH,OPS,76.3,2.1,0.8,1424.28,108672.56,67.43,20270601,2027-06
HC_202706_BASE_VN_SOUTH_CS,2027-06-01,Forecast,BASE,VN_SOUTH,CS,26.2,0.7,0.3,1273.22,33358.36,196.37,20270601,2027-06
HC_202706_BASE_VN_SOUTH_FIN,2027-06-01,Forecast,BASE,VN_SOUTH,FIN,11.4,0.3,0.1,1672.45,19065.93,451.32,20270601,2027-06
HC_202706_BASE_VN_SOUTH_IT,2027-06-01,Forecast,BASE,VN_SOUTH,IT,7.6,0.2,0.1,1834.3,13940.68,676.97,20270601,2027-06
HC_202706_BASE_VN_SOUTH_MGT,2027-06-01,Forecast,BASE,VN_SOUTH,MGT,6.3,0.2,0.1,3344.9,21072.87,816.67,20270601,2027-06
HC_202706_DOWNSIDE_CN_SALES,2027-06-01,Forecast,DOWNSIDE,CN,SALES,15.3,0.4,0.2,2135.86,32678.69,198.37,20270601,2027-06
HC_202706_DOWNSIDE_CN_OPS,2027-06-01,Forecast,DOWNSIDE,CN,OPS,47.4,1.3,0.5,1523.97,72236.01,64.03,20270601,2027-06
HC_202706_DOWNSIDE_CN_CS,2027-06-01,Forecast,DOWNSIDE,CN,CS,16.3,0.5,0.2,1362.33,22206.04,186.2,20270601,2027-06
HC_202706_DOWNSIDE_CN_FIN,2027-06-01,Forecast,DOWNSIDE,CN,FIN,7.1,0.2,0.1,1789.51,12705.49,427.46,20270601,2027-06
HC_202706_DOWNSIDE_CN_IT,2027-06-01,Forecast,DOWNSIDE,CN,IT,4.7,0.1,0.0,1962.68,9224.61,645.74,20270601,2027-06
HC_202706_DOWNSIDE_CN_MGT,2027-06-01,Forecast,DOWNSIDE,CN,MGT,3.9,0.1,0.0,3579.01,13958.15,778.21,20270601,2027-06
HC_202706_DOWNSIDE_TH_SALES,2027-06-01,Forecast,DOWNSIDE,TH,SALES,11.6,0.3,0.2,2135.86,24776.0,199.31,20270601,2027-06
HC_202706_DOWNSIDE_TH_OPS,2027-06-01,Forecast,DOWNSIDE,TH,OPS,35.9,1.0,0.4,1523.97,54710.39,64.4,20270601,2027-06
HC_202706_DOWNSIDE_TH_CS,2027-06-01,Forecast,DOWNSIDE,TH,CS,12.3,0.3,0.1,1362.33,16756.7,187.97,20270601,2027-06
HC_202706_DOWNSIDE_TH_FIN,2027-06-01,Forecast,DOWNSIDE,TH,FIN,5.4,0.2,0.1,1789.51,9663.33,428.15,20270601,2027-06
HC_202706_DOWNSIDE_TH_IT,2027-06-01,Forecast,DOWNSIDE,TH,IT,3.6,0.1,0.0,1962.68,7065.66,642.22,20270601,2027-06
HC_202706_DOWNSIDE_TH_MGT,2027-06-01,Forecast,DOWNSIDE,TH,MGT,3.0,0.1,0.0,3579.01,10737.04,770.67,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_SALES,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,SALES,13.9,0.4,0.2,1977.65,27489.33,198.63,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_OPS,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,OPS,42.9,1.2,0.4,1411.08,60535.33,64.36,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_CS,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,CS,14.7,0.4,0.1,1261.42,18542.87,187.82,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_FIN,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,FIN,6.4,0.2,0.1,1656.95,10604.48,431.41,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_IT,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,IT,4.3,0.1,0.0,1817.3,7814.39,642.09,20270601,2027-06
HC_202706_DOWNSIDE_VN_CENTRAL_MGT,2027-06-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3.5,0.1,0.0,3313.9,11598.65,788.86,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_SALES,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,SALES,19.7,0.6,0.3,1977.65,38959.7,198.98,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_OPS,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,OPS,60.9,1.7,0.6,1411.08,85934.77,64.37,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_CS,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,CS,20.9,0.6,0.2,1261.42,26363.68,187.56,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_FIN,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,FIN,9.1,0.3,0.1,1656.95,15078.24,430.77,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_IT,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,IT,6.0,0.2,0.1,1817.3,10903.8,653.33,20270601,2027-06
HC_202706_DOWNSIDE_VN_NORTH_MGT,2027-06-01,Forecast,DOWNSIDE,VN_NORTH,MGT,5.0,0.1,0.1,3313.9,16569.5,784.0,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_SALES,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,22.1,0.6,0.3,1977.65,43706.07,200.5,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_OPS,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,68.6,1.9,0.7,1411.08,96800.09,64.59,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_CS,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,CS,23.5,0.7,0.2,1261.42,29643.37,188.55,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_FIN,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,10.2,0.3,0.1,1656.95,16900.89,434.41,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_IT,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,IT,6.8,0.2,0.1,1817.3,12357.64,651.62,20270601,2027-06
HC_202706_DOWNSIDE_VN_SOUTH_MGT,2027-06-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5.7,0.2,0.1,3313.9,18889.23,777.37,20270601,2027-06
HC_202706_UPSIDE_CN_SALES,2027-06-01,Forecast,UPSIDE,CN,SALES,18.5,0.5,0.2,2165.83,40067.89,218.05,20270601,2027-06
HC_202706_UPSIDE_CN_OPS,2027-06-01,Forecast,UPSIDE,CN,OPS,57.4,1.6,0.6,1545.35,88703.11,70.28,20270601,2027-06
HC_202706_UPSIDE_CN_CS,2027-06-01,Forecast,UPSIDE,CN,CS,19.7,0.6,0.2,1381.45,27214.56,204.77,20270601,2027-06
HC_202706_UPSIDE_CN_FIN,2027-06-01,Forecast,UPSIDE,CN,FIN,8.6,0.2,0.1,1814.62,15605.7,469.07,20270601,2027-06
HC_202706_UPSIDE_CN_IT,2027-06-01,Forecast,UPSIDE,CN,IT,5.7,0.2,0.1,1990.22,11344.28,707.72,20270601,2027-06
HC_202706_UPSIDE_CN_MGT,2027-06-01,Forecast,UPSIDE,CN,MGT,4.8,0.1,0.0,3629.23,17420.31,840.42,20270601,2027-06
HC_202706_UPSIDE_TH_SALES,2027-06-01,Forecast,UPSIDE,TH,SALES,14.1,0.4,0.2,2165.83,30538.23,217.8,20270601,2027-06
HC_202706_UPSIDE_TH_OPS,2027-06-01,Forecast,UPSIDE,TH,OPS,43.6,1.2,0.4,1545.35,67377.28,70.44,20270601,2027-06
HC_202706_UPSIDE_TH_CS,2027-06-01,Forecast,UPSIDE,TH,CS,14.9,0.4,0.1,1381.45,20583.6,206.11,20270601,2027-06
HC_202706_UPSIDE_TH_FIN,2027-06-01,Forecast,UPSIDE,TH,FIN,6.5,0.2,0.1,1814.62,11795.0,472.46,20270601,2027-06
HC_202706_UPSIDE_TH_IT,2027-06-01,Forecast,UPSIDE,TH,IT,4.3,0.1,0.0,1990.22,8557.96,714.19,20270601,2027-06
HC_202706_UPSIDE_TH_MGT,2027-06-01,Forecast,UPSIDE,TH,MGT,3.6,0.1,0.0,3629.23,13065.24,853.06,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_SALES,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,SALES,16.7,0.5,0.2,2005.4,33490.18,217.72,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_OPS,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,OPS,51.8,1.5,0.5,1430.88,74119.58,70.19,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_CS,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,CS,17.8,0.5,0.2,1279.12,22768.34,204.27,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_FIN,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,FIN,7.7,0.2,0.1,1680.2,12937.54,472.21,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_IT,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,IT,5.1,0.1,0.1,1842.8,9398.28,712.94,20270601,2027-06
HC_202706_UPSIDE_VN_CENTRAL_MGT,2027-06-01,Forecast,UPSIDE,VN_CENTRAL,MGT,4.3,0.1,0.0,3360.4,14449.72,845.58,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_SALES,2027-06-01,Forecast,UPSIDE,VN_NORTH,SALES,23.7,0.7,0.3,2005.4,47527.98,216.88,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_OPS,2027-06-01,Forecast,UPSIDE,VN_NORTH,OPS,73.4,2.1,0.7,1430.88,105026.59,70.03,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_CS,2027-06-01,Forecast,UPSIDE,VN_NORTH,CS,25.2,0.7,0.3,1279.12,32233.82,203.97,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_FIN,2027-06-01,Forecast,UPSIDE,VN_NORTH,FIN,10.9,0.3,0.1,1680.2,18314.18,471.56,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_IT,2027-06-01,Forecast,UPSIDE,VN_NORTH,IT,7.3,0.2,0.1,1842.8,13452.44,704.11,20270601,2027-06
HC_202706_UPSIDE_VN_NORTH_MGT,2027-06-01,Forecast,UPSIDE,VN_NORTH,MGT,6.1,0.2,0.1,3360.4,20498.44,842.62,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_SALES,2027-06-01,Forecast,UPSIDE,VN_SOUTH,SALES,26.8,0.8,0.3,2005.4,53744.72,218.51,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_OPS,2027-06-01,Forecast,UPSIDE,VN_SOUTH,OPS,83.0,2.3,0.8,1430.88,118763.04,70.55,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_CS,2027-06-01,Forecast,UPSIDE,VN_SOUTH,CS,28.5,0.8,0.3,1279.12,36454.92,205.47,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_FIN,2027-06-01,Forecast,UPSIDE,VN_SOUTH,FIN,12.4,0.3,0.1,1680.2,20834.48,472.26,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_IT,2027-06-01,Forecast,UPSIDE,VN_SOUTH,IT,8.2,0.2,0.1,1842.8,15110.96,714.15,20270601,2027-06
HC_202706_UPSIDE_VN_SOUTH_MGT,2027-06-01,Forecast,UPSIDE,VN_SOUTH,MGT,6.9,0.2,0.1,3360.4,23186.76,848.7,20270601,2027-06
HC_202707_BASE_CN_SALES,2027-07-01,Forecast,BASE,CN,SALES,16.8,0.5,0.2,2159.84,36285.28,203.15,20270701,2027-07
HC_202707_BASE_CN_OPS,2027-07-01,Forecast,BASE,CN,OPS,52.1,1.5,0.5,1541.07,80289.93,65.51,20270701,2027-07
HC_202707_BASE_CN_CS,2027-07-01,Forecast,BASE,CN,CS,17.9,0.5,0.2,1377.63,24659.51,190.67,20270701,2027-07
HC_202707_BASE_CN_FIN,2027-07-01,Forecast,BASE,CN,FIN,7.8,0.2,0.1,1809.59,14114.83,437.56,20270701,2027-07
HC_202707_BASE_CN_IT,2027-07-01,Forecast,BASE,CN,IT,5.2,0.1,0.1,1984.72,10320.52,656.35,20270701,2027-07
HC_202707_BASE_CN_MGT,2027-07-01,Forecast,BASE,CN,MGT,4.3,0.1,0.0,3619.19,15562.51,793.72,20270701,2027-07
HC_202707_BASE_TH_SALES,2027-07-01,Forecast,BASE,TH,SALES,12.8,0.4,0.2,2159.84,27645.93,203.83,20270701,2027-07
HC_202707_BASE_TH_OPS,2027-07-01,Forecast,BASE,TH,OPS,39.6,1.1,0.4,1541.07,61026.51,65.88,20270701,2027-07
HC_202707_BASE_TH_CS,2027-07-01,Forecast,BASE,TH,CS,13.6,0.4,0.1,1377.63,18735.72,191.84,20270701,2027-07
HC_202707_BASE_TH_FIN,2027-07-01,Forecast,BASE,TH,FIN,5.9,0.2,0.1,1809.59,10676.6,442.2,20270701,2027-07
HC_202707_BASE_TH_IT,2027-07-01,Forecast,BASE,TH,IT,3.9,0.1,0.0,1984.72,7740.39,668.97,20270701,2027-07
