CostDriverKey,RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,CarrierCostUSD,HandlingCostUSD,FuelCostUSD,CustomsCostUSD,DirectCostUSD,VariableCostPerJobUSD,CostInflationPct,DateKey,YearMonth
COST_202710_UPSIDE_VN_NORTH_CUS_SME,202710_UPSIDE_VN_NORTH_CUS_SME,2027-10-01,Forecast,UPSIDE,VN_NORTH,CUS,SME,20728.89,5796.14,1685.73,5040.0,33250.76,184.73,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_NORTH_CUS_SKA,202710_UPSIDE_VN_NORTH_CUS_SKA,2027-10-01,Forecast,UPSIDE,VN_NORTH,CUS,SKA,34648.61,8796.39,2817.72,8736.0,54998.72,176.28,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_NORTH_TRK_ENT,202710_UPSIDE_VN_NORTH_TRK_ENT,2027-10-01,Forecast,UPSIDE,VN_NORTH,TRK,ENT,83519.7,11492.8,5975.53,2042.32,103030.36,321.97,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_NORTH_TRK_MM,202710_UPSIDE_VN_NORTH_TRK_MM,2027-10-01,Forecast,UPSIDE,VN_NORTH,TRK,MM,69049.13,11670.68,4940.21,2376.28,88036.29,326.06,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_NORTH_TRK_SME,202710_UPSIDE_VN_NORTH_TRK_SME,2027-10-01,Forecast,UPSIDE,VN_NORTH,TRK,SME,55541.44,7378.16,3973.79,1155.65,68049.03,328.74,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_NORTH_TRK_SKA,202710_UPSIDE_VN_NORTH_TRK_SKA,2027-10-01,Forecast,UPSIDE,VN_NORTH,TRK,SKA,90249.69,7938.61,6457.03,2733.92,107379.26,290.21,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_AIR_ENT,202710_UPSIDE_VN_SOUTH_AIR_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,AIR,ENT,253505.11,13022.18,16034.48,1170.27,283732.03,1533.69,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_AIR_MM,202710_UPSIDE_VN_SOUTH_AIR_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,AIR,MM,207041.58,6408.21,13095.61,1512.04,228057.44,1480.89,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_AIR_SME,202710_UPSIDE_VN_SOUTH_AIR_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,AIR,SME,160961.95,4866.14,10181.02,531.16,176540.27,1535.13,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_AIR_SKA,202710_UPSIDE_VN_SOUTH_AIR_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,AIR,SKA,268265.46,5501.39,16968.09,940.58,291675.52,1458.38,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_FCL_ENT,202710_UPSIDE_VN_SOUTH_FCL_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,FCL,ENT,305658.52,17236.67,14301.3,2268.9,339465.39,1105.75,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_FCL_MM,202710_UPSIDE_VN_SOUTH_FCL_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,FCL,MM,239455.26,14248.99,11203.75,1491.78,266399.78,1100.83,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_FCL_SME,202710_UPSIDE_VN_SOUTH_FCL_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,FCL,SME,187440.4,9057.37,8770.05,896.7,206164.53,1079.4,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_FCL_SKA,202710_UPSIDE_VN_SOUTH_FCL_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,FCL,SKA,323436.45,15878.66,15133.1,2718.59,357166.8,1069.36,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_LCL_ENT,202710_UPSIDE_VN_SOUTH_LCL_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,LCL,ENT,125479.17,8209.7,6396.74,1111.26,141196.86,547.27,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_LCL_MM,202710_UPSIDE_VN_SOUTH_LCL_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,LCL,MM,104635.09,4814.93,5334.14,1122.9,115907.06,551.94,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_LCL_SME,202710_UPSIDE_VN_SOUTH_LCL_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,LCL,SME,80947.34,8643.48,4126.57,853.85,94571.25,580.19,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_LCL_SKA,202710_UPSIDE_VN_SOUTH_LCL_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,LCL,SKA,137496.79,15591.12,7009.38,2899.81,162997.11,560.13,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CLS_ENT,202710_UPSIDE_VN_SOUTH_CLS_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CLS,ENT,143662.03,9968.72,8460.11,797.89,162888.74,1188.97,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CLS_MM,202710_UPSIDE_VN_SOUTH_CLS_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CLS,MM,122381.81,4033.17,7206.94,957.19,134579.11,1160.16,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CLS_SME,202710_UPSIDE_VN_SOUTH_CLS_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CLS,SME,93542.8,3365.82,5508.64,456.55,102873.8,1182.46,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CLS_SKA,202710_UPSIDE_VN_SOUTH_CLS_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CLS,SKA,152369.79,4803.51,8972.9,903.18,167049.38,1077.74,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CUS_ENT,202710_UPSIDE_VN_SOUTH_CUS_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CUS,ENT,37428.44,10435.89,3043.79,8792.0,59700.13,190.13,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CUS_MM,202710_UPSIDE_VN_SOUTH_CUS_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CUS,MM,30176.82,8461.38,2454.07,7308.0,48400.26,185.44,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CUS_SME,202710_UPSIDE_VN_SOUTH_CUS_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CUS,SME,24135.46,12907.43,1962.76,5712.0,44717.66,219.2,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_CUS_SKA,202710_UPSIDE_VN_SOUTH_CUS_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,CUS,SKA,41582.85,10877.91,3381.64,10164.0,66006.39,181.84,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_TRK_ENT,202710_UPSIDE_VN_SOUTH_TRK_ENT,2027-10-01,Forecast,UPSIDE,VN_SOUTH,TRK,ENT,95087.85,22874.74,6803.19,2594.34,127360.12,340.54,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_TRK_MM,202710_UPSIDE_VN_SOUTH_TRK_MM,2027-10-01,Forecast,UPSIDE,VN_SOUTH,TRK,MM,81195.39,21511.01,5809.23,1340.47,109856.1,353.24,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_TRK_SME,202710_UPSIDE_VN_SOUTH_TRK_SME,2027-10-01,Forecast,UPSIDE,VN_SOUTH,TRK,SME,62345.57,15223.79,4460.6,1439.88,83469.84,356.71,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_SOUTH_TRK_SKA,202710_UPSIDE_VN_SOUTH_TRK_SKA,2027-10-01,Forecast,UPSIDE,VN_SOUTH,TRK,SKA,106123.83,9018.21,7592.77,1558.39,124293.2,299.5,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_AIR_ENT,202710_UPSIDE_VN_CENTRAL_AIR_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,AIR,ENT,159137.98,5392.48,10065.65,701.18,175297.3,1537.7,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_AIR_MM,202710_UPSIDE_VN_CENTRAL_AIR_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,AIR,MM,134088.87,6247.35,8481.27,792.07,149609.56,1542.37,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_AIR_SME,202710_UPSIDE_VN_CENTRAL_AIR_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,AIR,SME,100078.1,5242.25,6330.05,432.64,112083.04,1578.63,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_AIR_SKA,202710_UPSIDE_VN_CENTRAL_AIR_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,AIR,SKA,165110.91,8723.65,10443.45,988.88,185266.89,1482.14,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_FCL_ENT,202710_UPSIDE_VN_CENTRAL_FCL_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,FCL,ENT,185614.53,10482.34,8684.62,888.72,205670.21,1088.2,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_FCL_MM,202710_UPSIDE_VN_CENTRAL_FCL_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,FCL,MM,148655.58,8949.95,6955.37,1114.51,165675.41,1068.87,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_FCL_SME,202710_UPSIDE_VN_CENTRAL_FCL_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,FCL,SME,118141.92,3825.46,5527.68,830.99,128326.05,1096.8,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_FCL_SKA,202710_UPSIDE_VN_CENTRAL_FCL_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,FCL,SKA,197608.22,14674.32,9245.79,1253.76,222782.09,1071.07,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_LCL_ENT,202710_UPSIDE_VN_CENTRAL_LCL_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,LCL,ENT,80520.07,8268.65,4104.79,680.02,93573.53,567.11,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_LCL_MM,202710_UPSIDE_VN_CENTRAL_LCL_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,LCL,MM,62106.2,6378.9,3166.08,556.67,72207.84,559.75,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_LCL_SME,202710_UPSIDE_VN_CENTRAL_LCL_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,LCL,SME,50527.63,2293.95,2575.82,507.55,55904.96,570.46,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_LCL_SKA,202710_UPSIDE_VN_CENTRAL_LCL_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,LCL,SKA,88439.48,10023.34,4508.51,1025.18,103996.5,559.12,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CLS_ENT,202710_UPSIDE_VN_CENTRAL_CLS_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CLS,ENT,90439.55,3723.94,5325.89,535.71,100025.1,1136.65,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CLS_MM,202710_UPSIDE_VN_CENTRAL_CLS_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CLS,MM,75051.1,3921.07,4419.68,269.56,83661.41,1178.33,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CLS_SME,202710_UPSIDE_VN_CENTRAL_CLS_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CLS,SME,57278.93,3689.85,3373.1,357.97,64699.85,1244.23,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CLS_SKA,202710_UPSIDE_VN_CENTRAL_CLS_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CLS,SKA,103317.05,3640.22,6084.23,723.44,113764.94,1149.14,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CUS_ENT,202710_UPSIDE_VN_CENTRAL_CUS_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CUS,ENT,22623.08,8187.35,1839.77,5628.0,38278.2,190.44,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CUS_MM,202710_UPSIDE_VN_CENTRAL_CUS_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CUS,MM,20422.23,6068.2,1660.79,4676.0,32827.22,196.57,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CUS_SME,202710_UPSIDE_VN_CENTRAL_CUS_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CUS,SME,14884.86,4382.82,1210.48,3584.0,24062.16,187.99,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_CUS_SKA,202710_UPSIDE_VN_CENTRAL_CUS_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,CUS,SKA,26046.85,10285.16,2118.2,6244.0,44694.21,200.42,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_TRK_ENT,202710_UPSIDE_VN_CENTRAL_TRK_ENT,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,TRK,ENT,60271.62,16846.86,4312.21,1843.99,83274.69,354.36,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_TRK_MM,202710_UPSIDE_VN_CENTRAL_TRK_MM,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,TRK,MM,49705.11,12776.36,3556.22,1103.05,67140.74,353.37,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_TRK_SME,202710_UPSIDE_VN_CENTRAL_TRK_SME,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,TRK,SME,40000.99,9231.86,2861.92,671.69,52766.46,356.53,0.054,20271001,2027-10
COST_202710_UPSIDE_VN_CENTRAL_TRK_SKA,202710_UPSIDE_VN_CENTRAL_TRK_SKA,2027-10-01,Forecast,UPSIDE,VN_CENTRAL,TRK,SKA,68395.35,13245.93,4893.44,1391.13,87925.85,325.65,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_AIR_ENT,202710_UPSIDE_TH_AIR_ENT,2027-10-01,Forecast,UPSIDE,TH,AIR,ENT,127993.62,4273.2,8095.74,776.1,141138.66,1455.04,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_AIR_MM,202710_UPSIDE_TH_AIR_MM,2027-10-01,Forecast,UPSIDE,TH,AIR,MM,111065.86,3851.32,7025.04,352.85,122295.07,1548.04,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_AIR_SME,202710_UPSIDE_TH_AIR_SME,2027-10-01,Forecast,UPSIDE,TH,AIR,SME,84226.04,3988.86,5327.39,347.76,93890.06,1564.83,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_AIR_SKA,202710_UPSIDE_TH_AIR_SKA,2027-10-01,Forecast,UPSIDE,TH,AIR,SKA,140582.95,2165.09,8892.03,380.15,152020.23,1475.92,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_FCL_ENT,202710_UPSIDE_TH_FCL_ENT,2027-10-01,Forecast,UPSIDE,TH,FCL,ENT,151696.91,4702.87,7097.67,654.2,164151.65,1065.92,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_FCL_MM,202710_UPSIDE_TH_FCL_MM,2027-10-01,Forecast,UPSIDE,TH,FCL,MM,128091.88,3836.72,5993.23,1234.39,139156.21,1062.26,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_FCL_SME,202710_UPSIDE_TH_FCL_SME,2027-10-01,Forecast,UPSIDE,TH,FCL,SME,95587.38,3658.24,4472.39,711.29,104429.3,1044.29,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_FCL_SKA,202710_UPSIDE_TH_FCL_SKA,2027-10-01,Forecast,UPSIDE,TH,FCL,SKA,165884.99,6839.85,7761.51,934.46,181420.82,1030.8,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_LCL_ENT,202710_UPSIDE_TH_LCL_ENT,2027-10-01,Forecast,UPSIDE,TH,LCL,ENT,68214.42,7562.72,3477.47,1249.01,80503.62,583.36,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_LCL_MM,202710_UPSIDE_TH_LCL_MM,2027-10-01,Forecast,UPSIDE,TH,LCL,MM,55224.02,4080.04,2815.24,689.98,62809.28,576.23,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_LCL_SME,202710_UPSIDE_TH_LCL_SME,2027-10-01,Forecast,UPSIDE,TH,LCL,SME,44166.94,5612.54,2251.56,278.93,52309.97,601.26,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_LCL_SKA,202710_UPSIDE_TH_LCL_SKA,2027-10-01,Forecast,UPSIDE,TH,LCL,SKA,74038.94,6170.54,3774.39,1085.52,85069.4,548.83,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CLS_ENT,202710_UPSIDE_TH_CLS_ENT,2027-10-01,Forecast,UPSIDE,TH,CLS,ENT,74220.0,1896.03,4370.74,715.25,81202.01,1127.81,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CLS_MM,202710_UPSIDE_TH_CLS_MM,2027-10-01,Forecast,UPSIDE,TH,CLS,MM,62332.88,2051.08,3670.72,590.98,68645.66,1144.09,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CLS_SME,202710_UPSIDE_TH_CLS_SME,2027-10-01,Forecast,UPSIDE,TH,CLS,SME,49652.17,2050.01,2923.96,224.09,54850.24,1192.4,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CLS_SKA,202710_UPSIDE_TH_CLS_SKA,2027-10-01,Forecast,UPSIDE,TH,CLS,SKA,78473.37,5818.34,4621.22,439.37,89352.29,1145.54,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CUS_ENT,202710_UPSIDE_TH_CUS_ENT,2027-10-01,Forecast,UPSIDE,TH,CUS,ENT,18277.54,8248.34,1486.38,4536.0,32548.26,200.92,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CUS_MM,202710_UPSIDE_TH_CUS_MM,2027-10-01,Forecast,UPSIDE,TH,CUS,MM,16226.47,10273.68,1319.58,3892.0,31711.74,228.14,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CUS_SME,202710_UPSIDE_TH_CUS_SME,2027-10-01,Forecast,UPSIDE,TH,CUS,SME,13271.56,7214.8,1079.28,2940.0,24505.64,233.39,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_CUS_SKA,202710_UPSIDE_TH_CUS_SKA,2027-10-01,Forecast,UPSIDE,TH,CUS,SKA,21412.61,5565.11,1741.33,5208.0,33927.05,182.4,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_TRK_ENT,202710_UPSIDE_TH_TRK_ENT,2027-10-01,Forecast,UPSIDE,TH,TRK,ENT,50855.2,3856.38,3638.5,1919.15,60269.23,305.94,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_TRK_MM,202710_UPSIDE_TH_TRK_MM,2027-10-01,Forecast,UPSIDE,TH,TRK,MM,40016.8,8723.73,2863.06,1515.58,53119.16,338.34,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_TRK_SME,202710_UPSIDE_TH_TRK_SME,2027-10-01,Forecast,UPSIDE,TH,TRK,SME,31398.01,3764.35,2246.41,1067.85,38476.62,315.38,0.054,20271001,2027-10
COST_202710_UPSIDE_TH_TRK_SKA,202710_UPSIDE_TH_TRK_SKA,2027-10-01,Forecast,UPSIDE,TH,TRK,SKA,53918.64,13148.38,3857.68,2070.08,72994.78,337.94,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_AIR_ENT,202710_UPSIDE_CN_AIR_ENT,2027-10-01,Forecast,UPSIDE,CN,AIR,ENT,166365.08,2528.82,10522.78,672.83,180089.5,1464.14,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_AIR_MM,202710_UPSIDE_CN_AIR_MM,2027-10-01,Forecast,UPSIDE,CN,AIR,MM,143909.66,6239.07,9102.45,342.84,159594.02,1519.94,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_AIR_SME,202710_UPSIDE_CN_AIR_SME,2027-10-01,Forecast,UPSIDE,CN,AIR,SME,110351.31,2468.42,6979.84,296.4,120095.97,1501.2,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_AIR_SKA,202710_UPSIDE_CN_AIR_SKA,2027-10-01,Forecast,UPSIDE,CN,AIR,SKA,194972.69,3575.6,12332.24,540.09,211420.63,1448.09,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_FCL_ENT,202710_UPSIDE_CN_FCL_ENT,2027-10-01,Forecast,UPSIDE,CN,FCL,ENT,210905.13,10246.64,9867.93,1261.99,232281.68,1080.38,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_FCL_MM,202710_UPSIDE_CN_FCL_MM,2027-10-01,Forecast,UPSIDE,CN,FCL,MM,167008.3,12440.0,7814.07,607.78,187870.14,1092.27,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_FCL_SME,202710_UPSIDE_CN_FCL_SME,2027-10-01,Forecast,UPSIDE,CN,FCL,SME,130292.15,6029.29,6096.17,782.04,143199.66,1093.13,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_FCL_SKA,202710_UPSIDE_CN_FCL_SKA,2027-10-01,Forecast,UPSIDE,CN,FCL,SKA,216249.91,14083.99,10118.01,1209.45,241661.36,1074.05,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_LCL_ENT,202710_UPSIDE_CN_LCL_ENT,2027-10-01,Forecast,UPSIDE,CN,LCL,ENT,90214.63,9889.96,4599.01,811.94,105515.53,579.76,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_LCL_MM,202710_UPSIDE_CN_LCL_MM,2027-10-01,Forecast,UPSIDE,CN,LCL,MM,74208.71,2852.25,3783.05,1003.91,81847.92,553.03,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_LCL_SME,202710_UPSIDE_CN_LCL_SME,2027-10-01,Forecast,UPSIDE,CN,LCL,SME,55929.31,7781.42,2851.19,1081.19,67643.12,614.94,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_LCL_SKA,202710_UPSIDE_CN_LCL_SKA,2027-10-01,Forecast,UPSIDE,CN,LCL,SKA,97499.69,13498.6,4970.39,1894.42,117863.1,583.48,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CLS_ENT,202710_UPSIDE_CN_CLS_ENT,2027-10-01,Forecast,UPSIDE,CN,CLS,ENT,97981.24,5332.13,5770.01,768.07,109851.45,1144.29,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CLS_MM,202710_UPSIDE_CN_CLS_MM,2027-10-01,Forecast,UPSIDE,CN,CLS,MM,83290.02,3696.27,4904.86,601.4,92492.56,1141.88,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CLS_SME,202710_UPSIDE_CN_CLS_SME,2027-10-01,Forecast,UPSIDE,CN,CLS,SME,63412.72,3823.84,3734.31,539.91,71510.78,1212.05,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CLS_SKA,202710_UPSIDE_CN_CLS_SKA,2027-10-01,Forecast,UPSIDE,CN,CLS,SKA,109066.96,7219.26,6422.84,828.01,123537.07,1143.86,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CUS_ENT,202710_UPSIDE_CN_CUS_ENT,2027-10-01,Forecast,UPSIDE,CN,CUS,ENT,27559.28,10174.71,2241.2,6524.0,46499.19,199.57,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CUS_MM,202710_UPSIDE_CN_CUS_MM,2027-10-01,Forecast,UPSIDE,CN,CUS,MM,22126.74,4657.36,1799.41,5292.0,33875.51,179.24,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CUS_SME,202710_UPSIDE_CN_CUS_SME,2027-10-01,Forecast,UPSIDE,CN,CUS,SME,16967.94,10495.93,1379.88,3976.0,32819.76,231.13,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_CUS_SKA,202710_UPSIDE_CN_CUS_SKA,2027-10-01,Forecast,UPSIDE,CN,CUS,SKA,28245.35,8766.4,2296.99,6944.0,46252.74,186.5,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_TRK_ENT,202710_UPSIDE_CN_TRK_ENT,2027-10-01,Forecast,UPSIDE,CN,TRK,ENT,69177.66,19433.83,4949.41,1205.48,94766.37,350.99,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_TRK_MM,202710_UPSIDE_CN_TRK_MM,2027-10-01,Forecast,UPSIDE,CN,TRK,MM,55521.85,13409.05,3972.38,924.66,73827.95,338.66,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_TRK_SME,202710_UPSIDE_CN_TRK_SME,2027-10-01,Forecast,UPSIDE,CN,TRK,SME,43918.21,4178.48,3142.19,1106.36,52345.24,315.33,0.054,20271001,2027-10
COST_202710_UPSIDE_CN_TRK_SKA,202710_UPSIDE_CN_TRK_SKA,2027-10-01,Forecast,UPSIDE,CN,TRK,SKA,75546.71,14966.41,5405.09,1792.17,97710.38,330.1,0.054,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_AIR_ENT,202710_DOWNSIDE_VN_NORTH_AIR_ENT,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,AIR,ENT,165567.81,4551.53,10043.54,938.29,181101.17,1448.81,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_AIR_MM,202710_DOWNSIDE_VN_NORTH_AIR_MM,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,AIR,MM,136823.13,6252.64,8299.86,668.22,152043.85,1476.15,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_AIR_SME,202710_DOWNSIDE_VN_NORTH_AIR_SME,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,AIR,SME,105011.98,1670.64,6370.15,447.02,113499.79,1474.02,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_AIR_SKA,202710_DOWNSIDE_VN_NORTH_AIR_SKA,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,AIR,SKA,181304.23,6986.02,10998.13,1277.99,200566.38,1412.44,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_FCL_ENT,202710_DOWNSIDE_VN_NORTH_FCL_ENT,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,FCL,ENT,191170.09,7744.89,8578.31,964.38,208457.68,1047.53,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_FCL_MM,202710_DOWNSIDE_VN_NORTH_FCL_MM,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,FCL,MM,151906.87,3883.3,6816.47,831.47,163438.1,1002.69,0.099,20271001,2027-10
COST_202710_DOWNSIDE_VN_NORTH_FCL_SME,202710_DOWNSIDE_VN_NORTH_FCL_SME,2027-10-01,Forecast,DOWNSIDE,VN_NORTH,FCL,SME,124196.81,7261.05,5573.04,737.21,137768.11,1084.79,0.099,20271001,2027-10
