snapshot_month,prior_dpd_bucket,dpd_bucket,loan_count,balance,roll_rate
2025-09-01,Current,90+ DPD,68,27456.28,0.0375
2025-09-01,Current,Charge-off,11,0.0,0.0061
2025-09-01,Current,Current,383,121169.81,0.211
2025-10-01,1-7 DPD,1-7 DPD,461,72991.4,0.2739
2025-10-01,1-7 DPD,15-29 DPD,263,35014.52,0.1563
2025-10-01,1-7 DPD,30-59 DPD,212,35256.450000000004,0.126
2025-10-01,1-7 DPD,60-89 DPD,164,24663.8,0.0974
2025-10-01,1-7 DPD,8-14 DPD,362,56571.34,0.2151
2025-10-01,1-7 DPD,90+ DPD,48,7726.89,0.0285
2025-10-01,1-7 DPD,Charge-off,14,0.0,0.0083
2025-10-01,1-7 DPD,Current,159,36292.590000000004,0.0945
2025-10-01,15-29 DPD,1-7 DPD,280,44783.31,0.2509
2025-10-01,15-29 DPD,15-29 DPD,202,28816.99,0.181
2025-10-01,15-29 DPD,30-59 DPD,161,24804.13,0.1443
2025-10-01,15-29 DPD,60-89 DPD,107,18470.07,0.0959
2025-10-01,15-29 DPD,8-14 DPD,199,29717.01,0.1783
2025-10-01,15-29 DPD,90+ DPD,29,4341.32,0.026
2025-10-01,15-29 DPD,Charge-off,9,0.0,0.0081
2025-10-01,15-29 DPD,Current,129,24086.57,0.1156
2025-10-01,30-59 DPD,1-7 DPD,257,40881.98,0.2512
2025-10-01,30-59 DPD,15-29 DPD,167,20341.0,0.1632
2025-10-01,30-59 DPD,30-59 DPD,130,14586.42,0.1271
2025-10-01,30-59 DPD,60-89 DPD,113,19469.829999999998,0.1105
2025-10-01,30-59 DPD,8-14 DPD,208,29062.61,0.2033
2025-10-01,30-59 DPD,90+ DPD,29,3412.58,0.0283
2025-10-01,30-59 DPD,Charge-off,6,0.0,0.0059
2025-10-01,30-59 DPD,Current,113,27775.920000000002,0.1105
2025-10-01,60-89 DPD,1-7 DPD,116,16056.310000000001,0.1824
2025-10-01,60-89 DPD,15-29 DPD,70,9013.15,0.1101
2025-10-01,60-89 DPD,30-59 DPD,67,12735.77,0.1053
2025-10-01,60-89 DPD,60-89 DPD,40,4391.570000000001,0.0629
2025-10-01,60-89 DPD,8-14 DPD,76,9353.22,0.1195
2025-10-01,60-89 DPD,90+ DPD,134,18050.37,0.2107
2025-10-01,60-89 DPD,Charge-off,91,0.0,0.1431
2025-10-01,60-89 DPD,Current,42,8450.11,0.066
2025-10-01,8-14 DPD,1-7 DPD,324,49548.04,0.2549
2025-10-01,8-14 DPD,15-29 DPD,202,36139.69,0.1589
2025-10-01,8-14 DPD,30-59 DPD,204,30207.06,0.1605
2025-10-01,8-14 DPD,60-89 DPD,120,18988.37,0.0944
2025-10-01,8-14 DPD,8-14 DPD,250,41281.33,0.1967
2025-10-01,8-14 DPD,90+ DPD,34,5355.15,0.0268
2025-10-01,8-14 DPD,Charge-off,6,0.0,0.0047
2025-10-01,8-14 DPD,Current,131,28638.42,0.1031
2025-10-01,90+ DPD,1-7 DPD,73,16949.510000000002,0.1694
2025-10-01,90+ DPD,15-29 DPD,42,3506.98,0.0974
2025-10-01,90+ DPD,30-59 DPD,39,5679.09,0.0905
2025-10-01,90+ DPD,60-89 DPD,41,6360.6,0.0951
2025-10-01,90+ DPD,8-14 DPD,41,5014.17,0.0951
2025-10-01,90+ DPD,90+ DPD,112,12102.17,0.2599
2025-10-01,90+ DPD,Charge-off,52,0.0,0.1206
2025-10-01,90+ DPD,Current,31,3720.96,0.0719
2025-10-01,Charge-off,1-7 DPD,21,5027.31,0.0574
2025-10-01,Charge-off,15-29 DPD,18,2913.3500000000004,0.0492
2025-10-01,Charge-off,30-59 DPD,12,327.16,0.0328
2025-10-01,Charge-off,60-89 DPD,4,159.77,0.0109
2025-10-01,Charge-off,8-14 DPD,15,2274.2799999999997,0.041
2025-10-01,Charge-off,90+ DPD,1,234.06,0.0027
2025-10-01,Charge-off,Charge-off,287,0.0,0.7842
2025-10-01,Charge-off,Current,8,1028.3400000000001,0.0219
2025-10-01,Current,1-7 DPD,453,157290.28,0.2155
2025-10-01,Current,15-29 DPD,271,80548.78,0.1289
2025-10-01,Current,30-59 DPD,260,80658.27,0.1237
2025-10-01,Current,60-89 DPD,184,74683.31,0.0875
2025-10-01,Current,8-14 DPD,338,105054.11,0.1608
2025-10-01,Current,90+ DPD,73,17428.89,0.0347
2025-10-01,Current,Charge-off,16,0.0,0.0076
2025-10-01,Current,Current,507,169516.9,0.2412
2025-11-01,1-7 DPD,1-7 DPD,471,79838.53,0.2761
2025-11-01,1-7 DPD,15-29 DPD,302,42616.26,0.177
2025-11-01,1-7 DPD,30-59 DPD,206,32597.27,0.1208
2025-11-01,1-7 DPD,60-89 DPD,151,22764.489999999998,0.0885
2025-11-01,1-7 DPD,8-14 DPD,339,58223.97,0.1987
2025-11-01,1-7 DPD,90+ DPD,53,13378.01,0.0311
2025-11-01,1-7 DPD,Charge-off,9,0.0,0.0053
2025-11-01,1-7 DPD,Current,175,36580.74,0.1026
2025-11-01,15-29 DPD,1-7 DPD,280,42905.840000000004,0.2679
2025-11-01,15-29 DPD,15-29 DPD,163,21442.48,0.156
2025-11-01,15-29 DPD,30-59 DPD,171,23856.19,0.1636
2025-11-01,15-29 DPD,60-89 DPD,70,10670.9,0.067
2025-11-01,15-29 DPD,8-14 DPD,200,27053.25,0.1914
2025-11-01,15-29 DPD,90+ DPD,31,5923.23,0.0297
2025-11-01,15-29 DPD,Charge-off,10,0.0,0.0096
2025-11-01,15-29 DPD,Current,120,19438.649999999998,0.1148
2025-11-01,30-59 DPD,1-7 DPD,257,47095.48,0.2763
2025-11-01,30-59 DPD,15-29 DPD,140,15445.8,0.1505
2025-11-01,30-59 DPD,30-59 DPD,132,16300.87,0.1419
2025-11-01,30-59 DPD,60-89 DPD,84,10668.92,0.0903
2025-11-01,30-59 DPD,8-14 DPD,166,23416.83,0.1785
2025-11-01,30-59 DPD,90+ DPD,29,2875.95,0.0312
2025-11-01,30-59 DPD,Charge-off,1,0.0,0.0011
2025-11-01,30-59 DPD,Current,121,26417.27,0.1301
2025-11-01,60-89 DPD,1-7 DPD,114,13002.08,0.1662
2025-11-01,60-89 DPD,15-29 DPD,64,10079.5,0.0933
2025-11-01,60-89 DPD,30-59 DPD,48,10052.699999999999,0.07
2025-11-01,60-89 DPD,60-89 DPD,49,9317.66,0.0714
2025-11-01,60-89 DPD,8-14 DPD,91,16746.62,0.1327
2025-11-01,60-89 DPD,90+ DPD,150,26080.93,0.2187
2025-11-01,60-89 DPD,Charge-off,112,0.0,0.1633
2025-11-01,60-89 DPD,Current,58,13048.51,0.0845
2025-11-01,8-14 DPD,1-7 DPD,334,52030.74,0.2587
2025-11-01,8-14 DPD,15-29 DPD,218,33391.18,0.1689
2025-11-01,8-14 DPD,30-59 DPD,184,32508.78,0.1425
2025-11-01,8-14 DPD,60-89 DPD,102,15508.17,0.079
2025-11-01,8-14 DPD,8-14 DPD,256,33486.82,0.1983
2025-11-01,8-14 DPD,90+ DPD,38,7588.84,0.0294
2025-11-01,8-14 DPD,Charge-off,7,0.0,0.0054
2025-11-01,8-14 DPD,Current,152,23336.67,0.1177
2025-11-01,90+ DPD,1-7 DPD,66,8553.7,0.1638
2025-11-01,90+ DPD,15-29 DPD,41,4617.03,0.1017
2025-11-01,90+ DPD,30-59 DPD,45,6152.5,0.1117
2025-11-01,90+ DPD,60-89 DPD,28,2279.15,0.0695
2025-11-01,90+ DPD,8-14 DPD,47,6293.9400000000005,0.1166
2025-11-01,90+ DPD,90+ DPD,83,10095.710000000001,0.206
2025-11-01,90+ DPD,Charge-off,53,0.0,0.1315
2025-11-01,90+ DPD,Current,40,3924.11,0.0993
2025-11-01,Charge-off,1-7 DPD,23,3016.93,0.0612
2025-11-01,Charge-off,15-29 DPD,11,1043.72,0.0293
2025-11-01,Charge-off,30-59 DPD,15,1633.0100000000002,0.0399
2025-11-01,Charge-off,60-89 DPD,6,70.75,0.016
2025-11-01,Charge-off,8-14 DPD,13,1333.3700000000001,0.0346
2025-11-01,Charge-off,90+ DPD,2,61.94,0.0053
2025-11-01,Charge-off,Charge-off,299,0.0,0.7952
2025-11-01,Charge-off,Current,7,728.03,0.0186
2025-11-01,Current,1-7 DPD,464,159814.05,0.2126
2025-11-01,Current,15-29 DPD,286,104326.86,0.1311
2025-11-01,Current,30-59 DPD,240,78174.57,0.11
2025-11-01,Current,60-89 DPD,193,63457.11,0.0885
2025-11-01,Current,8-14 DPD,326,114041.84,0.1494
2025-11-01,Current,90+ DPD,77,20275.33,0.0353
2025-11-01,Current,Charge-off,25,0.0,0.0115
2025-11-01,Current,Current,571,198124.92,0.2617
2025-12-01,1-7 DPD,1-7 DPD,461,66449.49,0.2642
2025-12-01,1-7 DPD,15-29 DPD,302,58235.14,0.1731
2025-12-01,1-7 DPD,30-59 DPD,228,33940.86,0.1307
2025-12-01,1-7 DPD,60-89 DPD,149,20862.88,0.0854
2025-12-01,1-7 DPD,8-14 DPD,349,58238.22,0.2
2025-12-01,1-7 DPD,90+ DPD,45,8789.64,0.0258
2025-12-01,1-7 DPD,Charge-off,10,0.0,0.0057
2025-12-01,1-7 DPD,Current,201,43191.46,0.1152
2025-12-01,15-29 DPD,1-7 DPD,321,49781.05,0.3072
2025-12-01,15-29 DPD,15-29 DPD,179,21342.65,0.1713
2025-12-01,15-29 DPD,30-59 DPD,122,14911.5,0.1167
2025-12-01,15-29 DPD,60-89 DPD,80,18683.07,0.0766
2025-12-01,15-29 DPD,8-14 DPD,193,34459.35,0.1847
2025-12-01,15-29 DPD,90+ DPD,29,1861.3899999999999,0.0278
2025-12-01,15-29 DPD,Charge-off,8,0.0,0.0077
2025-12-01,15-29 DPD,Current,113,24576.37,0.1081
2025-12-01,30-59 DPD,1-7 DPD,212,38692.46,0.2358
2025-12-01,30-59 DPD,15-29 DPD,144,23322.9,0.1602
2025-12-01,30-59 DPD,30-59 DPD,147,17176.77,0.1635
2025-12-01,30-59 DPD,60-89 DPD,79,12043.1,0.0879
2025-12-01,30-59 DPD,8-14 DPD,163,23159.22,0.1813
2025-12-01,30-59 DPD,90+ DPD,23,3251.11,0.0256
2025-12-01,30-59 DPD,Charge-off,9,0.0,0.01
2025-12-01,30-59 DPD,Current,122,24589.739999999998,0.1357
2025-12-01,60-89 DPD,1-7 DPD,87,11374.26,0.1475
2025-12-01,60-89 DPD,15-29 DPD,67,14365.19,0.1136
2025-12-01,60-89 DPD,30-59 DPD,60,7618.2699999999995,0.1017
2025-12-01,60-89 DPD,60-89 DPD,34,6404.3099999999995,0.0576
2025-12-01,60-89 DPD,8-14 DPD,65,7970.55,0.1102
2025-12-01,60-89 DPD,90+ DPD,132,19410.35,0.2237
2025-12-01,60-89 DPD,Charge-off,85,0.0,0.1441
2025-12-01,60-89 DPD,Current,60,14352.85,0.1017
2025-12-01,8-14 DPD,1-7 DPD,345,51875.73,0.2833
2025-12-01,8-14 DPD,15-29 DPD,198,27776.86,0.1626
2025-12-01,8-14 DPD,30-59 DPD,178,27441.3,0.1461
2025-12-01,8-14 DPD,60-89 DPD,105,21193.98,0.0862
2025-12-01,8-14 DPD,8-14 DPD,211,30628.33,0.1732
2025-12-01,8-14 DPD,90+ DPD,41,6453.31,0.0337
2025-12-01,8-14 DPD,Charge-off,6,0.0,0.0049
2025-12-01,8-14 DPD,Current,134,34714.17,0.11
2025-12-01,90+ DPD,1-7 DPD,74,11859.25,0.18
2025-12-01,90+ DPD,15-29 DPD,39,5307.56,0.0949
2025-12-01,90+ DPD,30-59 DPD,35,2070.95,0.0852
2025-12-01,90+ DPD,60-89 DPD,25,5798.91,0.0608
2025-12-01,90+ DPD,8-14 DPD,44,4573.820000000001,0.1071
2025-12-01,90+ DPD,90+ DPD,100,16039.64,0.2433
2025-12-01,90+ DPD,Charge-off,51,0.0,0.1241
2025-12-01,90+ DPD,Current,43,9868.380000000001,0.1046
2025-12-01,Charge-off,1-7 DPD,21,2678.98,0.0508
2025-12-01,Charge-off,15-29 DPD,18,2892.96,0.0436
2025-12-01,Charge-off,30-59 DPD,11,1396.55,0.0266
2025-12-01,Charge-off,60-89 DPD,5,278.85,0.0121
2025-12-01,Charge-off,8-14 DPD,12,487.22,0.0291
2025-12-01,Charge-off,90+ DPD,2,245.64999999999998,0.0048
2025-12-01,Charge-off,Charge-off,328,0.0,0.7942
2025-12-01,Charge-off,Current,16,5342.39,0.0387
2025-12-01,Current,1-7 DPD,479,156955.03,0.2066
2025-12-01,Current,15-29 DPD,307,82951.83,0.1324
2025-12-01,Current,30-59 DPD,260,75025.91,0.1122
2025-12-01,Current,60-89 DPD,220,70897.03,0.0949
2025-12-01,Current,8-14 DPD,299,92838.18000000001,0.129
2025-12-01,Current,90+ DPD,83,25549.83,0.0358
2025-12-01,Current,Charge-off,15,0.0,0.0065
2025-12-01,Current,Current,655,234601.07,0.2826
2026-01-01,1-7 DPD,1-7 DPD,597,100220.62,0.3495
2026-01-01,1-7 DPD,15-29 DPD,341,50254.98,0.1996
2026-01-01,1-7 DPD,30-59 DPD,212,34509.59,0.1241
2026-01-01,1-7 DPD,60-89 DPD,84,16526.27,0.0492
2026-01-01,1-7 DPD,8-14 DPD,377,55764.75,0.2207
2026-01-01,1-7 DPD,90+ DPD,12,2024.54,0.007
2026-01-01,1-7 DPD,Charge-off,1,0.0,0.0006
2026-01-01,1-7 DPD,Current,84,19631.09,0.0492
2026-01-01,15-29 DPD,1-7 DPD,351,53649.43,0.3308
2026-01-01,15-29 DPD,15-29 DPD,197,32585.38,0.1857
2026-01-01,15-29 DPD,30-59 DPD,134,27193.33,0.1263
2026-01-01,15-29 DPD,60-89 DPD,46,8385.33,0.0434
2026-01-01,15-29 DPD,8-14 DPD,259,37330.59,0.2441
2026-01-01,15-29 DPD,90+ DPD,10,1920.21,0.0094
2026-01-01,15-29 DPD,Charge-off,6,0.0,0.0057
2026-01-01,15-29 DPD,Current,58,7077.36,0.0547
2026-01-01,30-59 DPD,1-7 DPD,269,36831.37,0.3067
2026-01-01,30-59 DPD,15-29 DPD,218,25034.88,0.2486
2026-01-01,30-59 DPD,30-59 DPD,103,15925.5,0.1174
2026-01-01,30-59 DPD,60-89 DPD,35,7349.1,0.0399
2026-01-01,30-59 DPD,8-14 DPD,219,32773.5,0.2497
2026-01-01,30-59 DPD,90+ DPD,4,411.90000000000003,0.0046
2026-01-01,30-59 DPD,Current,29,6233.2300000000005,0.0331
2026-01-01,60-89 DPD,1-7 DPD,129,19590.68,0.2071
2026-01-01,60-89 DPD,15-29 DPD,89,15544.41,0.1429
2026-01-01,60-89 DPD,30-59 DPD,50,12188.26,0.0803
2026-01-01,60-89 DPD,60-89 DPD,23,4020.46,0.0369
2026-01-01,60-89 DPD,8-14 DPD,88,14542.41,0.1413
2026-01-01,60-89 DPD,90+ DPD,128,25711.46,0.2055
2026-01-01,60-89 DPD,Charge-off,92,0.0,0.1477
2026-01-01,60-89 DPD,Current,24,6864.64,0.0385
2026-01-01,8-14 DPD,1-7 DPD,369,53348.24,0.3234
2026-01-01,8-14 DPD,15-29 DPD,254,34898.4,0.2226
2026-01-01,8-14 DPD,30-59 DPD,166,34439.98,0.1455
2026-01-01,8-14 DPD,60-89 DPD,38,8957.14,0.0333
2026-01-01,8-14 DPD,8-14 DPD,258,39325.4,0.2261
2026-01-01,8-14 DPD,90+ DPD,4,305.90999999999997,0.0035
2026-01-01,8-14 DPD,Current,52,8487.79,0.0456
2026-01-01,90+ DPD,1-7 DPD,80,18021.87,0.1956
2026-01-01,90+ DPD,15-29 DPD,59,6433.84,0.1443
2026-01-01,90+ DPD,30-59 DPD,39,6397.93,0.0954
2026-01-01,90+ DPD,60-89 DPD,11,1396.54,0.0269
2026-01-01,90+ DPD,8-14 DPD,64,7915.63,0.1565
2026-01-01,90+ DPD,90+ DPD,89,12261.119999999999,0.2176
2026-01-01,90+ DPD,Charge-off,56,0.0,0.1369
2026-01-01,90+ DPD,Current,11,921.6099999999999,0.0269
2026-01-01,Charge-off,1-7 DPD,26,2618.39,0.0598
2026-01-01,Charge-off,15-29 DPD,20,1866.9299999999998,0.046
2026-01-01,Charge-off,30-59 DPD,9,932.2800000000001,0.0207
2026-01-01,Charge-off,60-89 DPD,1,27.12,0.0023
2026-01-01,Charge-off,8-14 DPD,19,1995.07,0.0437
2026-01-01,Charge-off,90+ DPD,1,115.84,0.0023
2026-01-01,Charge-off,Charge-off,352,0.0,0.8092
2026-01-01,Charge-off,Current,7,1526.88,0.0161
2026-01-01,Current,1-7 DPD,549,183834.38,0.2267
2026-01-01,Current,15-29 DPD,384,119401.6,0.1585
2026-01-01,Current,30-59 DPD,357,104633.06,0.1474
2026-01-01,Current,60-89 DPD,218,71257.88,0.09
2026-01-01,Current,8-14 DPD,425,110470.79,0.1755
2026-01-01,Current,90+ DPD,86,33678.590000000004,0.0355
2026-01-01,Current,Charge-off,17,0.0,0.007
2026-01-01,Current,Current,386,147454.49,0.1594
2026-02-01,1-7 DPD,1-7 DPD,633,99495.29,0.3141
2026-02-01,1-7 DPD,15-29 DPD,449,68384.68000000001,0.2228
2026-02-01,1-7 DPD,30-59 DPD,278,47948.95,0.138
2026-02-01,1-7 DPD,60-89 DPD,79,17067.38,0.0392
2026-02-01,1-7 DPD,8-14 DPD,462,79188.82,0.2293
2026-02-01,1-7 DPD,90+ DPD,20,5212.64,0.0099
2026-02-01,1-7 DPD,Charge-off,2,0.0,0.001
2026-02-01,1-7 DPD,Current,92,19255.64,0.0457
2026-02-01,15-29 DPD,1-7 DPD,424,65341.27,0.319
2026-02-01,15-29 DPD,15-29 DPD,245,31635.0,0.1843
2026-02-01,15-29 DPD,30-59 DPD,197,29101.13,0.1482
2026-02-01,15-29 DPD,60-89 DPD,60,11112.52,0.0451
2026-02-01,15-29 DPD,8-14 DPD,341,46697.0,0.2566
2026-02-01,15-29 DPD,90+ DPD,7,2057.85,0.0053
2026-02-01,15-29 DPD,Charge-off,1,0.0,0.0008
2026-02-01,15-29 DPD,Current,54,14852.93,0.0406
2026-02-01,30-59 DPD,1-7 DPD,306,52515.840000000004,0.3174
2026-02-01,30-59 DPD,15-29 DPD,196,34512.44,0.2033
2026-02-01,30-59 DPD,30-59 DPD,141,20828.91,0.1463
2026-02-01,30-59 DPD,60-89 DPD,54,9706.45,0.056
2026-02-01,30-59 DPD,8-14 DPD,204,42519.72,0.2116
2026-02-01,30-59 DPD,90+ DPD,6,1168.18,0.0062
2026-02-01,30-59 DPD,Charge-off,1,0.0,0.001
2026-02-01,30-59 DPD,Current,56,7963.08,0.0581
2026-02-01,60-89 DPD,1-7 DPD,93,21138.87,0.2143
2026-02-01,60-89 DPD,15-29 DPD,48,8691.52,0.1106
2026-02-01,60-89 DPD,30-59 DPD,48,7429.06,0.1106
2026-02-01,60-89 DPD,60-89 DPD,20,3574.4900000000002,0.0461
2026-02-01,60-89 DPD,8-14 DPD,55,11140.59,0.1267
2026-02-01,60-89 DPD,90+ DPD,87,18207.46,0.2005
2026-02-01,60-89 DPD,Charge-off,61,0.0,0.1406
2026-02-01,60-89 DPD,Current,22,4871.87,0.0507
2026-02-01,8-14 DPD,1-7 DPD,472,71522.09,0.324
2026-02-01,8-14 DPD,15-29 DPD,302,36943.83,0.2073
2026-02-01,8-14 DPD,30-59 DPD,182,24986.89,0.1249
2026-02-01,8-14 DPD,60-89 DPD,49,11597.71,0.0336
2026-02-01,8-14 DPD,8-14 DPD,383,49478.29,0.2629
2026-02-01,8-14 DPD,90+ DPD,14,4756.38,0.0096
2026-02-01,8-14 DPD,Current,55,11639.470000000001,0.0377
2026-02-01,90+ DPD,1-7 DPD,48,7823.2,0.1678
2026-02-01,90+ DPD,15-29 DPD,34,8095.249999999999,0.1189
2026-02-01,90+ DPD,30-59 DPD,32,5341.25,0.1119
2026-02-01,90+ DPD,60-89 DPD,16,3692.92,0.0559
2026-02-01,90+ DPD,8-14 DPD,36,4637.0,0.1259
2026-02-01,90+ DPD,90+ DPD,59,12287.85,0.2063
2026-02-01,90+ DPD,Charge-off,47,0.0,0.1643
2026-02-01,90+ DPD,Current,14,7013.45,0.049
2026-02-01,Charge-off,1-7 DPD,30,2084.2400000000002,0.0682
2026-02-01,Charge-off,15-29 DPD,18,580.97,0.0409
2026-02-01,Charge-off,30-59 DPD,16,1895.28,0.0364
2026-02-01,Charge-off,60-89 DPD,3,3341.41,0.0068
2026-02-01,Charge-off,8-14 DPD,21,1145.97,0.0477
2026-02-01,Charge-off,90+ DPD,1,10.95,0.0023
2026-02-01,Charge-off,Charge-off,345,0.0,0.7841
2026-02-01,Charge-off,Current,6,779.5400000000001,0.0136
2026-02-01,Current,1-7 DPD,411,141801.27,0.2432
2026-02-01,Current,15-29 DPD,251,88807.17,0.1485
2026-02-01,Current,30-59 DPD,234,88067.83,0.1385
2026-02-01,Current,60-89 DPD,169,60590.39,0.1
2026-02-01,Current,8-14 DPD,275,97121.2,0.1627
2026-02-01,Current,90+ DPD,50,18856.18,0.0296
2026-02-01,Current,Charge-off,13,0.0,0.0077
2026-02-01,Current,Current,287,105933.73,0.1698
2026-03-01,1-7 DPD,1-7 DPD,685,106043.75,0.324
2026-03-01,1-7 DPD,15-29 DPD,434,63194.68,0.2053
2026-03-01,1-7 DPD,30-59 DPD,323,50127.2,0.1528
2026-03-01,1-7 DPD,60-89 DPD,79,17028.98,0.0374
2026-03-01,1-7 DPD,8-14 DPD,491,66672.33,0.2323
2026-03-01,1-7 DPD,90+ DPD,13,3798.09,0.0061
2026-03-01,1-7 DPD,Charge-off,8,0.0,0.0038
2026-03-01,1-7 DPD,Current,81,17110.68,0.0383
2026-03-01,15-29 DPD,1-7 DPD,421,56869.07,0.3175
2026-03-01,15-29 DPD,15-29 DPD,276,38898.7,0.2081
2026-03-01,15-29 DPD,30-59 DPD,188,31522.95,0.1418
2026-03-01,15-29 DPD,60-89 DPD,43,8936.45,0.0324
2026-03-01,15-29 DPD,8-14 DPD,327,49087.2,0.2466
2026-03-01,15-29 DPD,90+ DPD,15,3846.75,0.0113
2026-03-01,15-29 DPD,Charge-off,2,0.0,0.0015
2026-03-01,15-29 DPD,Current,54,7050.22,0.0407
2026-03-01,30-59 DPD,1-7 DPD,349,45170.7,0.3438
2026-03-01,30-59 DPD,15-29 DPD,189,26064.31,0.1862
2026-03-01,30-59 DPD,30-59 DPD,152,29809.98,0.1498
2026-03-01,30-59 DPD,60-89 DPD,48,14153.15,0.0473
2026-03-01,30-59 DPD,8-14 DPD,219,28304.28,0.2158
2026-03-01,30-59 DPD,90+ DPD,12,3254.75,0.0118
2026-03-01,30-59 DPD,Charge-off,4,0.0,0.0039
2026-03-01,30-59 DPD,Current,42,11325.5,0.0414
2026-03-01,60-89 DPD,1-7 DPD,75,15077.78,0.1825
2026-03-01,60-89 DPD,15-29 DPD,40,6547.23,0.0973
2026-03-01,60-89 DPD,30-59 DPD,37,6909.38,0.09
2026-03-01,60-89 DPD,60-89 DPD,20,4910.01,0.0487
2026-03-01,60-89 DPD,8-14 DPD,61,11183.38,0.1484
2026-03-01,60-89 DPD,90+ DPD,89,18196.91,0.2165
2026-03-01,60-89 DPD,Charge-off,64,0.0,0.1557
2026-03-01,60-89 DPD,Current,25,2807.78,0.0608
2026-03-01,8-14 DPD,1-7 DPD,509,76883.38,0.3364
2026-03-01,8-14 DPD,15-29 DPD,324,54457.36,0.2141
2026-03-01,8-14 DPD,30-59 DPD,214,32608.07,0.1414
2026-03-01,8-14 DPD,60-89 DPD,54,11889.64,0.0357
2026-03-01,8-14 DPD,8-14 DPD,335,52674.33,0.2214
2026-03-01,8-14 DPD,90+ DPD,7,1568.57,0.0046
2026-03-01,8-14 DPD,Charge-off,2,0.0,0.0013
2026-03-01,8-14 DPD,Current,68,9404.16,0.0449
2026-03-01,90+ DPD,1-7 DPD,57,12709.07,0.25
2026-03-01,90+ DPD,15-29 DPD,25,3316.9599999999996,0.1096
2026-03-01,90+ DPD,30-59 DPD,25,7806.17,0.1096
2026-03-01,90+ DPD,60-89 DPD,8,3029.44,0.0351
2026-03-01,90+ DPD,8-14 DPD,31,4869.44,0.136
2026-03-01,90+ DPD,90+ DPD,38,5924.67,0.1667
2026-03-01,90+ DPD,Charge-off,34,0.0,0.1491
2026-03-01,90+ DPD,Current,10,1398.58,0.0439
2026-03-01,Charge-off,1-7 DPD,24,2455.21,0.0638
2026-03-01,Charge-off,15-29 DPD,10,767.87,0.0266
2026-03-01,Charge-off,30-59 DPD,11,1810.34,0.0293
2026-03-01,Charge-off,60-89 DPD,3,534.5,0.008
2026-03-01,Charge-off,8-14 DPD,20,1492.69,0.0532
2026-03-01,Charge-off,Charge-off,303,0.0,0.8059
2026-03-01,Charge-off,Current,5,689.91,0.0133
2026-03-01,Current,1-7 DPD,415,146707.05,0.2524
2026-03-01,Current,15-29 DPD,256,94624.24,0.1557
2026-03-01,Current,30-59 DPD,214,74846.63,0.1302
2026-03-01,Current,60-89 DPD,151,51745.38,0.0918
2026-03-01,Current,8-14 DPD,254,88074.6,0.1545
2026-03-01,Current,90+ DPD,61,26671.83,0.0371
2026-03-01,Current,Charge-off,12,0.0,0.0073
2026-03-01,Current,Current,281,106827.74,0.1709
2026-04-01,1-7 DPD,1-7 DPD,678,97546.75,0.3087
2026-04-01,1-7 DPD,15-29 DPD,440,69604.17,0.2004
2026-04-01,1-7 DPD,30-59 DPD,342,45950.7,0.1557
2026-04-01,1-7 DPD,60-89 DPD,100,19109.81,0.0455
2026-04-01,1-7 DPD,8-14 DPD,511,73551.44,0.2327
2026-04-01,1-7 DPD,90+ DPD,18,1711.94,0.0082
2026-04-01,1-7 DPD,Charge-off,6,0.0,0.0027
2026-04-01,1-7 DPD,Current,101,15250.77,0.046
2026-04-01,15-29 DPD,1-7 DPD,405,47840.49,0.3013
2026-04-01,15-29 DPD,15-29 DPD,294,49522.82,0.2188
2026-04-01,15-29 DPD,30-59 DPD,229,36681.590000000004,0.1704
2026-04-01,15-29 DPD,60-89 DPD,55,9236.19,0.0409
2026-04-01,15-29 DPD,8-14 DPD,283,46017.73,0.2106
2026-04-01,15-29 DPD,90+ DPD,7,875.0999999999999,0.0052
2026-04-01,15-29 DPD,Current,71,14655.08,0.0528
2026-04-01,30-59 DPD,1-7 DPD,310,50089.58,0.3033
2026-04-01,30-59 DPD,15-29 DPD,207,33732.67,0.2025
2026-04-01,30-59 DPD,30-59 DPD,173,29754.02,0.1693
2026-04-01,30-59 DPD,60-89 DPD,48,5631.66,0.047
2026-04-01,30-59 DPD,8-14 DPD,210,33576.78,0.2055
2026-04-01,30-59 DPD,90+ DPD,15,1973.2299999999998,0.0147
2026-04-01,30-59 DPD,Charge-off,2,0.0,0.002
2026-04-01,30-59 DPD,Current,57,13540.57,0.0558
2026-04-01,60-89 DPD,1-7 DPD,76,17559.13,0.1984
2026-04-01,60-89 DPD,15-29 DPD,40,8757.37,0.1044
2026-04-01,60-89 DPD,30-59 DPD,47,11489.56,0.1227
2026-04-01,60-89 DPD,60-89 DPD,24,4888.4,0.0627
2026-04-01,60-89 DPD,8-14 DPD,38,6569.57,0.0992
2026-04-01,60-89 DPD,90+ DPD,81,17298.32,0.2115
2026-04-01,60-89 DPD,Charge-off,50,0.0,0.1305
2026-04-01,60-89 DPD,Current,27,6389.97,0.0705
2026-04-01,8-14 DPD,1-7 DPD,445,60592.159999999996,0.3046
2026-04-01,8-14 DPD,15-29 DPD,314,48679.38,0.2149
2026-04-01,8-14 DPD,30-59 DPD,211,31770.19,0.1444
2026-04-01,8-14 DPD,60-89 DPD,61,8436.19,0.0418
2026-04-01,8-14 DPD,8-14 DPD,343,48946.69,0.2348
2026-04-01,8-14 DPD,90+ DPD,11,1194.82,0.0075
