session_key,session_date,channel,device,region,sessions,visitors,add_to_cart,checkout_starts,session_month
49901,2026-02-01,Organic Search,Mobile,Oceania,67,46,8,2,2026-02
49902,2026-02-01,Organic Search,Mobile,Middle East,52,36,6,3,2026-02
49903,2026-02-01,Organic Search,Desktop,North America,257,195,31,14,2026-02
49904,2026-02-01,Organic Search,Desktop,Europe,115,90,15,5,2026-02
49905,2026-02-01,Organic Search,Desktop,Southeast Asia,128,104,18,7,2026-02
49906,2026-02-01,Organic Search,Desktop,East Asia,73,55,6,2,2026-02
49907,2026-02-01,Organic Search,Desktop,Oceania,40,32,3,1,2026-02
49908,2026-02-01,Organic Search,Desktop,Middle East,20,16,2,0,2026-02
49909,2026-02-01,Organic Search,Tablet,North America,98,77,9,4,2026-02
49910,2026-02-01,Organic Search,Tablet,Europe,58,41,6,3,2026-02
49911,2026-02-01,Organic Search,Tablet,Southeast Asia,45,35,5,2,2026-02
49912,2026-02-01,Organic Search,Tablet,East Asia,25,19,1,0,2026-02
49913,2026-02-01,Organic Search,Tablet,Oceania,17,11,1,0,2026-02
49914,2026-02-01,Organic Search,Tablet,Middle East,10,7,0,0,2026-02
49915,2026-02-01,Paid Search,Mobile,North America,274,214,35,15,2026-02
49916,2026-02-01,Paid Search,Mobile,Europe,194,135,26,11,2026-02
49917,2026-02-01,Paid Search,Mobile,Southeast Asia,151,108,18,9,2026-02
49918,2026-02-01,Paid Search,Mobile,East Asia,82,58,7,2,2026-02
49919,2026-02-01,Paid Search,Mobile,Oceania,43,32,5,2,2026-02
49920,2026-02-01,Paid Search,Mobile,Middle East,32,22,2,0,2026-02
49921,2026-02-01,Paid Search,Desktop,North America,147,100,14,5,2026-02
49922,2026-02-01,Paid Search,Desktop,Europe,85,68,7,3,2026-02
49923,2026-02-01,Paid Search,Desktop,Southeast Asia,57,45,5,2,2026-02
49924,2026-02-01,Paid Search,Desktop,East Asia,41,27,3,1,2026-02
49925,2026-02-01,Paid Search,Desktop,Oceania,25,19,2,0,2026-02
49926,2026-02-01,Paid Search,Desktop,Middle East,16,11,1,0,2026-02
49927,2026-02-01,Paid Search,Tablet,North America,54,43,5,1,2026-02
49928,2026-02-01,Paid Search,Tablet,Europe,25,18,2,0,2026-02
49929,2026-02-01,Paid Search,Tablet,Southeast Asia,22,16,2,1,2026-02
49930,2026-02-01,Paid Search,Tablet,East Asia,15,11,2,0,2026-02
49931,2026-02-01,Paid Search,Tablet,Oceania,10,7,1,0,2026-02
49932,2026-02-01,Paid Search,Tablet,Middle East,5,3,0,0,2026-02
49933,2026-02-01,Direct,Mobile,North America,243,169,24,12,2026-02
49934,2026-02-01,Direct,Mobile,Europe,126,98,17,6,2026-02
49935,2026-02-01,Direct,Mobile,Southeast Asia,145,106,15,6,2026-02
49936,2026-02-01,Direct,Mobile,East Asia,84,56,8,3,2026-02
49937,2026-02-01,Direct,Mobile,Oceania,37,28,4,2,2026-02
49938,2026-02-01,Direct,Mobile,Middle East,25,17,2,0,2026-02
49939,2026-02-01,Direct,Desktop,North America,135,107,17,6,2026-02
49940,2026-02-01,Direct,Desktop,Europe,68,51,8,4,2026-02
49941,2026-02-01,Direct,Desktop,Southeast Asia,65,47,7,3,2026-02
49942,2026-02-01,Direct,Desktop,East Asia,29,22,3,1,2026-02
49943,2026-02-01,Direct,Desktop,Oceania,17,12,1,0,2026-02
49944,2026-02-01,Direct,Desktop,Middle East,14,10,1,0,2026-02
49945,2026-02-01,Direct,Tablet,North America,45,36,6,2,2026-02
49946,2026-02-01,Direct,Tablet,Europe,22,15,2,1,2026-02
49947,2026-02-01,Direct,Tablet,Southeast Asia,21,15,1,0,2026-02
49948,2026-02-01,Direct,Tablet,East Asia,12,9,0,0,2026-02
49949,2026-02-01,Direct,Tablet,Oceania,7,4,0,0,2026-02
49950,2026-02-01,Direct,Tablet,Middle East,5,3,0,0,2026-02
49951,2026-02-01,Email,Mobile,North America,206,160,19,9,2026-02
49952,2026-02-01,Email,Mobile,Europe,99,78,14,5,2026-02
49953,2026-02-01,Email,Mobile,Southeast Asia,99,77,12,4,2026-02
49954,2026-02-01,Email,Mobile,East Asia,50,39,4,1,2026-02
49955,2026-02-01,Email,Mobile,Oceania,30,22,2,0,2026-02
49956,2026-02-01,Email,Mobile,Middle East,16,12,1,0,2026-02
49957,2026-02-01,Email,Desktop,North America,77,53,6,2,2026-02
49958,2026-02-01,Email,Desktop,Europe,38,28,3,1,2026-02
49959,2026-02-01,Email,Desktop,Southeast Asia,46,37,6,2,2026-02
49960,2026-02-01,Email,Desktop,East Asia,25,18,3,1,2026-02
49961,2026-02-01,Email,Desktop,Oceania,13,8,1,0,2026-02
49962,2026-02-01,Email,Desktop,Middle East,8,5,0,0,2026-02
49963,2026-02-01,Email,Tablet,North America,36,28,4,1,2026-02
49964,2026-02-01,Email,Tablet,Europe,17,13,1,0,2026-02
49965,2026-02-01,Email,Tablet,Southeast Asia,15,11,2,1,2026-02
49966,2026-02-01,Email,Tablet,East Asia,9,7,1,0,2026-02
49967,2026-02-01,Email,Tablet,Oceania,5,3,0,0,2026-02
49968,2026-02-01,Email,Tablet,Middle East,3,2,0,0,2026-02
49969,2026-02-01,Social,Mobile,North America,250,201,31,12,2026-02
49970,2026-02-01,Social,Mobile,Europe,113,86,9,4,2026-02
49971,2026-02-01,Social,Mobile,Southeast Asia,105,76,9,4,2026-02
49972,2026-02-01,Social,Mobile,East Asia,58,40,5,2,2026-02
49973,2026-02-01,Social,Mobile,Oceania,37,29,3,1,2026-02
49974,2026-02-01,Social,Mobile,Middle East,26,20,3,1,2026-02
49975,2026-02-01,Social,Desktop,North America,111,87,13,6,2026-02
49976,2026-02-01,Social,Desktop,Europe,59,42,7,2,2026-02
49977,2026-02-01,Social,Desktop,Southeast Asia,43,31,4,2,2026-02
49978,2026-02-01,Social,Desktop,East Asia,29,19,2,0,2026-02
49979,2026-02-01,Social,Desktop,Oceania,15,10,1,0,2026-02
49980,2026-02-01,Social,Desktop,Middle East,12,8,1,0,2026-02
49981,2026-02-01,Social,Tablet,North America,42,34,4,1,2026-02
49982,2026-02-01,Social,Tablet,Europe,22,16,2,0,2026-02
49983,2026-02-01,Social,Tablet,Southeast Asia,16,12,1,0,2026-02
49984,2026-02-01,Social,Tablet,East Asia,10,7,1,0,2026-02
49985,2026-02-01,Social,Tablet,Oceania,5,3,0,0,2026-02
49986,2026-02-01,Social,Tablet,Middle East,4,2,0,0,2026-02
49987,2026-02-01,Affiliate,Mobile,North America,124,94,16,8,2026-02
49988,2026-02-01,Affiliate,Mobile,Europe,69,50,6,2,2026-02
49989,2026-02-01,Affiliate,Mobile,Southeast Asia,46,35,3,1,2026-02
49990,2026-02-01,Affiliate,Mobile,East Asia,29,22,2,0,2026-02
49991,2026-02-01,Affiliate,Mobile,Oceania,18,14,1,0,2026-02
49992,2026-02-01,Affiliate,Mobile,Middle East,13,10,1,0,2026-02
49993,2026-02-01,Affiliate,Desktop,North America,50,36,4,1,2026-02
49994,2026-02-01,Affiliate,Desktop,Europe,31,20,4,1,2026-02
49995,2026-02-01,Affiliate,Desktop,Southeast Asia,27,21,3,1,2026-02
49996,2026-02-01,Affiliate,Desktop,East Asia,14,11,1,0,2026-02
49997,2026-02-01,Affiliate,Desktop,Oceania,8,5,0,0,2026-02
49998,2026-02-01,Affiliate,Desktop,Middle East,4,3,0,0,2026-02
49999,2026-02-01,Affiliate,Tablet,North America,20,15,1,0,2026-02
50000,2026-02-01,Affiliate,Tablet,Europe,9,6,0,0,2026-02
50001,2026-02-01,Affiliate,Tablet,Southeast Asia,9,6,0,0,2026-02
50002,2026-02-01,Affiliate,Tablet,East Asia,6,4,0,0,2026-02
50003,2026-02-01,Affiliate,Tablet,Oceania,3,2,0,0,2026-02
50004,2026-02-01,Affiliate,Tablet,Middle East,2,1,0,0,2026-02
50005,2026-02-01,Display,Mobile,North America,63,50,7,2,2026-02
50006,2026-02-01,Display,Mobile,Europe,37,25,3,1,2026-02
50007,2026-02-01,Display,Mobile,Southeast Asia,32,24,3,1,2026-02
50008,2026-02-01,Display,Mobile,East Asia,21,16,1,0,2026-02
50009,2026-02-01,Display,Mobile,Oceania,11,8,0,0,2026-02
50010,2026-02-01,Display,Mobile,Middle East,6,4,0,0,2026-02
50011,2026-02-01,Display,Desktop,North America,36,29,5,1,2026-02
50012,2026-02-01,Display,Desktop,Europe,16,10,1,0,2026-02
50013,2026-02-01,Display,Desktop,Southeast Asia,15,12,1,0,2026-02
50014,2026-02-01,Display,Desktop,East Asia,9,6,1,0,2026-02
50015,2026-02-01,Display,Desktop,Oceania,4,3,0,0,2026-02
50016,2026-02-01,Display,Desktop,Middle East,2,1,0,0,2026-02
50017,2026-02-01,Display,Tablet,North America,12,9,1,0,2026-02
50018,2026-02-01,Display,Tablet,Europe,5,3,0,0,2026-02
50019,2026-02-01,Display,Tablet,Southeast Asia,5,3,0,0,2026-02
50020,2026-02-01,Display,Tablet,East Asia,3,2,0,0,2026-02
50021,2026-02-01,Display,Tablet,Oceania,2,1,0,0,2026-02
50022,2026-02-01,Display,Tablet,Middle East,1,0,0,0,2026-02
50023,2026-02-02,Organic Search,Mobile,North America,605,444,66,31,2026-02
50024,2026-02-02,Organic Search,Mobile,Europe,286,198,25,9,2026-02
50025,2026-02-02,Organic Search,Mobile,Southeast Asia,214,172,17,5,2026-02
50026,2026-02-02,Organic Search,Mobile,East Asia,123,100,10,5,2026-02
50027,2026-02-02,Organic Search,Mobile,Oceania,82,56,11,6,2026-02
50028,2026-02-02,Organic Search,Mobile,Middle East,44,34,4,1,2026-02
50029,2026-02-02,Organic Search,Desktop,North America,220,177,18,7,2026-02
50030,2026-02-02,Organic Search,Desktop,Europe,118,93,11,4,2026-02
50031,2026-02-02,Organic Search,Desktop,Southeast Asia,120,93,13,4,2026-02
50032,2026-02-02,Organic Search,Desktop,East Asia,61,43,8,3,2026-02
50033,2026-02-02,Organic Search,Desktop,Oceania,31,23,3,1,2026-02
50034,2026-02-02,Organic Search,Desktop,Middle East,27,19,3,1,2026-02
50035,2026-02-02,Organic Search,Tablet,North America,92,65,9,3,2026-02
50036,2026-02-02,Organic Search,Tablet,Europe,49,40,6,2,2026-02
50037,2026-02-02,Organic Search,Tablet,Southeast Asia,39,31,5,2,2026-02
50038,2026-02-02,Organic Search,Tablet,East Asia,23,15,2,1,2026-02
50039,2026-02-02,Organic Search,Tablet,Oceania,15,10,2,1,2026-02
50040,2026-02-02,Organic Search,Tablet,Middle East,9,7,1,0,2026-02
50041,2026-02-02,Paid Search,Mobile,North America,276,208,33,16,2026-02
50042,2026-02-02,Paid Search,Mobile,Europe,143,96,15,7,2026-02
50043,2026-02-02,Paid Search,Mobile,Southeast Asia,125,100,12,6,2026-02
50044,2026-02-02,Paid Search,Mobile,East Asia,76,51,10,3,2026-02
50045,2026-02-02,Paid Search,Mobile,Oceania,46,31,4,2,2026-02
50046,2026-02-02,Paid Search,Mobile,Middle East,34,23,4,1,2026-02
50047,2026-02-02,Paid Search,Desktop,North America,144,106,13,5,2026-02
50048,2026-02-02,Paid Search,Desktop,Europe,66,51,8,3,2026-02
50049,2026-02-02,Paid Search,Desktop,Southeast Asia,69,48,9,4,2026-02
50050,2026-02-02,Paid Search,Desktop,East Asia,36,27,3,1,2026-02
50051,2026-02-02,Paid Search,Desktop,Oceania,22,15,1,0,2026-02
50052,2026-02-02,Paid Search,Desktop,Middle East,16,12,1,0,2026-02
50053,2026-02-02,Paid Search,Tablet,North America,59,41,4,1,2026-02
50054,2026-02-02,Paid Search,Tablet,Europe,31,23,4,1,2026-02
50055,2026-02-02,Paid Search,Tablet,Southeast Asia,28,18,3,1,2026-02
50056,2026-02-02,Paid Search,Tablet,East Asia,16,12,1,0,2026-02
50057,2026-02-02,Paid Search,Tablet,Oceania,9,6,1,0,2026-02
50058,2026-02-02,Paid Search,Tablet,Middle East,5,3,0,0,2026-02
50059,2026-02-02,Direct,Mobile,North America,239,177,22,12,2026-02
50060,2026-02-02,Direct,Mobile,Europe,132,88,9,3,2026-02
50061,2026-02-02,Direct,Mobile,Southeast Asia,117,94,15,5,2026-02
50062,2026-02-02,Direct,Mobile,East Asia,64,49,8,4,2026-02
50063,2026-02-02,Direct,Mobile,Oceania,43,31,4,2,2026-02
50064,2026-02-02,Direct,Mobile,Middle East,29,20,2,1,2026-02
50065,2026-02-02,Direct,Desktop,North America,137,95,11,4,2026-02
50066,2026-02-02,Direct,Desktop,Europe,69,54,6,2,2026-02
50067,2026-02-02,Direct,Desktop,Southeast Asia,48,38,5,2,2026-02
50068,2026-02-02,Direct,Desktop,East Asia,40,31,5,2,2026-02
50069,2026-02-02,Direct,Desktop,Oceania,19,12,1,0,2026-02
50070,2026-02-02,Direct,Desktop,Middle East,13,9,1,0,2026-02
50071,2026-02-02,Direct,Tablet,North America,57,38,6,3,2026-02
50072,2026-02-02,Direct,Tablet,Europe,26,19,2,0,2026-02
50073,2026-02-02,Direct,Tablet,Southeast Asia,22,16,2,1,2026-02
50074,2026-02-02,Direct,Tablet,East Asia,12,9,1,0,2026-02
50075,2026-02-02,Direct,Tablet,Oceania,8,6,0,0,2026-02
50076,2026-02-02,Direct,Tablet,Middle East,4,2,0,0,2026-02
50077,2026-02-02,Email,Mobile,North America,207,161,22,7,2026-02
50078,2026-02-02,Email,Mobile,Europe,87,66,7,3,2026-02
50079,2026-02-02,Email,Mobile,Southeast Asia,76,55,8,2,2026-02
50080,2026-02-02,Email,Mobile,East Asia,53,39,4,1,2026-02
50081,2026-02-02,Email,Mobile,Oceania,25,16,2,1,2026-02
50082,2026-02-02,Email,Mobile,Middle East,19,13,2,0,2026-02
50083,2026-02-02,Email,Desktop,North America,97,78,10,4,2026-02
50084,2026-02-02,Email,Desktop,Europe,52,39,5,2,2026-02
50085,2026-02-02,Email,Desktop,Southeast Asia,40,32,5,1,2026-02
50086,2026-02-02,Email,Desktop,East Asia,23,18,2,0,2026-02
50087,2026-02-02,Email,Desktop,Oceania,14,10,1,0,2026-02
50088,2026-02-02,Email,Desktop,Middle East,8,5,0,0,2026-02
50089,2026-02-02,Email,Tablet,North America,31,24,3,1,2026-02
50090,2026-02-02,Email,Tablet,Europe,18,12,2,0,2026-02
50091,2026-02-02,Email,Tablet,Southeast Asia,16,12,1,0,2026-02
50092,2026-02-02,Email,Tablet,East Asia,8,5,1,0,2026-02
50093,2026-02-02,Email,Tablet,Oceania,5,4,0,0,2026-02
50094,2026-02-02,Email,Tablet,Middle East,2,1,0,0,2026-02
50095,2026-02-02,Social,Mobile,North America,222,163,22,9,2026-02
50096,2026-02-02,Social,Mobile,Europe,99,79,9,5,2026-02
50097,2026-02-02,Social,Mobile,Southeast Asia,118,95,11,6,2026-02
50098,2026-02-02,Social,Mobile,East Asia,58,44,5,1,2026-02
50099,2026-02-02,Social,Mobile,Oceania,34,26,3,1,2026-02
50100,2026-02-02,Social,Mobile,Middle East,19,15,2,0,2026-02
50101,2026-02-02,Social,Desktop,North America,104,76,12,4,2026-02
50102,2026-02-02,Social,Desktop,Europe,58,46,6,2,2026-02
50103,2026-02-02,Social,Desktop,Southeast Asia,54,36,7,3,2026-02
50104,2026-02-02,Social,Desktop,East Asia,24,19,2,0,2026-02
50105,2026-02-02,Social,Desktop,Oceania,17,11,1,0,2026-02
50106,2026-02-02,Social,Desktop,Middle East,9,6,0,0,2026-02
50107,2026-02-02,Social,Tablet,North America,41,32,5,2,2026-02
50108,2026-02-02,Social,Tablet,Europe,21,14,1,0,2026-02
50109,2026-02-02,Social,Tablet,Southeast Asia,15,11,1,0,2026-02
50110,2026-02-02,Social,Tablet,East Asia,11,7,0,0,2026-02
50111,2026-02-02,Social,Tablet,Oceania,5,4,0,0,2026-02
50112,2026-02-02,Social,Tablet,Middle East,3,2,0,0,2026-02
50113,2026-02-02,Affiliate,Mobile,North America,120,85,14,7,2026-02
50114,2026-02-02,Affiliate,Mobile,Europe,63,43,6,2,2026-02
50115,2026-02-02,Affiliate,Mobile,Southeast Asia,56,39,7,2,2026-02
50116,2026-02-02,Affiliate,Mobile,East Asia,34,24,4,1,2026-02
50117,2026-02-02,Affiliate,Mobile,Oceania,16,11,2,1,2026-02
50118,2026-02-02,Affiliate,Mobile,Middle East,10,7,0,0,2026-02
50119,2026-02-02,Affiliate,Desktop,North America,58,39,6,3,2026-02
50120,2026-02-02,Affiliate,Desktop,Europe,32,22,3,1,2026-02
50121,2026-02-02,Affiliate,Desktop,Southeast Asia,23,15,1,0,2026-02
50122,2026-02-02,Affiliate,Desktop,East Asia,18,14,1,0,2026-02
50123,2026-02-02,Affiliate,Desktop,Oceania,9,7,1,0,2026-02
50124,2026-02-02,Affiliate,Desktop,Middle East,4,2,0,0,2026-02
50125,2026-02-02,Affiliate,Tablet,North America,18,13,2,0,2026-02
50126,2026-02-02,Affiliate,Tablet,Europe,11,8,1,0,2026-02
50127,2026-02-02,Affiliate,Tablet,Southeast Asia,9,6,1,0,2026-02
50128,2026-02-02,Affiliate,Tablet,East Asia,6,4,0,0,2026-02
50129,2026-02-02,Affiliate,Tablet,Oceania,3,2,0,0,2026-02
50130,2026-02-02,Affiliate,Tablet,Middle East,1,0,0,0,2026-02
50131,2026-02-02,Display,Mobile,North America,59,46,6,2,2026-02
50132,2026-02-02,Display,Mobile,Europe,30,24,2,1,2026-02
50133,2026-02-02,Display,Mobile,Southeast Asia,28,22,2,0,2026-02
50134,2026-02-02,Display,Mobile,East Asia,22,14,2,0,2026-02
50135,2026-02-02,Display,Mobile,Oceania,10,8,1,0,2026-02
50136,2026-02-02,Display,Mobile,Middle East,6,4,0,0,2026-02
50137,2026-02-02,Display,Desktop,North America,30,23,3,1,2026-02
50138,2026-02-02,Display,Desktop,Europe,17,12,2,1,2026-02
50139,2026-02-02,Display,Desktop,Southeast Asia,14,10,1,0,2026-02
50140,2026-02-02,Display,Desktop,East Asia,10,6,1,0,2026-02
50141,2026-02-02,Display,Desktop,Oceania,4,2,0,0,2026-02
50142,2026-02-02,Display,Desktop,Middle East,2,1,0,0,2026-02
50143,2026-02-02,Display,Tablet,North America,12,9,1,0,2026-02
50144,2026-02-02,Display,Tablet,Europe,7,5,0,0,2026-02
50145,2026-02-02,Display,Tablet,Southeast Asia,5,3,0,0,2026-02
50146,2026-02-02,Display,Tablet,East Asia,3,2,0,0,2026-02
50147,2026-02-02,Display,Tablet,Oceania,1,0,0,0,2026-02
50148,2026-02-02,Display,Tablet,Middle East,1,0,0,0,2026-02
50149,2026-02-03,Organic Search,Mobile,North America,430,340,53,21,2026-02
50150,2026-02-03,Organic Search,Mobile,Europe,242,170,26,8,2026-02
50151,2026-02-03,Organic Search,Mobile,Southeast Asia,187,129,22,12,2026-02
50152,2026-02-03,Organic Search,Mobile,East Asia,157,107,13,4,2026-02
50153,2026-02-03,Organic Search,Mobile,Oceania,70,48,6,2,2026-02
50154,2026-02-03,Organic Search,Mobile,Middle East,56,44,4,2,2026-02
50155,2026-02-03,Organic Search,Desktop,North America,244,175,30,14,2026-02
50156,2026-02-03,Organic Search,Desktop,Europe,119,87,12,4,2026-02
50157,2026-02-03,Organic Search,Desktop,Southeast Asia,100,76,13,5,2026-02
50158,2026-02-03,Organic Search,Desktop,East Asia,65,50,7,3,2026-02
50159,2026-02-03,Organic Search,Desktop,Oceania,38,26,4,1,2026-02
50160,2026-02-03,Organic Search,Desktop,Middle East,20,15,1,0,2026-02
50161,2026-02-03,Organic Search,Tablet,North America,76,54,6,2,2026-02
50162,2026-02-03,Organic Search,Tablet,Europe,49,34,5,1,2026-02
50163,2026-02-03,Organic Search,Tablet,Southeast Asia,32,25,3,1,2026-02
50164,2026-02-03,Organic Search,Tablet,East Asia,24,19,1,0,2026-02
50165,2026-02-03,Organic Search,Tablet,Oceania,13,8,1,0,2026-02
50166,2026-02-03,Organic Search,Tablet,Middle East,7,5,0,0,2026-02
50167,2026-02-03,Paid Search,Mobile,North America,294,202,23,10,2026-02
50168,2026-02-03,Paid Search,Mobile,Europe,146,102,19,10,2026-02
50169,2026-02-03,Paid Search,Mobile,Southeast Asia,122,83,12,4,2026-02
50170,2026-02-03,Paid Search,Mobile,East Asia,90,69,6,2,2026-02
50171,2026-02-03,Paid Search,Mobile,Oceania,45,35,4,2,2026-02
50172,2026-02-03,Paid Search,Mobile,Middle East,32,24,4,1,2026-02
50173,2026-02-03,Paid Search,Desktop,North America,114,82,15,5,2026-02
50174,2026-02-03,Paid Search,Desktop,Europe,59,46,8,4,2026-02
50175,2026-02-03,Paid Search,Desktop,Southeast Asia,57,45,6,2,2026-02
50176,2026-02-03,Paid Search,Desktop,East Asia,34,27,4,1,2026-02
50177,2026-02-03,Paid Search,Desktop,Oceania,17,12,2,1,2026-02
50178,2026-02-03,Paid Search,Desktop,Middle East,13,9,1,0,2026-02
50179,2026-02-03,Paid Search,Tablet,North America,56,40,7,3,2026-02
50180,2026-02-03,Paid Search,Tablet,Europe,30,20,3,1,2026-02
50181,2026-02-03,Paid Search,Tablet,Southeast Asia,21,15,1,0,2026-02
50182,2026-02-03,Paid Search,Tablet,East Asia,15,10,2,0,2026-02
50183,2026-02-03,Paid Search,Tablet,Oceania,8,5,1,0,2026-02
50184,2026-02-03,Paid Search,Tablet,Middle East,5,4,0,0,2026-02
50185,2026-02-03,Direct,Mobile,North America,265,188,29,10,2026-02
50186,2026-02-03,Direct,Mobile,Europe,125,101,16,5,2026-02
50187,2026-02-03,Direct,Mobile,Southeast Asia,107,71,8,3,2026-02
50188,2026-02-03,Direct,Mobile,East Asia,62,47,5,2,2026-02
50189,2026-02-03,Direct,Mobile,Oceania,36,29,3,1,2026-02
50190,2026-02-03,Direct,Mobile,Middle East,25,17,2,0,2026-02
50191,2026-02-03,Direct,Desktop,North America,119,92,10,5,2026-02
50192,2026-02-03,Direct,Desktop,Europe,53,39,7,2,2026-02
50193,2026-02-03,Direct,Desktop,Southeast Asia,53,40,5,2,2026-02
50194,2026-02-03,Direct,Desktop,East Asia,35,23,4,1,2026-02
50195,2026-02-03,Direct,Desktop,Oceania,14,11,1,0,2026-02
50196,2026-02-03,Direct,Desktop,Middle East,12,8,1,0,2026-02
50197,2026-02-03,Direct,Tablet,North America,49,34,6,2,2026-02
50198,2026-02-03,Direct,Tablet,Europe,21,15,2,0,2026-02
50199,2026-02-03,Direct,Tablet,Southeast Asia,20,14,2,0,2026-02
50200,2026-02-03,Direct,Tablet,East Asia,14,9,1,0,2026-02
50201,2026-02-03,Direct,Tablet,Oceania,7,5,0,0,2026-02
50202,2026-02-03,Direct,Tablet,Middle East,5,3,0,0,2026-02
50203,2026-02-03,Email,Mobile,North America,182,135,19,7,2026-02
50204,2026-02-03,Email,Mobile,Europe,89,66,7,3,2026-02
50205,2026-02-03,Email,Mobile,Southeast Asia,65,50,5,2,2026-02
50206,2026-02-03,Email,Mobile,East Asia,55,44,6,2,2026-02
50207,2026-02-03,Email,Mobile,Oceania,29,20,2,0,2026-02
50208,2026-02-03,Email,Mobile,Middle East,17,13,1,0,2026-02
50209,2026-02-03,Email,Desktop,North America,69,51,7,2,2026-02
50210,2026-02-03,Email,Desktop,Europe,35,25,4,2,2026-02
50211,2026-02-03,Email,Desktop,Southeast Asia,38,27,5,1,2026-02
50212,2026-02-03,Email,Desktop,East Asia,22,14,1,0,2026-02
50213,2026-02-03,Email,Desktop,Oceania,10,7,1,0,2026-02
50214,2026-02-03,Email,Desktop,Middle East,7,4,0,0,2026-02
50215,2026-02-03,Email,Tablet,North America,26,21,3,1,2026-02
50216,2026-02-03,Email,Tablet,Europe,15,11,1,0,2026-02
50217,2026-02-03,Email,Tablet,Southeast Asia,15,11,1,0,2026-02
50218,2026-02-03,Email,Tablet,East Asia,9,7,1,0,2026-02
50219,2026-02-03,Email,Tablet,Oceania,5,3,0,0,2026-02
50220,2026-02-03,Email,Tablet,Middle East,2,1,0,0,2026-02
50221,2026-02-03,Social,Mobile,North America,220,148,22,8,2026-02
50222,2026-02-03,Social,Mobile,Europe,102,70,12,5,2026-02
50223,2026-02-03,Social,Mobile,Southeast Asia,92,73,7,3,2026-02
50224,2026-02-03,Social,Mobile,East Asia,58,46,7,3,2026-02
50225,2026-02-03,Social,Mobile,Oceania,31,24,2,0,2026-02
50226,2026-02-03,Social,Mobile,Middle East,19,14,2,0,2026-02
50227,2026-02-03,Social,Desktop,North America,92,70,10,4,2026-02
50228,2026-02-03,Social,Desktop,Europe,50,33,4,2,2026-02
50229,2026-02-03,Social,Desktop,Southeast Asia,42,28,4,1,2026-02
50230,2026-02-03,Social,Desktop,East Asia,24,16,3,1,2026-02
50231,2026-02-03,Social,Desktop,Oceania,14,11,1,0,2026-02
50232,2026-02-03,Social,Desktop,Middle East,9,6,0,0,2026-02
50233,2026-02-03,Social,Tablet,North America,34,25,3,1,2026-02
50234,2026-02-03,Social,Tablet,Europe,18,12,1,0,2026-02
50235,2026-02-03,Social,Tablet,Southeast Asia,14,9,1,0,2026-02
50236,2026-02-03,Social,Tablet,East Asia,11,8,1,0,2026-02
50237,2026-02-03,Social,Tablet,Oceania,5,3,0,0,2026-02
50238,2026-02-03,Social,Tablet,Middle East,3,2,0,0,2026-02
50239,2026-02-03,Affiliate,Mobile,North America,99,68,10,5,2026-02
50240,2026-02-03,Affiliate,Mobile,Europe,51,38,4,2,2026-02
50241,2026-02-03,Affiliate,Mobile,Southeast Asia,53,41,6,2,2026-02
50242,2026-02-03,Affiliate,Mobile,East Asia,26,18,2,0,2026-02
50243,2026-02-03,Affiliate,Mobile,Oceania,19,12,1,0,2026-02
50244,2026-02-03,Affiliate,Mobile,Middle East,12,8,1,0,2026-02
50245,2026-02-03,Affiliate,Desktop,North America,50,39,6,2,2026-02
50246,2026-02-03,Affiliate,Desktop,Europe,31,21,3,1,2026-02
50247,2026-02-03,Affiliate,Desktop,Southeast Asia,21,14,3,1,2026-02
50248,2026-02-03,Affiliate,Desktop,East Asia,12,9,1,0,2026-02
50249,2026-02-03,Affiliate,Desktop,Oceania,8,6,0,0,2026-02
50250,2026-02-03,Affiliate,Desktop,Middle East,4,2,0,0,2026-02
50251,2026-02-03,Affiliate,Tablet,North America,22,16,1,0,2026-02
50252,2026-02-03,Affiliate,Tablet,Europe,9,6,1,0,2026-02
50253,2026-02-03,Affiliate,Tablet,Southeast Asia,9,7,1,0,2026-02
50254,2026-02-03,Affiliate,Tablet,East Asia,5,3,0,0,2026-02
50255,2026-02-03,Affiliate,Tablet,Oceania,3,2,0,0,2026-02
50256,2026-02-03,Affiliate,Tablet,Middle East,1,0,0,0,2026-02
50257,2026-02-03,Display,Mobile,North America,65,50,8,4,2026-02
50258,2026-02-03,Display,Mobile,Europe,34,23,2,0,2026-02
50259,2026-02-03,Display,Mobile,Southeast Asia,28,22,3,1,2026-02
50260,2026-02-03,Display,Mobile,East Asia,17,13,1,0,2026-02
50261,2026-02-03,Display,Mobile,Oceania,10,7,1,0,2026-02
50262,2026-02-03,Display,Mobile,Middle East,6,4,0,0,2026-02
50263,2026-02-03,Display,Desktop,North America,30,20,3,1,2026-02
50264,2026-02-03,Display,Desktop,Europe,15,12,1,0,2026-02
50265,2026-02-03,Display,Desktop,Southeast Asia,12,8,1,0,2026-02
50266,2026-02-03,Display,Desktop,East Asia,9,7,0,0,2026-02
50267,2026-02-03,Display,Desktop,Oceania,4,3,0,0,2026-02
50268,2026-02-03,Display,Desktop,Middle East,3,2,0,0,2026-02
50269,2026-02-03,Display,Tablet,North America,11,7,1,0,2026-02
50270,2026-02-03,Display,Tablet,Europe,5,3,0,0,2026-02
50271,2026-02-03,Display,Tablet,Southeast Asia,5,3,0,0,2026-02
50272,2026-02-03,Display,Tablet,East Asia,3,2,0,0,2026-02
50273,2026-02-03,Display,Tablet,Oceania,1,0,0,0,2026-02
